"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Aruba","ABW","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0.223058133218786","2.05548592827715","0.186907630522088","17.063550036523","21.1851377322229","-3.85780885780886","-1.65549252191851","-5.8744394618834","-0.418781725888325","6.16194331983806","12.9139314369073","6.81314994968132","27.1368352788586","-6.82970474202208","-14.0736377025037","16.9476082004556","7.81634326318665","-4.6878097125867","-8.8058340554927","8.92028704152164","-17.590235760484","0.664177638042837","-0.415663968497046","7.61156648451731","18.5048708174503","-12.0337534714805","8.29827536350606","8.9793112489992","-0.971130901206636","0.923362086669774","5.25401548718154","4.24457258198044","-2.2329238620065","6.1710565604208","4.27205030200395",
"Africa Eastern and Southern","AFE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.11044900943117","0.83266707097454","0.452925036789682","0.27254922729629","1.23446815112098","0.399891847572817","0.543122956871775","0.0666873898786878","0.160480650382994","-0.021744199474799","0.315505262722917","0.218758943418541","0.363474558803558","0.0508565262948916","0.411673813248297","0.0716568207241081","0.291565973718613","0.156864207621548","0.270623095517226","0.189615037050582","0.0325973292887364","0.467183868679037","0.280992982108357","0.363573688644803","0.507232476546374","1.01533179776097","0.797450555075385","2.09307895502664","1.58954357826259","2.4474245178466","1.55812312858945","4.8377675628977","2.50363638111622","2.48897170135011","1.86659568157693","2.06494439934131","1.27209390780044","2.48111352078367","3.24482524758185","2.61214457359618","1.64220592166484","1.84557234712524","2.53662271294788","2.19168154983656","2.76011137987112","3.11840987590196","1.89599951281312","0.990429978150364","1.34506651736447","1.50255045767619","1.39121454852466","4.92452050286266",
"Afghanistan","AFG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0131512243609448","0.0245752714393039","0.00940111467749321","0.0155769236960059","","","0.00156521738449906","-0.00812641060285658","","0.0324504958728158","0.247135743279599","0.005174215982803","","","","","","","","","","","","","","","","","","","","","1.29727420799131","1.27326773088894","3.57989488419472","4.35257512887185","3.41395868542516","1.94210198645613","0.449119854161372","0.461604318218299","1.22026467671187","0.286818266582787","0.281255499281746","0.234926111766299","0.209119434856893","0.845811014708514","0.519387403147856","0.272718759182542","0.648439597159199","0.123804203772499","0.0643889355453321","0.139319462125938",
"Africa Western and Central","AFW","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.56294050412745","2.09535912095353","1.86260666892259","1.86910939905278","1.06968661364969","1.57380226092525","0.866238940408797","0.959633106107117","0.87599533787222","0.863457092424767","-0.275515668948646","0.431018447264776","0.481129434911122","0.569283758854758","0.302853640300349","0.785831324651415","0.191695238003839","0.945947481129513","0.631293375339144","1.89162066203152","0.700627991884862","0.710418558862206","1.04255482334862","1.84455188881156","2.76699469235573","0.874800863516436","1.05185020404699","1.11552932614547","1.32073280912301","1.56206686981524","1.82329611640169","2.19671807807296","2.49624786893757","2.57355341478964","1.83600172009689","2.99203533690973","2.32584867189848","2.8057576552558","2.8805004115628","3.58159541535531","3.16084361874163","3.60069402546556","2.84124385004861","2.30199044698265","1.85972741118856","2.03963889618775","2.01826575978564","2.58317691176874","2.02161465865563","1.56696371988586","1.38971193399763","2.46101743413696",
"Angola","AGO","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0.630975103967161","0.883706869873758","2.08648507255308","1.80366249575565","1.09500567622465","3.68038359526863","3.30879389175687","1.47206684888083","1.49385627946274","1.9605730640079","-2.98162799823655","6.26663053571429","3.46608752793541","5.2368632542517","3.83703655802979","8.52948883994992","2.39899396705538","5.38231807584834","17.1215906483088","40.1672509619126","9.62386631013722","24.0091170615715","11.4061900735364","20.0810141699561","9.32924342764495","-3.52665547915197","-0.0720010214346084","-1.36876162792796","1.89631505930415","3.13666198790205","-3.95009776146954","-2.7630352926289","-1.17171916561076","-5.3372810761299","2.66496383453372","11.4977019059198","-0.360184289272602","-10.7249505478881","-8.29905135606258","-5.91333338289549","-3.48097792643824","-6.46118626830981",
"Albania","ALB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","3.06666159864896","4.89321210624299","2.81772280812469","2.92548596657615","2.81594061771928","2.1031528051092","1.76789579262462","1.28264133419298","4.10877595525929","5.28543275433979","3.10482707446756","3.17270817814522","4.75017450889019","3.25976919303765","3.65485220012029","6.10898006747451","9.68207039380729","11.1706408928228","9.13813414575857","8.13533347464313","7.45135722825391","9.81628764801144","8.69303872198522","8.69053621980382","8.80509197849022","7.85547051565549","7.94635135089316","7.7979181413124","7.06948409749964","6.67506922810655",
"Andorra","AND","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.467651044923018","-0.0827095057774953","0.264742722017538","-0.800383313754133","-2.87428100449048","1.40020573452847","0.0731778226891538","0.651234227429974","0.570071360974476","0.0972953185079492","-0.492499052845913","1.77694768092134","2.94530617727936","1.52930018300283","1.57860264634309","0.484640400024019","0.658914663061597","0.0264243075706549","0.383026496043583","0.277016255437891","0.476908305724686","0.453676485239812","0.739302405967352","0.903331285365839","0.973780875890635","0.055117578248823","0.597092573798672","1.35687412110083","1.4983690252717","0.427140863136116","0.471362907440894","1.11632366824634","0.768172279685822","1.64666343928401","2.02720930096097","3.55183800818514","4.51782017172887","4.5712667763548","3.94045497511629","3.87457174628804","3.00825017911515","1.76399169749157","1.82415284543883","1.46196515593957","1.08013992470838","1.01121626428327","1.30127085257371","1.16721090653387","1.23352422857808","1.40806136385943","1.50692495202582","2.04149943057498",
"United Arab Emirates","ARE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","0.108351027393326","0.257273417071533","0.451274583969912","0.164536829905021","0.206818388728571","0.22395138271941","-0.0343377746365328","0.203892014116107","0.106393607647695","0.407195240980733","-0.544187526835552","0.324685539041065","0.128404884092042","0.520707068990223","0.0935487850536073","-0.228435309406528","0.0503179637301319","0.239162943469002","0.721471948889765","0.105319789259975","0.608195467069962","0.408474866570238","0.294815985875101","0.340485312002994","-1.16683578609984","-0.485281532816973","1.14589216989256","0.0867813661375527","3.42266271330333","6.76715211324682","6.03481603924168","5.76543753210014","5.50043971843078","1.6048746086738","0.447367363952641","3.03559369451727","2.03957459089259","2.4873633634704","2.43989565736958","2.67360384789356","2.30933522457138","2.60111969076035","2.65141548161459","2.43186975983804","4.27633945790034","5.68984379115185","4.97976995753109",
"Argentina","ARG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.28422429708083","0.377464477473511","0.206489502181284","0.190792478260042","0.0247388145324033","0.106009598269524","0.478175476632771","0.25360595928857","0.430419501183618","0.297462920191234","0.88095511006333","1.0638454401874","0.269252481027723","0.177920358938206","0.338845892416111","1.03939676921859","0.51742270994039","-0.0171007571834998","0.908825708058126","1.34139040897869","1.2988816648031","1.28557885422783","1.93671240172489","1.17980281165114","1.411953029158","2.17392758974997","2.55320340608332","3.12787793868196","2.43876896154487","8.46058217133806","3.66579059535379","0.806164134759348","2.19895819502207","1.29481086883944","2.5050175164097","2.64935441452167","2.38106854489628","2.25129423568361","2.68990096507093","1.20643922647566","2.67516171886537","2.04464008003071","2.80667189982932","1.77920553648531","0.962406650325519","1.97713461784426","0.584749931723909","1.78936428458758","2.232532212602","1.48500712244788","1.2249432125131","1.39202962208735",
"Armenia","ARM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.188555393671621","0.0665938114123568","0.608291636986276","1.72442275716256","1.10020924585916","3.16805363549908","12.2707797402698","6.61258080861414","5.45043315573561","3.29806741743693","4.65949974895048","4.37657009672658","6.90990201303095","5.96010633958357","7.3073150316137","7.25233197719082","8.09234920917782","8.78869455248089","5.71603784546004","6.44066836705362","4.67672787765567","3.11193148125796","3.50211424719527","1.74473699241328","3.16536760097291","2.19257340412979","2.1420476257108","0.736361472397063","0.463408889617251","2.64363593346125",
"American Samoa","ASM","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
