,LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
0,PRT,LTINT,TOT,PC_PA,A,1994,10.47833,
1,PRT,LTINT,TOT,PC_PA,A,1995,11.465,
2,PRT,LTINT,TOT,PC_PA,A,1996,8.559167,
3,PRT,LTINT,TOT,PC_PA,A,1997,6.358333,
4,PRT,LTINT,TOT,PC_PA,A,1998,4.8775,
5,PRT,LTINT,TOT,PC_PA,A,1999,4.7775,
6,PRT,LTINT,TOT,PC_PA,A,2000,5.595,
7,PRT,LTINT,TOT,PC_PA,A,2001,5.158333,
8,PRT,LTINT,TOT,PC_PA,A,2002,5.005833,
9,PRT,LTINT,TOT,PC_PA,A,2003,4.178333,
10,PRT,LTINT,TOT,PC_PA,A,2004,4.143333,
11,PRT,LTINT,TOT,PC_PA,A,2005,3.4375,
12,PRT,LTINT,TOT,PC_PA,A,2006,3.915,
13,PRT,LTINT,TOT,PC_PA,A,2007,4.423333,
14,PRT,LTINT,TOT,PC_PA,A,2008,4.519166,
15,PRT,LTINT,TOT,PC_PA,A,2009,4.210834,
16,PRT,LTINT,TOT,PC_PA,A,2010,5.395833,
17,PRT,LTINT,TOT,PC_PA,A,2011,10.23917,
18,PRT,LTINT,TOT,PC_PA,A,2012,10.5475,
19,PRT,LTINT,TOT,PC_PA,A,2013,6.294167,
20,PRT,LTINT,TOT,PC_PA,A,2014,3.754167,
21,PRT,LTINT,TOT,PC_PA,A,2015,2.423333,
22,PRT,LTINT,TOT,PC_PA,A,2016,3.171667,
23,PRT,LTINT,TOT,PC_PA,A,2017,3.0525,
24,PRT,LTINT,TOT,PC_PA,A,2018,1.839167,
25,PRT,LTINT,TOT,PC_PA,A,2019,0.7575,
26,PRT,LTINT,TOT,PC_PA,A,2020,0.4166667,
27,PRT,LTINT,TOT,PC_PA,A,2021,0.295,
28,PRT,LTINT,TOT,PC_PA,A,2022,2.17,
656,NOR,LTINT,TOT,PC_PA,A,1985,12.91167,
657,NOR,LTINT,TOT,PC_PA,A,1986,13.29917,
658,NOR,LTINT,TOT,PC_PA,A,1987,13.305,
659,NOR,LTINT,TOT,PC_PA,A,1988,12.89583,
660,NOR,LTINT,TOT,PC_PA,A,1989,10.82583,
661,NOR,LTINT,TOT,PC_PA,A,1990,10.68,
662,NOR,LTINT,TOT,PC_PA,A,1991,9.996667,
663,NOR,LTINT,TOT,PC_PA,A,1992,9.606667,
664,NOR,LTINT,TOT,PC_PA,A,1993,6.880833,
665,NOR,LTINT,TOT,PC_PA,A,1994,7.435833,
666,NOR,LTINT,TOT,PC_PA,A,1995,7.424167,
667,NOR,LTINT,TOT,PC_PA,A,1996,6.773334,
668,NOR,LTINT,TOT,PC_PA,A,1997,5.888333,
669,NOR,LTINT,TOT,PC_PA,A,1998,5.4,
670,NOR,LTINT,TOT,PC_PA,A,1999,5.4975,
671,NOR,LTINT,TOT,PC_PA,A,2000,6.218333,
672,NOR,LTINT,TOT,PC_PA,A,2001,6.236667,
673,NOR,LTINT,TOT,PC_PA,A,2002,6.384167,
674,NOR,LTINT,TOT,PC_PA,A,2003,5.045,
675,NOR,LTINT,TOT,PC_PA,A,2004,4.368333,
676,NOR,LTINT,TOT,PC_PA,A,2005,3.745833,
677,NOR,LTINT,TOT,PC_PA,A,2006,4.076667,
678,NOR,LTINT,TOT,PC_PA,A,2007,4.774167,
679,NOR,LTINT,TOT,PC_PA,A,2008,4.458333,
680,NOR,LTINT,TOT,PC_PA,A,2009,3.998333,
681,NOR,LTINT,TOT,PC_PA,A,2010,3.528333,
682,NOR,LTINT,TOT,PC_PA,A,2011,3.135,
683,NOR,LTINT,TOT,PC_PA,A,2012,2.101667,
684,NOR,LTINT,TOT,PC_PA,A,2013,2.5775,
685,NOR,LTINT,TOT,PC_PA,A,2014,2.515,
686,NOR,LTINT,TOT,PC_PA,A,2015,1.565,
687,NOR,LTINT,TOT,PC_PA,A,2016,1.331667,
688,NOR,LTINT,TOT,PC_PA,A,2017,1.6375,
689,NOR,LTINT,TOT,PC_PA,A,2018,1.879167,
690,NOR,LTINT,TOT,PC_PA,A,2019,1.494167,
691,NOR,LTINT,TOT,PC_PA,A,2020,0.8175,
692,NOR,LTINT,TOT,PC_PA,A,2021,1.4025,
693,NOR,LTINT,TOT,PC_PA,A,2022,2.82,
694,AUS,LTINT,TOT,PC_PA,A,1970,6.646667,
695,AUS,LTINT,TOT,PC_PA,A,1971,6.713333,
696,AUS,LTINT,TOT,PC_PA,A,1972,5.831666,
697,AUS,LTINT,TOT,PC_PA,A,1973,6.933333,
698,AUS,LTINT,TOT,PC_PA,A,1974,9.036667,
699,AUS,LTINT,TOT,PC_PA,A,1975,9.741667,
700,AUS,LTINT,TOT,PC_PA,A,1976,10.03083,
701,AUS,LTINT,TOT,PC_PA,A,1977,10.22667,
702,AUS,LTINT,TOT,PC_PA,A,1978,9.06,
703,AUS,LTINT,TOT,PC_PA,A,1979,9.749166,
704,AUS,LTINT,TOT,PC_PA,A,1980,11.6475,
705,AUS,LTINT,TOT,PC_PA,A,1981,13.95833,
706,AUS,LTINT,TOT,PC_PA,A,1982,15.375,
707,AUS,LTINT,TOT,PC_PA,A,1983,13.8875,
708,AUS,LTINT,TOT,PC_PA,A,1984,13.525,
709,AUS,LTINT,TOT,PC_PA,A,1985,13.95417,
710,AUS,LTINT,TOT,PC_PA,A,1986,13.41667,
711,AUS,LTINT,TOT,PC_PA,A,1987,13.19167,
712,AUS,LTINT,TOT,PC_PA,A,1988,12.10417,
713,AUS,LTINT,TOT,PC_PA,A,1989,13.40833,
714,AUS,LTINT,TOT,PC_PA,A,1990,13.18,
715,AUS,LTINT,TOT,PC_PA,A,1991,10.69083,
716,AUS,LTINT,TOT,PC_PA,A,1992,9.22,
717,AUS,LTINT,TOT,PC_PA,A,1993,7.280833,
718,AUS,LTINT,TOT,PC_PA,A,1994,9.041667,
719,AUS,LTINT,TOT,PC_PA,A,1995,9.210896,
720,AUS,LTINT,TOT,PC_PA,A,1996,8.209207,
721,AUS,LTINT,TOT,PC_PA,A,1997,6.954918,
722,AUS,LTINT,TOT,PC_PA,A,1998,5.49297,
723,AUS,LTINT,TOT,PC_PA,A,1999,6.009312,
724,AUS,LTINT,TOT,PC_PA,A,2000,6.314569,
725,AUS,LTINT,TOT,PC_PA,A,2001,5.615264,
726,AUS,LTINT,TOT,PC_PA,A,2002,5.843958,
727,AUS,LTINT,TOT,PC_PA,A,2003,5.366776,
728,AUS,LTINT,TOT,PC_PA,A,2004,5.590775,
729,AUS,LTINT,TOT,PC_PA,A,2005,5.339973,
730,AUS,LTINT,TOT,PC_PA,A,2006,5.587872,
731,AUS,LTINT,TOT,PC_PA,A,2007,5.994521,
732,AUS,LTINT,TOT,PC_PA,A,2008,5.817944,
733,AUS,LTINT,TOT,PC_PA,A,2009,5.039512,
734,AUS,LTINT,TOT,PC_PA,A,2010,5.366042,
735,AUS,LTINT,TOT,PC_PA,A,2011,4.879583,
736,AUS,LTINT,TOT,PC_PA,A,2012,3.379167,
737,AUS,LTINT,TOT,PC_PA,A,2013,3.697292,
738,AUS,LTINT,TOT,PC_PA,A,2014,3.656667,
739,AUS,LTINT,TOT,PC_PA,A,2015,2.710833,
740,AUS,LTINT,TOT,PC_PA,A,2016,2.336667,
741,AUS,LTINT,TOT,PC_PA,A,2017,2.639167,
742,AUS,LTINT,TOT,PC_PA,A,2018,2.684167,
743,AUS,LTINT,TOT,PC_PA,A,2019,1.493333,
744,AUS,LTINT,TOT,PC_PA,A,2020,0.9208333,
745,AUS,LTINT,TOT,PC_PA,A,2021,1.47,
746,AUS,LTINT,TOT,PC_PA,A,2022,3.198333,
747,ITA,LTINT,TOT,PC_PA,A,1992,13.2663,
748,ITA,LTINT,TOT,PC_PA,A,1993,11.18735,
749,ITA,LTINT,TOT,PC_PA,A,1994,10.51929,
750,ITA,LTINT,TOT,PC_PA,A,1995,12.20637,
751,ITA,LTINT,TOT,PC_PA,A,1996,9.401236,
752,ITA,LTINT,TOT,PC_PA,A,1997,6.860859,
753,ITA,LTINT,TOT,PC_PA,A,1998,4.882307,
754,ITA,LTINT,TOT,PC_PA,A,1999,4.727752,
755,ITA,LTINT,TOT,PC_PA,A,2000,5.575179,
756,ITA,LTINT,TOT,PC_PA,A,2001,5.188787,
757,ITA,LTINT,TOT,PC_PA,A,2002,5.034556,
758,ITA,LTINT,TOT,PC_PA,A,2003,4.248191,
759,ITA,LTINT,TOT,PC_PA,A,2004,4.258675,
760,ITA,LTINT,TOT,PC_PA,A,2005,3.555428,
761,ITA,LTINT,TOT,PC_PA,A,2006,4.046302,
762,ITA,LTINT,TOT,PC_PA,A,2007,4.487259,
763,ITA,LTINT,TOT,PC_PA,A,2008,4.681259,
764,ITA,LTINT,TOT,PC_PA,A,2009,4.311213,
765,ITA,LTINT,TOT,PC_PA,A,2010,4.03587,
766,ITA,LTINT,TOT,PC_PA,A,2011,5.422752,
767,ITA,LTINT,TOT,PC_PA,A,2012,5.492676,
768,ITA,LTINT,TOT,PC_PA,A,2013,4.316386,
769,ITA,LTINT,TOT,PC_PA,A,2014,2.893183,
770,ITA,LTINT,TOT,PC_PA,A,2015,1.713968,
771,ITA,LTINT,TOT,PC_PA,A,2016,1.486547,
772,ITA,LTINT,TOT,PC_PA,A,2017,2.113012,
773,ITA,LTINT,TOT,PC_PA,A,2018,2.610345,
774,ITA,LTINT,TOT,PC_PA,A,2019,1.951412,
775,ITA,LTINT,TOT,PC_PA,A,2020,1.168292,
776,ITA,LTINT,TOT,PC_PA,A,2021,0.81083,
777,ITA,LTINT,TOT,PC_PA,A,2022,3.156633,
2762,SVK,LTINT,TOT,PC_PA,A,2001,8.043349,
2763,SVK,LTINT,TOT,PC_PA,A,2002,6.934373,
2764,SVK,LTINT,TOT,PC_PA,A,2003,4.985866,
2765,SVK,LTINT,TOT,PC_PA,A,2004,5.026144,
2766,SVK,LTINT,TOT,PC_PA,A,2005,3.52158,
2767,SVK,LTINT,TOT,PC_PA,A,2006,4.412181,
2768,SVK,LTINT,TOT,PC_PA,A,2007,4.490726,
2769,SVK,LTINT,TOT,PC_PA,A,2008,4.723183,
2770,SVK,LTINT,TOT,PC_PA,A,2009,4.706512,
2771,SVK,LTINT,TOT,PC_PA,A,2010,3.871647,
2772,SVK,LTINT,TOT,PC_PA,A,2011,4.448205,
2773,SVK,LTINT,TOT,PC_PA,A,2012,4.553231,
2774,SVK,LTINT,TOT,PC_PA,A,2013,3.186377,
2775,SVK,LTINT,TOT,PC_PA,A,2014,2.071702,
2776,SVK,LTINT,TOT,PC_PA,A,2015,0.88525,
2777,SVK,LTINT,TOT,PC_PA,A,2016,0.5444093,
2778,SVK,LTINT,TOT,PC_PA,A,2017,0.9153607,
2779,SVK,LTINT,TOT,PC_PA,A,2018,0.885511,
2780,SVK,LTINT,TOT,PC_PA,A,2019,0.2463108,
2781,SVK,LTINT,TOT,PC_PA,A,2020,-0.03828775,
2782,SVK,LTINT,TOT,PC_PA,A,2021,-0.08023517,
2783,SVK,LTINT,TOT,PC_PA,A,2022,2.074054,
6303,GRC,LTINT,TOT,PC_PA,A,1998,8.481667,
6304,GRC,LTINT,TOT,PC_PA,A,1999,6.308333,
6305,GRC,LTINT,TOT,PC_PA,A,2000,6.108333,
6306,GRC,LTINT,TOT,PC_PA,A,2001,5.304167,
6307,GRC,LTINT,TOT,PC_PA,A,2002,5.1225,
6308,GRC,LTINT,TOT,PC_PA,A,2003,4.2675,
6309,GRC,LTINT,TOT,PC_PA,A,2004,4.255833,
6310,GRC,LTINT,TOT,PC_PA,A,2005,3.585,
6311,GRC,LTINT,TOT,PC_PA,A,2006,4.07,
6312,GRC,LTINT,TOT,PC_PA,A,2007,4.5,
6313,GRC,LTINT,TOT,PC_PA,A,2008,4.8025,
6314,GRC,LTINT,TOT,PC_PA,A,2009,5.174167,
6315,GRC,LTINT,TOT,PC_PA,A,2010,9.091666,
6316,GRC,LTINT,TOT,PC_PA,A,2011,15.74917,
6317,GRC,LTINT,TOT,PC_PA,A,2012,22.4975,
6318,GRC,LTINT,TOT,PC_PA,A,2013,10.05417,
6319,GRC,LTINT,TOT,PC_PA,A,2014,6.929167,
6320,GRC,LTINT,TOT,PC_PA,A,2015,9.666364,
6321,GRC,LTINT,TOT,PC_PA,A,2016,8.36,
6322,GRC,LTINT,TOT,PC_PA,A,2017,5.978333,
6323,GRC,LTINT,TOT,PC_PA,A,2018,4.185,
6324,GRC,LTINT,TOT,PC_PA,A,2019,2.585833,
6325,GRC,LTINT,TOT,PC_PA,A,2020,1.271667,
6326,GRC,LTINT,TOT,PC_PA,A,2021,0.8841667,
6327,GRC,LTINT,TOT,PC_PA,A,2022,3.486667,
6970,MEX,LTINT,TOT,PC_PA,A,2002,10.125,
6971,MEX,LTINT,TOT,PC_PA,A,2003,8.981667,
6972,MEX,LTINT,TOT,PC_PA,A,2004,9.538333,
6973,MEX,LTINT,TOT,PC_PA,A,2005,9.4175,
6974,MEX,LTINT,TOT,PC_PA,A,2006,8.388333,
6975,CHL,LTINT,TOT,PC_PA,A,2005,6.049167,
6976,CHL,LTINT,TOT,PC_PA,A,2006,6.16,
6977,CHL,LTINT,TOT,PC_PA,A,2007,6.0875,
6978,CHL,LTINT,TOT,PC_PA,A,2008,7.10119,
6979,CHL,LTINT,TOT,PC_PA,A,2009,5.665295,
6980,CHL,LTINT,TOT,PC_PA,A,2010,6.252874,
6981,CHL,LTINT,TOT,PC_PA,A,2011,5.969645,
6982,CHL,LTINT,TOT,PC_PA,A,2012,5.42557,
6983,CHL,LTINT,TOT,PC_PA,A,2013,5.308737,
6984,CHL,LTINT,TOT,PC_PA,A,2014,4.736615,
6985,CHL,LTINT,TOT,PC_PA,A,2015,4.480221,
6986,CHL,LTINT,TOT,PC_PA,A,2016,4.405277,
6987,CHL,LTINT,TOT,PC_PA,A,2017,4.244958,
6988,CHL,LTINT,TOT,PC_PA,A,2018,4.497857,
6989,CHL,LTINT,TOT,PC_PA,A,2019,3.577887,
6990,CHL,LTINT,TOT,PC_PA,A,2020,2.798563,
6991,CHL,LTINT,TOT,PC_PA,A,2021,4.36159,
6992,CHL,LTINT,TOT,PC_PA,A,2022,6.260022,
7643,SVN,LTINT,TOT,PC_PA,A,2003,6.401667,
7644,SVN,LTINT,TOT,PC_PA,A,2004,4.683333,
7645,SVN,LTINT,TOT,PC_PA,A,2005,3.806667,
7646,SVN,LTINT,TOT,PC_PA,A,2006,3.853333,
7647,SVN,LTINT,TOT,PC_PA,A,2007,4.53075,
7648,SVN,LTINT,TOT,PC_PA,A,2008,4.606333,
7649,SVN,LTINT,TOT,PC_PA,A,2009,4.375,
7650,SVN,LTINT,TOT,PC_PA,A,2010,3.8325,
7651,SVN,LTINT,TOT,PC_PA,A,2011,4.970917,
7652,SVN,LTINT,TOT,PC_PA,A,2012,5.808333,
7653,SVN,LTINT,TOT,PC_PA,A,2013,5.811666,
7654,SVN,LTINT,TOT,PC_PA,A,2014,3.27,
7655,SVN,LTINT,TOT,PC_PA,A,2015,1.705,
7656,SVN,LTINT,TOT,PC_PA,A,2016,1.149167,
7657,SVN,LTINT,TOT,PC_PA,A,2017,0.96,
7658,SVN,LTINT,TOT,PC_PA,A,2018,0.9308333,
7659,SVN,LTINT,TOT,PC_PA,A,2019,0.275,
7660,SVN,LTINT,TOT,PC_PA,A,2020,0.079,
7661,SVN,LTINT,TOT,PC_PA,A,2021,0.07083333,
7662,SVN,LTINT,TOT,PC_PA,A,2022,1.891833,
8778,CHE,LTINT,TOT,PC_PA,A,1955,2.9825,
8779,CHE,LTINT,TOT,PC_PA,A,1956,3.125,
8780,CHE,LTINT,TOT,PC_PA,A,1957,3.6675,
8781,CHE,LTINT,TOT,PC_PA,A,1958,3.153333,
8782,CHE,LTINT,TOT,PC_PA,A,1959,3.076667,
8783,CHE,LTINT,TOT,PC_PA,A,1960,3.0925,
8784,CHE,LTINT,TOT,PC_PA,A,1961,2.955833,
8785,CHE,LTINT,TOT,PC_PA,A,1962,3.124167,
8786,CHE,LTINT,TOT,PC_PA,A,1963,3.246667,
8787,CHE,LTINT,TOT,PC_PA,A,1964,3.970833,
8788,CHE,LTINT,TOT,PC_PA,A,1965,3.945833,
8789,CHE,LTINT,TOT,PC_PA,A,1966,4.164166,
8790,CHE,LTINT,TOT,PC_PA,A,1967,4.603333,
8791,CHE,LTINT,TOT,PC_PA,A,1968,4.3725,
8792,CHE,LTINT,TOT,PC_PA,A,1969,4.9,
8793,CHE,LTINT,TOT,PC_PA,A,1970,5.715833,
8794,CHE,LTINT,TOT,PC_PA,A,1971,5.265833,
8795,CHE,LTINT,TOT,PC_PA,A,1972,4.963333,
8796,CHE,LTINT,TOT,PC_PA,A,1973,5.594167,
8797,CHE,LTINT,TOT,PC_PA,A,1974,7.129167,
8798,CHE,LTINT,TOT,PC_PA,A,1975,6.435833,
8799,CHE,LTINT,TOT,PC_PA,A,1976,4.9825,
8800,CHE,LTINT,TOT,PC_PA,A,1977,4.045,
8801,CHE,LTINT,TOT,PC_PA,A,1978,3.326667,
8802,CHE,LTINT,TOT,PC_PA,A,1979,3.4525,
8803,CHE,LTINT,TOT,PC_PA,A,1980,4.7625,
8804,CHE,LTINT,TOT,PC_PA,A,1981,5.57,
8805,CHE,LTINT,TOT,PC_PA,A,1982,4.598333,
8806,CHE,LTINT,TOT,PC_PA,A,1983,4.174167,
8807,CHE,LTINT,TOT,PC_PA,A,1984,4.552917,
8808,CHE,LTINT,TOT,PC_PA,A,1985,4.700083,
8809,CHE,LTINT,TOT,PC_PA,A,1986,4.229917,
8810,CHE,LTINT,TOT,PC_PA,A,1987,4.03275,
8811,CHE,LTINT,TOT,PC_PA,A,1988,4.01975,
8812,CHE,LTINT,TOT,PC_PA,A,1989,5.197333,
8813,CHE,LTINT,TOT,PC_PA,A,1990,6.449417,
8814,CHE,LTINT,TOT,PC_PA,A,1991,6.239657,
8815,CHE,LTINT,TOT,PC_PA,A,1992,6.398413,
8816,CHE,LTINT,TOT,PC_PA,A,1993,4.552369,
8817,CHE,LTINT,TOT,PC_PA,A,1994,4.958611,
8818,CHE,LTINT,TOT,PC_PA,A,1995,4.521454,
8819,CHE,LTINT,TOT,PC_PA,A,1996,3.998025,
8820,CHE,LTINT,TOT,PC_PA,A,1997,3.356441,B
8821,CHE,LTINT,TOT,PC_PA,A,1998,3.044583,
8822,CHE,LTINT,TOT,PC_PA,A,1999,3.039333,
8823,CHE,LTINT,TOT,PC_PA,A,2000,3.925083,
8824,CHE,LTINT,TOT,PC_PA,A,2001,3.38175,
8825,CHE,LTINT,TOT,PC_PA,A,2002,3.198917,
8826,CHE,LTINT,TOT,PC_PA,A,2003,2.65875,
8827,CHE,LTINT,TOT,PC_PA,A,2004,2.740167,
8828,CHE,LTINT,TOT,PC_PA,A,2005,2.0955,
8829,CHE,LTINT,TOT,PC_PA,A,2006,2.517083,
8830,CHE,LTINT,TOT,PC_PA,A,2007,2.92675,
8831,CHE,LTINT,TOT,PC_PA,A,2008,2.896833,
8832,CHE,LTINT,TOT,PC_PA,A,2009,2.202667,
8833,CHE,LTINT,TOT,PC_PA,A,2010,1.631667,
8834,CHE,LTINT,TOT,PC_PA,A,2011,1.471667,
8835,CHE,LTINT,TOT,PC_PA,A,2012,0.6466666,
8836,CHE,LTINT,TOT,PC_PA,A,2013,0.9491667,
8837,CHE,LTINT,TOT,PC_PA,A,2014,0.6925,
8838,CHE,LTINT,TOT,PC_PA,A,2015,-0.06916667,
8839,CHE,LTINT,TOT,PC_PA,A,2016,-0.362,
8840,CHE,LTINT,TOT,PC_PA,A,2017,-0.07208333,
8841,CHE,LTINT,TOT,PC_PA,A,2018,0.03316667,
8842,CHE,LTINT,TOT,PC_PA,A,2019,-0.489,
8843,CHE,LTINT,TOT,PC_PA,A,2020,-0.5238333,
8844,CHE,LTINT,TOT,PC_PA,A,2021,-0.23225,
8845,CHE,LTINT,TOT,PC_PA,A,2022,0.8298333,
8846,JPN,LTINT,TOT,PC_PA,A,1989,5.12725,
8847,JPN,LTINT,TOT,PC_PA,A,1990,6.959917,
8848,JPN,LTINT,TOT,PC_PA,A,1991,6.336667,
8849,JPN,LTINT,TOT,PC_PA,A,1992,5.326583,
8850,JPN,LTINT,TOT,PC_PA,A,1993,4.320917,
8851,JPN,LTINT,TOT,PC_PA,A,1994,4.363333,
8852,JPN,LTINT,TOT,PC_PA,A,1995,3.4435,
8853,JPN,LTINT,TOT,PC_PA,A,1996,3.1015,
8854,JPN,LTINT,TOT,PC_PA,A,1997,2.373667,
8855,JPN,LTINT,TOT,PC_PA,A,1998,1.541417,
8856,JPN,LTINT,TOT,PC_PA,A,1999,1.749,
8857,JPN,LTINT,TOT,PC_PA,A,2000,1.744417,
8858,JPN,LTINT,TOT,PC_PA,A,2001,1.319,
8859,JPN,LTINT,TOT,PC_PA,A,2002,1.263167,
8860,JPN,LTINT,TOT,PC_PA,A,2003,1.00325,
8861,JPN,LTINT,TOT,PC_PA,A,2004,1.492667,
8862,JPN,LTINT,TOT,PC_PA,A,2005,1.35475,
8863,JPN,LTINT,TOT,PC_PA,A,2006,1.7405,
8864,JPN,LTINT,TOT,PC_PA,A,2007,1.6655,
8865,JPN,LTINT,TOT,PC_PA,A,2008,1.467333,
8866,JPN,LTINT,TOT,PC_PA,A,2009,1.33375,
8867,JPN,LTINT,TOT,PC_PA,A,2010,1.148333,
8868,JPN,LTINT,TOT,PC_PA,A,2011,1.102417,
8869,JPN,LTINT,TOT,PC_PA,A,2012,0.8355833,
8870,JPN,LTINT,TOT,PC_PA,A,2013,0.6896667,
8871,JPN,LTINT,TOT,PC_PA,A,2014,0.5203333,
8872,JPN,LTINT,TOT,PC_PA,A,2015,0.35,
8873,JPN,LTINT,TOT,PC_PA,A,2016,-0.06625,
8874,JPN,LTINT,TOT,PC_PA,A,2017,0.05166667,
8875,JPN,LTINT,TOT,PC_PA,A,2018,0.065,
8876,JPN,LTINT,TOT,PC_PA,A,2019,-0.1104167,
8877,JPN,LTINT,TOT,PC_PA,A,2020,-0.005416667,
8878,JPN,LTINT,TOT,PC_PA,A,2021,0.07166667,
8879,JPN,LTINT,TOT,PC_PA,A,2022,0.2316667,
9732,ZAF,LTINT,TOT,PC_PA,A,1957,4.75,
9733,ZAF,LTINT,TOT,PC_PA,A,1958,5.145833,
9734,ZAF,LTINT,TOT,PC_PA,A,1959,5.25,
9735,ZAF,LTINT,TOT,PC_PA,A,1960,5.293334,
9736,ZAF,LTINT,TOT,PC_PA,A,1961,5.773334,
9737,ZAF,LTINT,TOT,PC_PA,A,1962,5.386667,
9738,ZAF,LTINT,TOT,PC_PA,A,1963,4.75,
9739,ZAF,LTINT,TOT,PC_PA,A,1964,4.770833,
9740,ZAF,LTINT,TOT,PC_PA,A,1965,5.604167,
9741,ZAF,LTINT,TOT,PC_PA,A,1966,6.25,
9742,ZAF,LTINT,TOT,PC_PA,A,1967,6.5,
9743,ZAF,LTINT,TOT,PC_PA,A,1968,6.5,
9744,ZAF,LTINT,TOT,PC_PA,A,1969,6.5,
9745,ZAF,LTINT,TOT,PC_PA,A,1970,7.145833,
9746,ZAF,LTINT,TOT,PC_PA,A,1971,8.375,
9747,ZAF,LTINT,TOT,PC_PA,A,1972,8.353333,
9748,ZAF,LTINT,TOT,PC_PA,A,1973,7.8325,
9749,ZAF,LTINT,TOT,PC_PA,A,1974,8.958333,
9750,ZAF,LTINT,TOT,PC_PA,A,1975,9.708333,
9751,ZAF,LTINT,TOT,PC_PA,A,1976,10.43667,
9752,ZAF,LTINT,TOT,PC_PA,A,1977,11.00833,
9753,ZAF,LTINT,TOT,PC_PA,A,1978,10.39583,
9754,ZAF,LTINT,TOT,PC_PA,A,1979,9.26,
9755,ZAF,LTINT,TOT,PC_PA,A,1980,10.08583,
9756,ZAF,LTINT,TOT,PC_PA,A,1981,12.9875,
9757,ZAF,LTINT,TOT,PC_PA,A,1982,13.50833,
9758,ZAF,LTINT,TOT,PC_PA,A,1983,12.665,
9759,ZAF,LTINT,TOT,PC_PA,A,1984,15.22667,
9760,ZAF,LTINT,TOT,PC_PA,A,1985,16.79167,
9761,ZAF,LTINT,TOT,PC_PA,A,1986,16.36583,
9762,ZAF,LTINT,TOT,PC_PA,A,1987,15.29667,
9763,ZAF,LTINT,TOT,PC_PA,A,1988,16.37167,
9764,ZAF,LTINT,TOT,PC_PA,A,1989,16.90083,
9765,ZAF,LTINT,TOT,PC_PA,A,1990,16.15083,
9766,ZAF,LTINT,TOT,PC_PA,A,1991,16.34417,
9767,ZAF,LTINT,TOT,PC_PA,A,1992,15.44,
9768,ZAF,LTINT,TOT,PC_PA,A,1993,13.9675,
9769,ZAF,LTINT,TOT,PC_PA,A,1994,14.83167,
9770,ZAF,LTINT,TOT,PC_PA,A,1995,16.10667,
9771,ZAF,LTINT,TOT,PC_PA,A,1996,15.48333,
9772,ZAF,LTINT,TOT,PC_PA,A,1997,14.6975,
9773,ZAF,LTINT,TOT,PC_PA,A,1998,15.1225,
9774,ZAF,LTINT,TOT,PC_PA,A,1999,14.90167,
9775,ZAF,LTINT,TOT,PC_PA,A,2000,13.78667,
9776,ZAF,LTINT,TOT,PC_PA,A,2001,11.40667,
9777,ZAF,LTINT,TOT,PC_PA,A,2002,11.50083,
9778,ZAF,LTINT,TOT,PC_PA,A,2003,9.615833,
9779,ZAF,LTINT,TOT,PC_PA,A,2004,9.526667,
9780,ZAF,LTINT,TOT,PC_PA,A,2005,8.066667,
9781,ZAF,LTINT,TOT,PC_PA,A,2006,7.9375,
9782,ZAF,LTINT,TOT,PC_PA,A,2007,7.985,
9783,ZAF,LTINT,TOT,PC_PA,A,2008,9.1,
9784,ZAF,LTINT,TOT,PC_PA,A,2009,8.703333,
9785,ZAF,LTINT,TOT,PC_PA,A,2010,8.615,
9786,ZAF,LTINT,TOT,PC_PA,A,2011,8.52,
9787,ZAF,LTINT,TOT,PC_PA,A,2012,7.9,
9788,ZAF,LTINT,TOT,PC_PA,A,2013,7.7225,
9789,ZAF,LTINT,TOT,PC_PA,A,2014,8.25,
9790,ZAF,LTINT,TOT,PC_PA,A,2015,8.165833,
9791,ZAF,LTINT,TOT,PC_PA,A,2016,9.020833,
9792,ZAF,LTINT,TOT,PC_PA,A,2017,9.0525,
9793,ZAF,LTINT,TOT,PC_PA,A,2018,9.131667,
9794,ZAF,LTINT,TOT,PC_PA,A,2019,9.0725,
9795,ZAF,LTINT,TOT,PC_PA,A,2020,10.075,
9796,ZAF,LTINT,TOT,PC_PA,A,2021,9.789166,
9797,ZAF,LTINT,TOT,PC_PA,A,2022,10.73583,
9798,DEU,LTINT,TOT,PC_PA,A,1957,7.516667,
9799,DEU,LTINT,TOT,PC_PA,A,1958,6.783333,
9800,DEU,LTINT,TOT,PC_PA,A,1959,5.766667,
9801,DEU,LTINT,TOT,PC_PA,A,1960,6.425,
9802,DEU,LTINT,TOT,PC_PA,A,1961,5.875,
9803,DEU,LTINT,TOT,PC_PA,A,1962,5.908333,
9804,DEU,LTINT,TOT,PC_PA,A,1963,6.05,
9805,DEU,LTINT,TOT,PC_PA,A,1964,6.233333,
9806,DEU,LTINT,TOT,PC_PA,A,1965,7.05,
9807,DEU,LTINT,TOT,PC_PA,A,1966,8.125,
9808,DEU,LTINT,TOT,PC_PA,A,1967,6.958333,
9809,DEU,LTINT,TOT,PC_PA,A,1968,6.45,
9810,DEU,LTINT,TOT,PC_PA,A,1969,6.841667,
9811,DEU,LTINT,TOT,PC_PA,A,1970,8.316667,
9812,DEU,LTINT,TOT,PC_PA,A,1971,7.991667,
9813,DEU,LTINT,TOT,PC_PA,A,1972,7.875,
9814,DEU,LTINT,TOT,PC_PA,A,1973,9.308333,
