,LOCATION,TIME,Value
1019,NOR,1990,37997.6013170981
1020,NOR,1991,40086.4940133779
1021,NOR,1992,42128.0580629575
1022,NOR,1993,44157.8694655314
1023,NOR,1994,46609.6390463787
1024,NOR,1995,49310.0832423487
1025,NOR,1996,54148.4814580913
1026,NOR,1997,56169.6793734107
1027,NOR,1998,58220.9477001136
1028,NOR,1999,60955.7215837235
1029,NOR,2000,64871.3622174806
1030,NOR,2001,66813.8239495945
1031,NOR,2002,70501.9633161013
1032,NOR,2003,73521.9729409993
1033,NOR,2004,79379.9544313835
1034,NOR,2005,83855.6369426782
1035,NOR,2006,91052.3101853429
1036,NOR,2007,100063.552128044
1037,NOR,2008,103992.512992131
1038,NOR,2009,106037.668784931
1039,NOR,2010,111347.330532952
1040,NOR,2011,115035.3131395
1041,NOR,2012,120063.118764359
1042,NOR,2013,126399.332626335
1043,NOR,2014,130791.118315616
1044,NOR,2015,127773.200736444
1045,NOR,2016,132075.55798271
1046,NOR,2017,141727.689071648
1047,NOR,2018,148169.7206387
1048,NOR,2019,153573.140492581
1049,NOR,2020,142031.238055589
1050,NOR,2021,150180.977868812
1051,POL,1990,113375.654148729
1052,POL,1991,124919.526603431
1053,POL,1992,131295.008845954
1054,POL,1993,141778.86372552
1055,POL,1994,151239.242329717
1056,POL,1995,159315.501959715
1057,POL,1996,176788.246865517
1058,POL,1997,193049.622973637
1059,POL,1998,205485.192686192
1060,POL,1999,220965.294645405
1061,POL,2000,235914.929744566
1062,POL,2001,246723.984849446
1063,POL,2002,266453.183468304
1064,POL,2003,273313.159636491
1065,POL,2004,293940.935026483
1066,POL,2005,295102.087259951
1067,POL,2006,317957.214070791
1068,POL,2007,354548.704260468
1069,POL,2008,397045.127606039
1070,POL,2009,417371.846779337
1071,POL,2010,457142.59181818
1072,POL,2011,497417.733472142
1073,POL,2012,520845.607898267
1074,POL,2013,531825.898740952
1075,POL,2014,545370.512293355
1076,POL,2015,564723.662345009
1077,POL,2016,592959.318440445
1078,POL,2017,628210.029665384
1079,POL,2018,667284.225649568
1080,POL,2019,712342.777879389
1081,POL,2020,691032.267177479
1082,POL,2021,737079.343908788
1083,PRT,1970,11285.685385739
1084,PRT,1971,13256.9751467305
1085,PRT,1972,14261.4219385706
1086,PRT,1973,16836.2668629881
1087,PRT,1974,20399.362965945
1088,PRT,1975,21904.2818956422
1089,PRT,1976,23914.5063539782
1090,PRT,1977,25622.7929302168
1091,PRT,1978,26847.065937951
1092,PRT,1979,29265.5566833242
1093,PRT,1980,33722.131764126
1094,PRT,1981,37756.7354600994
1095,PRT,1982,40769.1078824535
1096,PRT,1983,41978.189326701
1097,PRT,1984,42256.8671990207
1098,PRT,1985,44011.2301849789
1099,PRT,1986,47503.8427630875
1100,PRT,1987,51556.9642844232
1101,PRT,1988,57228.6275021706
1102,PRT,1989,61485.5977047545
1103,PRT,1990,68317.8463804394
1104,PRT,1991,73588.0557161577
1105,PRT,1992,79128.1966233049
1106,PRT,1993,81992.7405640421
1107,PRT,1994,84561.9023418163
1108,PRT,1995,86857.0410665276
1109,PRT,1996,91360.3033861415
1110,PRT,1997,95627.5237943515
1111,PRT,1998,99250.1131521875
1112,PRT,1999,107836.120996356
1113,PRT,2000,116358.051139491
1114,PRT,2001,120659.067581496
1115,PRT,2002,123851.876148291
1116,PRT,2003,129285.010545197
1117,PRT,2004,135454.108889779
1118,PRT,2005,145064.58926365
1119,PRT,2006,153923.795820173
1120,PRT,2007,158579.243938167
1121,PRT,2008,165897.120389142
1122,PRT,2009,160853.787074314
1123,PRT,2010,169160.161887158
1124,PRT,2011,167200.472204386
1125,PRT,2012,162214.241252633
1126,PRT,2013,167774.230818225
1127,PRT,2014,171514.213516318
1128,PRT,2015,175043.564858156
1129,PRT,2016,185442.574438638
1130,PRT,2017,189680.129657049
1131,PRT,2018,202692.414890144
1132,PRT,2019,216634.034512516
1133,PRT,2020,196163.718515426
1134,PRT,2021,207306.425375648
1135,SVK,1993,21051.993068323
1136,SVK,1994,21703.9859373163
1137,SVK,1995,23356.5633698378
1138,SVK,1996,25699.9786632138
1139,SVK,1997,27158.2773320953
1140,SVK,1998,28938.1083586854
1141,SVK,1999,29291.8939189852
1142,SVK,2000,31098.3925702788
1143,SVK,2001,35092.175785079
1144,SVK,2002,37712.7899898693
1145,SVK,2003,37556.5206610804
1146,SVK,2004,41557.2617324376
1147,SVK,2005,45169.1997865089
1148,SVK,2006,49480.4316783424
1149,SVK,2007,54796.6887583782
1150,SVK,2008,62938.5005697795
1151,SVK,2009,64340.8569708849
1152,SVK,2010,68584.9701312699
1153,SVK,2011,70264.8910463787
1154,SVK,2012,72366.2098774057
1155,SVK,2013,75037.3261318112
1156,SVK,2014,77079.2564079295
1157,SVK,2015,78398.5979740736
1158,SVK,2016,76039.7238436938
1159,SVK,2017,76651.2894300861
1160,SVK,2018,80859.2175190017
1161,SVK,2019,85751.3563457627
1162,SVK,2020,83601.9822577185
1163,SVK,2021,85822.5297426245
1164,ESP,1970,54544.4298368335
1165,ESP,1971,59761.1333348256
1166,ESP,1972,66929.711729319
1167,ESP,1973,76034.9699560986
1168,ESP,1974,88231.7522726198
1169,ESP,1975,97307.406703728
1170,ESP,1976,108393.440892077
1171,ESP,1977,117175.33792544
1172,ESP,1978,126456.772131413
1173,ESP,1979,139481.305610682
1174,ESP,1980,157693.28802831
1175,ESP,1981,170103.685137138
1176,ESP,1982,179624.242822803
1177,ESP,1983,187993.144781304
1178,ESP,1984,194704.824169926
1179,ESP,1985,206098.280195191
1180,ESP,1986,217747.919289693
1181,ESP,1987,237821.748233732
1182,ESP,1988,259203.02259328
1183,ESP,1989,285202.19052556
1184,ESP,1990,308175.37183632
1185,ESP,1991,327672.575406854
1186,ESP,1992,343719.115961603
1187,ESP,1993,345577.965027635
1188,ESP,1994,356614.932944876
1189,ESP,1995,370362.945983208
1190,ESP,1996,384055.653984491
1191,ESP,1997,407465.667264735
1192,ESP,1998,432276.744922964
1193,ESP,1999,458807.649622692
1194,ESP,2000,502405.774693329
1195,ESP,2001,543710.365221486
1196,ESP,2002,582851.515315088
1197,ESP,2003,602281.261568686
1198,ESP,2004,634839.612452234
1199,ESP,2005,678267.663878391
1200,ESP,2006,733421.21136726
1201,ESP,2007,766988.283578221
1202,ESP,2008,794746.721651697
1203,ESP,2009,759698.94447274
1204,ESP,2010,778181.523710607
1205,ESP,2011,785812.633762926
1206,ESP,2012,781009.881524194
1207,ESP,2013,793384.244832196
1208,ESP,2014,823284.094281393
1209,ESP,2015,853744.535467359
1210,ESP,2016,902385.659545704
1211,ESP,2017,954227.590849766
1212,ESP,2018,983538.603454291
1213,ESP,2019,1032185.07292513
1214,ESP,2020,883914.934517953
1215,ESP,2021,951611.374417683
1216,SWE,1970,19875.8932167507
1217,SWE,1971,20740.7494829225
1218,SWE,1972,22177.7294750947
1219,SWE,1973,23979.5269732541
