LOCATION,TIME,NTRVAL
LTU,2020,4166.995
LTU,2021,3837.569
LTU,2022,4388.264
RUS,1995,87037.638
RUS,1996,95320.325
RUS,1997,92920.689
RUS,1998,136089.636
RUS,1999,201301.564
RUS,2000,186745.141
RUS,2001,166353.069
RUS,2002,173548.396
RUS,2003,183196.456
RUS,2004,169254.952
RUS,2005,141231.217
RUS,2006,89275.229
RUS,2007,-13105.055
RUS,2008,-110106.028
RUS,2009,96594.821
RUS,2010,967.907
RUS,2011,-136201.67
RUS,2012,-206790.888
RUS,2013,-206958.165
RUS,2014,-135111.072
RUS,2015,109725.404
RUS,2016,157812.932
RUS,2017,88447.354
RUS,2018,114710.736
RUS,2019,95134.669
SVN,1990,2514.979
SVN,1991,2274.621
SVN,1992,1687.549
SVN,1993,470.302
SVN,1994,459.244
SVN,1995,-516.864
SVN,1996,-470.742
SVN,1997,-531.639
SVN,1998,-846.902
SVN,1999,-1726.483
SVN,2000,-1071.865
SVN,2001,-594.766
SVN,2002,-293.121
SVN,2003,-865.324
SVN,2004,-1146.101
SVN,2005,-443.824
SVN,2006,-121.731
SVN,2007,-936.52
SVN,2008,-948.502
SVN,2009,-236.891
SVN,2010,613.955
SVN,2011,1067.292
SVN,2012,2195.311
SVN,2013,2517.933
SVN,2014,3177.787
SVN,2015,3449.247
SVN,2016,3624.408
SVN,2017,4152.259
SVN,2018,4081.265
SVN,2019,4193.929
SVN,2020,4223.915
SVN,2021,3740.306
SVN,2022,2627.84
ZAF,1960,9612.181
ZAF,1961,12201.447
ZAF,1962,14000.283
ZAF,1963,13784.641
ZAF,1964,12063.751
ZAF,1965,11364.189
ZAF,1966,13637.394
ZAF,1967,12490.246
ZAF,1968,13968.888
ZAF,1969,11858.79
ZAF,1970,9685.409
ZAF,1971,8349.497
ZAF,1972,12595.001
ZAF,1973,8255.065
ZAF,1974,1879.622
ZAF,1975,2490.649
ZAF,1976,6710.264
ZAF,1977,11749.422
ZAF,1978,12853.034
ZAF,1979,13715.727
ZAF,1980,9490.342
ZAF,1981,3948.845
ZAF,1982,8259.721
ZAF,1983,11808.743
ZAF,1984,8561.028
ZAF,1985,15430.714
ZAF,1986,14596.039
ZAF,1987,15515.866
ZAF,1988,13813.18
ZAF,1989,14605.512
ZAF,1990,15970.629
ZAF,1991,14805.613
ZAF,1992,15655.012
ZAF,1993,18180.482
ZAF,1994,14730.858
ZAF,1995,14394.236
ZAF,1996,14845.512
ZAF,1997,15593.608
ZAF,1998,16648.822
ZAF,1999,21230.452
ZAF,2000,24234.522
ZAF,2001,25754.269
ZAF,2002,24095.544
ZAF,2003,20428.447
ZAF,2004,14662.608
ZAF,2005,14582.377
ZAF,2006,8747.739
ZAF,2007,8266.451
ZAF,2008,7350.404
ZAF,2009,6641.357
ZAF,2010,4994.989
ZAF,2011,-1375.28
ZAF,2012,-4367.853
ZAF,2013,-5475.268
ZAF,2014,-1726.699
ZAF,2015,-4162.305
ZAF,2016,30.341
ZAF,2017,-1600.896
ZAF,2018,-2281.747
ZAF,2019,-4252.043
ZAF,2020,2498.366
OECD,1995,105800.825
OECD,1996,69927.436
OECD,1997,134282.163
OECD,1998,20759.12
OECD,1999,-154640.186
OECD,2000,-180972.057
OECD,2001,-203644.942
OECD,2002,-263130.957
OECD,2003,-401437.954
OECD,2004,-405050.975
OECD,2005,-496941.554
OECD,2006,-476228.594
OECD,2007,-406527.43
OECD,2008,-221127.696
OECD,2009,-151513.766
OECD,2010,-144261.027
OECD,2011,-74875.889
OECD,2012,120112.14
OECD,2013,167758.624
OECD,2014,157843.89
OECD,2015,70555.58
OECD,2016,-3824.395
OECD,2017,-4562.523
OECD,2018,-9055.189
OECD,2019,-81977.783
OECD,2020,-205273.019
OECD,2021,-347896.024
OECDE,1995,242688.065
OECDE,1996,259533.01
OECDE,1997,314210.227
OECDE,1998,227497.569
OECDE,1999,168665.807
OECDE,2000,230908.794
OECDE,2001,294631.105
OECDE,2002,311250.607
OECDE,2003,230115.245
OECDE,2004,268640.832
OECDE,2005,241542.131
OECDE,2006,269369.474
OECDE,2007,274598.786
OECDE,2008,332350.821
OECDE,2009,273931.775
OECDE,2010,324614.101
OECDE,2011,441875.421
OECDE,2012,635380.919
OECDE,2013,640498.603
OECDE,2014,636804.541
OECDE,2015,623940.678
OECDE,2016,569484.389
OECDE,2017,645471.84
OECDE,2018,683399.502
OECDE,2019,611174.952
OECDE,2020,527095.436
OECDE,2021,729594.344
EA19,1995,102117.358
EA19,1996,123751.494
EA19,1997,164652.344
EA19,1998,110586.33
EA19,1999,64540.531
EA19,2000,101744.025
EA19,2001,150974.058
EA19,2002,206585.618
EA19,2003,145025.892
EA19,2004,192280.943
EA19,2005,172072.715
EA19,2006,192393.138
EA19,2007,207303.147
EA19,2008,228454.562
EA19,2009,159529.04
EA19,2010,227105.682
EA19,2011,329716.322
EA19,2012,487906.168
EA19,2013,518692.198
EA19,2014,535768.069
EA19,2015,520598.326
EA19,2016,474968.295
EA19,2017,521927.978
EA19,2018,523944.312
EA19,2019,430788.945
EA19,2020,367079.102
EA19,2021,521628.234
EA19,2022,508960.959
CRI,1991,-171.768
CRI,1992,-464.273
CRI,1993,-831.353
CRI,1994,-910.096
CRI,1995,-514.605
CRI,1996,-338.828
CRI,1997,-801.748
CRI,1998,-1065.687
CRI,1999,-364.964
CRI,2000,174.803
CRI,2001,322.939
CRI,2002,35.606
CRI,2003,140.291
CRI,2004,685.301
CRI,2005,633.34
CRI,2006,708.31
CRI,2007,466.426
CRI,2008,-91.721
CRI,2009,1304.063
CRI,2010,393.859
CRI,2011,-50.582
CRI,2012,-379.5
CRI,2013,-138.404
CRI,2014,-158.234
CRI,2015,-430.226
CRI,2016,-387.613
CRI,2017,-47.229
CRI,2018,354.615
CRI,2019,1709.53
CRI,2020,1986.081
CRI,2021,2123.278
BGR,1995,4236.073
BGR,1996,8719.076
BGR,1997,10102.187
BGR,1998,6821.569
BGR,1999,2240.526
BGR,2000,994.119
BGR,2001,-171.151
BGR,2002,113.467
BGR,2003,-957.819
BGR,2004,-1440.639
BGR,2005,-2521.109
BGR,2006,-4417.234
BGR,2007,-6000.111
BGR,2008,-6848.662
BGR,2009,-3034.344
BGR,2010,-636.922
BGR,2011,-8.016
BGR,2012,-889.082
BGR,2013,496.842
BGR,2014,-72.958
BGR,2015,456.648
BGR,2016,1602.89
BGR,2017,1156.564
BGR,2018,-275.128
BGR,2019,-761.064
BGR,2020,-3113.444
BGR,2021,-3433.42
BGR,2022,-4677.266
HRV,1995,-671.571
HRV,1996,-124.774
HRV,1997,-2562.227
HRV,1998,-1078.309
HRV,1999,-514.862
HRV,2000,208.671
HRV,2001,-23.78
HRV,2002,-1964.334
HRV,2003,-2944.35
HRV,2004,-2756.101
HRV,2005,-3014.798
HRV,2006,-3320.271
HRV,2007,-3728.135
HRV,2008,-5100.703
HRV,2009,-2745.891
HRV,2010,-778.615
HRV,2011,-842.53
HRV,2012,-649.55
HRV,2013,-805.235
HRV,2014,-91.576
HRV,2015,93.782
HRV,2016,231.511
HRV,2017,-132.539
HRV,2018,-1147.627
HRV,2019,-1169.052
HRV,2020,-4183.535
HRV,2021,-727.306
CYP,1995,77.075
CYP,1996,124.915
CYP,1997,34.538
CYP,1998,447.358
CYP,1999,416.895
CYP,2000,399.994
CYP,2001,549.742
CYP,2002,285.561
CYP,2003,44.82
CYP,2004,-359.67
CYP,2005,-154.586
CYP,2006,-513.555
CYP,2007,-1010.32
CYP,2008,-2645.821
CYP,2009,-1062.344
CYP,2010,-1667.246
CYP,2011,-557.74
CYP,2012,-167.048
CYP,2013,519.828
CYP,2014,382.556
CYP,2015,519.141
CYP,2016,138.949
CYP,2017,-306.228
CYP,2018,168.488
CYP,2019,30.883
CYP,2020,-458.307
CYP,2021,360.194
MLT,2000,-200.67
MLT,2001,-17.1
MLT,2002,395.548
MLT,2003,-10.114
MLT,2004,-232.771
MLT,2005,-500.362
MLT,2006,-221.093
MLT,2007,-23.261
MLT,2008,165.122
MLT,2009,242.26
MLT,2010,260.701
MLT,2011,460.171
MLT,2012,705.945
MLT,2013,1009.492
MLT,2014,1385.033
MLT,2015,1083.211
MLT,2016,1360.511
MLT,2017,2189.921
MLT,2018,2071.893
MLT,2019,2049.144
MLT,2020,1272.461
MLT,2021,1607.525
ROU,1995,4771.37
ROU,1996,4748.344
ROU,1997,5357.794
ROU,1998,3586.762
ROU,1999,5507.69
ROU,2000,3057.626
ROU,2001,2332.216
ROU,2002,3774.311
ROU,2003,2352.986
ROU,2004,487.973
ROU,2005,-2147.79
ROU,2006,-6940.878
ROU,2007,-16260.482
ROU,2008,-17104.948
ROU,2009,-6965.028
ROU,2010,-6641.511
ROU,2011,-6151.828
ROU,2012,-4487.353
ROU,2013,1279.613
ROU,2014,1195.923
ROU,2015,-1462.553
ROU,2016,-1888.125
ROU,2017,-5272.257
ROU,2018,-8775.241
ROU,2019,-12626.787
ROU,2020,-16280.371
ROU,2021,-20604.172
MKD,2000,-668.332
MKD,2001,-698.586
MKD,2002,-1000.139
MKD,2003,-833.468
MKD,2004,-1083.56
MKD,2005,-1021.18
MKD,2006,-1051.993
MKD,2007,-1241.461
MKD,2008,-1603.293
MKD,2009,-1454.111
MKD,2010,-1272.195
MKD,2011,-1121.724
MKD,2012,-1439.814
MKD,2013,-1327.351
MKD,2014,-1424.59
MKD,2015,-1632.713
MKD,2016,-1914.679
MKD,2017,-1848.648
MKD,2018,-1926.972
MKD,2019,-2200.119
MKD,2020,-1959.826
MKD,2021,-2339.002
IND,1950,-646.883
IND,1951,-2629.975
IND,1952,-736.977
IND,1953,-819.905
IND,1954,-1349.461
IND,1955,-1794.074
IND,1956,-4432.131
IND,1957,-5136.562
IND,1958,-3889.546
IND,1959,-2633.271
IND,1960,-4025.147
IND,1961,-3128.858
IND,1962,-3486.958
IND,1963,-3343.503
IND,1964,-4016.468
IND,1965,-3721.003
IND,1966,-4912.853
IND,1967,-4208.579
IND,1968,-2550.612
IND,1969,-1529.039
IND,1970,-972.204
IND,1971,-2507.463
IND,1972,-1640.361
IND,1973,-2045.469
IND,1974,143.006
IND,1975,1654.374
IND,1976,3762.632
IND,1977,494.312
IND,1978,1532.752
IND,1979,650.106
IND,1980,-719.303
IND,1981,-2622.794
IND,1982,-2283.617
IND,1983,-6851.329
IND,1984,-2064.679
IND,1985,-6161.379
IND,1986,-9274.473
IND,1987,-6435.738
IND,1988,-7389.273
IND,1989,-5308.216
IND,1990,-3529.451
IND,1991,-818.849
IND,1992,-5995.204
IND,1993,-8924.295
IND,1994,-14456.839
IND,1995,-17163.247
IND,1996,-11975.178
IND,1997,-22573.443
IND,1998,-31227.24
IND,1999,-26301.204
IND,2000,-17170.293
IND,2001,-16446.339
IND,2002,-9882.37
IND,2003,-16147.244
IND,2004,-13522.601
IND,2005,-28254.74
IND,2006,-36572.237
IND,2007,-50562.861
IND,2008,-82725.437
IND,2009,-88401.518
IND,2010,-91047.004
IND,2011,-128474.706
IND,2012,-133196.145
IND,2013,-56855.342
IND,2014,-53336.189
IND,2015,-49301.075
IND,2016,-48899.293
IND,2017,-114821.677
IND,2018,-107242.821
IND,2019,-119659.617
HKG,1970,2161.393
HKG,1971,1077.152
HKG,1972,1740.067
HKG,1973,1714.244
HKG,1974,2343.691
HKG,1975,1987.245
HKG,1976,2794.856
HKG,1977,2166.89
HKG,1978,676.407
HKG,1979,554.311
HKG,1980,-687.743
HKG,1981,-450.117
HKG,1982,-282.301
HKG,1983,728.055
HKG,1984,2937.15
HKG,1985,2800.917
HKG,1986,3975.547
HKG,1987,5620.635
HKG,1988,5306.822
HKG,1989,6073.038
HKG,1990,3522.026
HKG,1991,614.217
HKG,1992,-3265.772
HKG,1993,-2839.689
HKG,1994,-9843.815
HKG,1995,-15786.106
HKG,1996,-13893.382
HKG,1997,-20040.955
HKG,1998,-15327.044
HKG,1999,-3586.557
HKG,2000,-4576.705
HKG,2001,-4722.364
HKG,2002,-1293.085
HKG,2003,3061.057
HKG,2004,8688.556
HKG,2005,19506.444
HKG,2006,22512.871
HKG,2007,20986.037
HKG,2008,22953.207
HKG,2009,15794.832
HKG,2010,15749.979
HKG,2011,12484.657
HKG,2012,7349.749
HKG,2013,5338.329
HKG,2014,5067.722
HKG,2015,7392.008
HKG,2016,6342.922
HKG,2017,2070.084
HKG,2018,-3213.687
HKG,2019,4356.022
HKG,2020,5157.929
HKG,2021,11963.102
MDG,2007,-490.043
MDG,2008,-1235.964
MDG,2009,-1191.979
MDG,2010,-894.429
MDG,2011,-835.813
MDG,2012,-840.366
MDG,2013,-939.831
MDG,2014,-253.492
MDG,2015,-502.639
MDG,2016,-714.097
MDG,2017,-191.728
MDG,2018,-615.215
MDG,2019,-341.624
MDG,2020,-1339.345
MAR,2007,-5142.891
MAR,2008,-10058.45
MAR,2009,-9422.301
MAR,2010,-7874.763
MAR,2011,-9520.241
MAR,2012,-10036.761
MAR,2013,-10014.49
MAR,2014,-8889.133
MAR,2015,-8056.861
MAR,2016,-11912.213
MAR,2017,-10275.795
MAR,2018,-11154.688
MAR,2019,-10172.365
MAR,2020,-10289.704
MAR,2021,-12646.638
SGP,1960,-194.207
SGP,1961,-259.888
SGP,1962,-179.005
SGP,1963,-306.875
SGP,1964,-238.212
SGP,1965,-274.362
SGP,1966,-175.077
SGP,1967,-216.9
SGP,1968,-145.837
SGP,1969,-370.229
SGP,1970,-996.345
SGP,1971,-1257.324
SGP,1972,-1197.389
SGP,1973,-739.585
SGP,1974,-853.272
SGP,1975,-370.156
SGP,1976,-87.72
SGP,1977,553.016
SGP,1978,374.302
SGP,1979,659.72
SGP,1980,949.866
SGP,1981,1402.797
SGP,1982,1126.834
SGP,1983,1409.852
SGP,1984,1702.326
SGP,1985,1898.132
SGP,1986,2773.517
SGP,1987,3466.478
SGP,1988,5737.385
SGP,1989,6452.676
SGP,1990,6493.917
SGP,1991,7963.414
SGP,1992,8382.667
SGP,1993,8632.517
SGP,1994,12023.348
SGP,1995,12682.196
SGP,1996,13004.273
SGP,1997,12941.938
SGP,1998,18612.914
SGP,1999,18127.18
SGP,2000,11887.549
SGP,2001,17386.213
SGP,2002,21865.474
SGP,2003,32195.734
SGP,2004,31948.284
SGP,2005,39012.383
SGP,2006,45089.375
SGP,2007,52203.808
SGP,2008,36610.623
SGP,2009,43902.024
SGP,2010,56540.796
SGP,2011,68486.171
SGP,2012,64693.688
SGP,2013,67133.053
SGP,2014,73292.601
SGP,2015,84076.883
SGP,2016,83264.706
SGP,2017,86054.807
SGP,2018,93910.061
SGP,2019,93724.292
SGP,2020,104565.163
EU27_2020,1995,130204.051
EU27_2020,1996,150181.559
EU27_2020,1997,187834.724
EU27_2020,1998,126170.378
EU27_2020,1999,87581.091
EU27_2020,2000,130606.727
EU27_2020,2001,188236.626
EU27_2020,2002,243430.953
EU27_2020,2003,180505.08
EU27_2020,2004,227835.041
EU27_2020,2005,212056.461
EU27_2020,2006,228195.113
EU27_2020,2007,216480.096
EU27_2020,2008,229183.123
EU27_2020,2009,192690.238
EU27_2020,2010,268961.237
EU27_2020,2011,384118.682
EU27_2020,2012,553609.969
EU27_2020,2013,596750.449
EU27_2020,2014,603199.296
EU27_2020,2015,590286.029
EU27_2020,2016,550293.166
EU27_2020,2017,595014.336
EU27_2020,2018,585391.743
EU27_2020,2019,504403.084
EU27_2020,2020,424671.324
EU27_2020,2021,565059.095
EU27_2020,2022,553259.956
SAU,2000,100844.809
SAU,2001,99427.968
SAU,2002,82796.145
SAU,2003,104860.743
SAU,2004,107669.684
SAU,2005,96379.152
SAU,2006,62841.961
SAU,2007,29268.34
SAU,2008,7780.4
SAU,2009,-1787.701
SAU,2010,-6002.025
SAU,2011,2750.856
SAU,2012,-6131.553
SAU,2013,-14011.817
SAU,2014,-33667.583
SAU,2015,-29296.857
SAU,2016,33207.461
SAU,2017,25270.126
SAU,2018,36303.212
SAU,2019,4132.991
SAU,2020,25417.952
SAU,2021,23477.357
SRB,1995,-1432.533
SRB,1996,-1766.247
SRB,1997,-1923.564
SRB,1998,-402.419
SRB,1999,-668.239
SRB,2000,-1029.33
SRB,2001,-2304.774
SRB,2002,-3335.819
SRB,2003,-3377.254
SRB,2004,-5963.41
SRB,2005,-3998.475
SRB,2006,-5871.976
SRB,2007,-8920.37
SRB,2008,-9559.242
SRB,2009,-6239.409
SRB,2010,-4459.669
SRB,2011,-4967.546
SRB,2012,-4486.554
SRB,2013,-3236.543
SRB,2014,-3523.666
SRB,2015,-2792.288
SRB,2016,-2096.28
SRB,2017,-2902.113
SRB,2018,-3929.302
SRB,2019,-5048.408
SRB,2020,-5019.013
SRB,2021,-5967.023
ALB,1995,-614.077
ALB,1996,-900.935
ALB,1997,-853.893
ALB,1998,-976.328
ALB,1999,-921.217
ALB,2000,-1443.402
ALB,2001,-1661.105
ALB,2002,-1886.18
ALB,2003,-1914.766
ALB,2004,-1954.434
ALB,2005,-2161.372
ALB,2006,-2210.84
ALB,2007,-2644.821
ALB,2008,-2934.433
ALB,2009,-2769.832
ALB,2010,-2290.111
ALB,2011,-2418.138
ALB,2012,-2047.769
ALB,2013,-1967.778
ALB,2014,-2146.005
ALB,2015,-1966.08
ALB,2016,-1964.883
ALB,2017,-1960.089
ALB,2018,-1943.307
ALB,2019,-1973.706
ALB,2020,-1920.515
ALB,2021,-2082.947
GEO,2010,-1597.897
GEO,2011,-1811.899
GEO,2012,-1877.859
GEO,2013,-1197.842
GEO,2014,-2210.872
GEO,2015,-2548.74
GEO,2016,-2222.377
GEO,2017,-2163.806
GEO,2018,-2401.381
GEO,2019,-2303.259
GEO,2020,-3805.837
CMR,1993,1665.417
CMR,1994,1374.567
CMR,1995,1761.727
CMR,1996,1782.24
CMR,1997,1495.068
CMR,1998,1375.315
CMR,1999,1220.851
CMR,2000,925.89
CMR,2001,795.344
CMR,2002,837.556
CMR,2003,829.772
CMR,2004,902.03
CMR,2005,440.455
CMR,2006,714.769
CMR,2007,795.937
CMR,2008,116.575
CMR,2009,-171.235
CMR,2010,-247.912
CMR,2011,-403.879
CMR,2012,-518.492
CMR,2013,-1069.651
CMR,2014,-1463.668
CMR,2015,-1147.279
CMR,2016,-1042.413
CMR,2017,-1055.157
CMR,2018,-1578.093
CMR,2019,-1766.608
CMR,2020,-1303.778
SEN,1999,-408.923
SEN,2000,-211.577
SEN,2001,-867.567
SEN,2002,-525.093
SEN,2003,-924.476
SEN,2004,-678.051
SEN,2005,-950.048
SEN,2006,-1047.399
SEN,2007,-1454.585
SEN,2008,-1239.674
SEN,2009,-1198.013
SEN,2010,-1161.837
SEN,2011,-1311.922
SEN,2012,-1309.388
SEN,2013,-1743.339
SEN,2014,-2160.093
SEN,2015,-2267.34
SEN,2016,-2525.166
SEN,2017,-3305.33
SEN,2018,-3640.794
SEN,2019,-3503.946
SEN,2020,-4891.864
