LOCATION,TIME,Value
CAN,2020,111.7975
CAN,2021,138.1638
CAN,2022,140.6862
CZE,1994,79.86185
CZE,1995,43.92026
CZE,1996,52.20804
CZE,1997,53.23566
CZE,1998,44.12077
CZE,1999,45.60789
CZE,2000,55.14369
CZE,2001,41.21687
CZE,2002,43.87506
CZE,2003,55.92059
CZE,2004,82.90836
CZE,2005,125.7354
CZE,2006,148.3337
CZE,2007,178.016
CZE,2008,136.2378
CZE,2009,96.47226
CZE,2010,117.4294
CZE,2011,111.4305
CZE,2012,95.20637
CZE,2013,97.61517
CZE,2014,99.1952
CZE,2015,100.0
CZE,2016,88.50847
CZE,2017,101.1606
CZE,2018,109.1298
CZE,2019,105.9594
CZE,2020,93.47337
CZE,2021,120.6906
CZE,2022,128.4236
DNK,1983,5.898408
DNK,1984,6.734909
DNK,1985,7.513193
DNK,1986,7.822668
DNK,1987,7.381436
DNK,1988,8.135206
DNK,1989,11.901
DNK,1990,13.16341
DNK,1991,13.07148
DNK,1992,11.22383
DNK,1993,11.60378
DNK,1994,13.59545
DNK,1995,13.096
DNK,1996,15.34199
DNK,1997,21.83922
DNK,1998,25.41338
DNK,1999,24.58523
DNK,2000,33.22599
DNK,2001,31.5412
DNK,2002,26.00809
DNK,2003,25.6663
DNK,2004,32.83847
DNK,2005,42.66908
DNK,2006,50.85408
DNK,2007,63.02697
DNK,2008,48.73288
DNK,2009,35.72906
DNK,2010,47.59189
DNK,2011,48.05856
DNK,2012,51.58373
DNK,2013,61.936
DNK,2014,80.14458
DNK,2015,100.0
DNK,2016,99.22936
DNK,2017,108.7862
DNK,2018,111.2655
DNK,2019,115.5436
DNK,2020,137.9611
DNK,2021,181.6949
DNK,2022,180.3833
FIN,1957,0.6474745
FIN,1958,0.579163
FIN,1959,0.6563848
FIN,1960,0.8108282
FIN,1961,0.800433
FIN,1962,0.7870677
FIN,1963,0.8301337
FIN,1964,0.844984
FIN,1965,0.8048881
FIN,1966,0.7514269
FIN,1967,0.6771752
FIN,1968,0.8538942
FIN,1969,1.144961
FIN,1970,1.326135
FIN,1971,1.498399
FIN,1972,1.9944
FIN,1973,3.10075
FIN,1974,3.005708
FIN,1975,2.713156
FIN,1976,2.43694
FIN,1977,1.992915
FIN,1978,1.927573
FIN,1979,2.352293
FIN,1980,2.505251
FIN,1981,2.580988
FIN,1982,3.451218
FIN,1983,5.261473
FIN,1984,7.392496
FIN,1985,6.351488
FIN,1986,9.685388
FIN,1987,15.08583
FIN,1988,19.89322
FIN,1989,21.51303
FIN,1990,15.66209
FIN,1991,11.32885
FIN,1992,9.127872
FIN,1993,14.55571
FIN,1994,21.74962
FIN,1995,22.51535
FIN,1996,23.99969
FIN,1997,37.66106
FIN,1998,53.31824
FIN,1999,91.78724
FIN,2000,175.3153
FIN,2001,100.8815
FIN,2002,78.12688
FIN,2003,66.81326
FIN,2004,71.81663
FIN,2005,84.22171
FIN,2006,105.1909
FIN,2007,130.8536
FIN,2008,99.46111
FIN,2009,66.82309
FIN,2010,81.22115
FIN,2011,76.46624
FIN,2012,65.4852
FIN,2013,76.19944
FIN,2014,88.59914
FIN,2015,100.0
FIN,2016,96.49784
FIN,2017,111.2151
FIN,2018,115.0509
FIN,2019,111.2337
FIN,2020,113.0493
FIN,2021,144.3232
FIN,2022,129.5291
FRA,1955,2.854683
FRA,1956,3.022563
FRA,1957,4.078425
FRA,1958,3.393329
FRA,1959,4.294848
FRA,1960,5.196939
FRA,1961,6.068556
FRA,1962,6.413109
FRA,1963,5.550705
FRA,1964,4.864882
FRA,1965,4.528014
FRA,1966,4.232137
FRA,1967,3.859007
FRA,1968,4.101279
FRA,1969,5.163911
FRA,1970,5.3736
FRA,1971,5.144466
FRA,1972,5.768803
FRA,1973,6.362332
FRA,1974,4.785424
FRA,1975,5.12921
FRA,1976,5.070673
FRA,1977,4.068822
FRA,1978,5.318737
FRA,1979,6.747144
FRA,1980,7.808971
FRA,1981,6.880051
FRA,1982,6.703141
FRA,1983,9.048305
FRA,1984,12.22049
FRA,1985,14.45415
FRA,1986,22.22192
FRA,1987,25.27533
FRA,1988,23.37466
FRA,1989,33.68495
FRA,1990,32.22636
FRA,1991,30.40986
FRA,1992,31.4184
FRA,1993,34.94904
FRA,1994,37.05616
FRA,1995,33.27103
FRA,1996,37.88271
FRA,1997,48.91328
FRA,1998,63.95888
FRA,1999,78.06257
FRA,2000,107.0163
FRA,2001,86.56432
FRA,2002,67.74232
FRA,2003,56.64857
FRA,2004,67.68526
FRA,2005,79.68758
FRA,2006,96.82662
FRA,2007,109.5464
FRA,2008,82.29964
FRA,2009,63.66751
FRA,2010,72.88147
FRA,2011,71.46297
FRA,2012,67.53888
FRA,2013,80.15208
FRA,2014,89.15987
FRA,2015,100.0
FRA,2016,92.36328
FRA,2017,108.9429
FRA,2018,111.7813
FRA,2019,113.6876
FRA,2020,105.6329
FRA,2021,132.6788
FRA,2022,131.17
DEU,1960,11.27276
DEU,1961,11.55102
DEU,1962,8.969515
DEU,1963,8.656476
DEU,1964,9.940866
DEU,1965,8.856685
DEU,1966,7.501884
DEU,1967,7.652888
DEU,1968,10.05454
DEU,1969,10.94785
DEU,1970,9.696667
DEU,1971,9.337763
DEU,1972,10.23888
DEU,1973,9.555772
DEU,1974,8.014446
DEU,1975,9.466769
DEU,1976,10.03485
DEU,1977,10.08465
DEU,1978,10.91315
DEU,1979,10.48323
DEU,1980,10.06087
DEU,1981,10.28209
DEU,1982,10.4413
DEU,1983,13.93652
DEU,1984,15.89892
DEU,1985,21.63255
DEU,1986,30.30953
DEU,1987,26.29412
DEU,1988,21.91466
DEU,1989,28.16093
DEU,1990,33.16791
DEU,1991,29.90227
DEU,1992,28.66041
DEU,1993,30.31371
DEU,1994,34.82603
DEU,1995,33.98195
DEU,1996,38.38214
DEU,1997,52.58615
