,LOCATION,TIME,IMPVAL,EXPVAL,NTRVAL
1471,GBR,1972,150836.976,132725.466,18111.509
1472,GBR,1973,169398.085,147570.119,21827.966
1473,GBR,1974,181786.424,149053.148,32733.276
1474,GBR,1975,176399.597,139225.889,37173.709
1475,GBR,1976,192462.806,146407.961,46054.845
1476,GBR,1977,205701.287,149222.363,56478.924
1477,GBR,1978,209504.554,154790.504,54714.05
1478,GBR,1979,217404.844,169719.765,47685.079
1479,GBR,1980,216749.242,163736.567,53012.675
1480,GBR,1981,215677.767,159255.674,56422.093
1481,GBR,1982,218078.111,167108.166,50969.945
1482,GBR,1983,222467.767,178079.067,44388.699
1483,GBR,1984,237464.428,195665.662,41798.766
1484,GBR,1985,251363.675,200592.823,50770.853
1485,GBR,1986,261831.009,214379.765,47451.244
1486,GBR,1987,277170.862,231285.118,45885.744
1487,GBR,1988,278822.969,260848.083,17974.886
1488,GBR,1989,291525.037,280205.177,11319.86
1489,GBR,1990,306920.758,281780.775,25139.983
1490,GBR,1991,307430.013,269451.102,37978.911
1491,GBR,1992,321356.062,287723.25,33632.812
1492,GBR,1993,335980.334,297277.677,38702.657
1493,GBR,1994,366988.853,314919.8,52069.053
1494,GBR,1995,401653.44,332376.621,69276.819
1495,GBR,1996,430272.086,363092.772,67179.313
1496,GBR,1997,476362.321,400307.979,76054.342
1497,GBR,1998,489559.888,436636.95,52922.939
1498,GBR,1999,505788.297,471060.383,34727.913
1499,GBR,2000,552545.049,511704.759,40840.289
1500,GBR,2001,566610.295,544719.0,21891.295
1501,GBR,2002,568864.65,575456.442,-6591.791
1502,GBR,2003,577701.026,590426.623,-12725.597
1503,GBR,2004,605658.519,630167.465,-24508.946
1504,GBR,2005,650410.357,674749.332,-24338.975
1505,GBR,2006,730656.557,745859.69,-15203.134
1506,GBR,2007,717331.586,732358.582,-15026.996
1507,GBR,2008,734394.146,718878.766,15515.381
1508,GBR,2009,668222.58,665596.895,2625.685
1509,GBR,2010,713882.329,720677.849,-6795.52
1510,GBR,2011,763362.814,739580.198,23782.616
1511,GBR,2012,769503.619,754127.222,15376.397
1512,GBR,2013,771100.845,780394.901,-9294.056
1513,GBR,2014,779815.183,818844.981,-39029.798
1514,GBR,2015,810910.803,859405.524,-48494.72
1515,GBR,2016,837013.583,893597.418,-56583.835
1516,GBR,2017,894300.494,923460.602,-29160.107
1517,GBR,2018,922469.878,954279.216,-31809.337
1518,GBR,2019,938291.939,979119.072,-40827.132
1519,GBR,2020,824910.337,821978.739,2931.598
1520,GBR,2021,843429.309,872882.679,-29453.37
1521,GBR,2022,930186.452,983005.996,-52819.544
1522,USA,1970,191417.354,252679.465,-61262.111
1523,USA,1971,194734.425,266165.03,-71430.604
1524,USA,1972,209913.033,296117.227,-86204.194
1525,USA,1973,249416.514,309857.9,-60441.386
1526,USA,1974,269226.433,302838.375,-33611.942
1527,USA,1975,267502.089,269180.352,-1678.262
1528,USA,1976,279183.37,321814.62,-42631.25
1529,USA,1977,285893.812,356996.08,-71102.268
1530,USA,1978,316070.771,387936.257,-71865.485
1531,USA,1979,347370.271,394386.972,-47016.701
1532,USA,1980,384772.686,368136.094,16636.592
1533,USA,1981,389462.174,377749.967,11712.207
1534,USA,1982,359640.956,372942.58,-13301.624
1535,USA,1983,350322.064,420003.235,-69681.172
1536,USA,1984,378883.405,522245.633,-143362.228
1537,USA,1985,391578.501,556137.13,-164558.629
1538,USA,1986,421581.881,603571.884,-181990.002
1539,USA,1987,467655.606,639441.143,-171785.537
1540,USA,1988,543473.298,664558.909,-121085.611
1541,USA,1989,606389.889,693824.208,-87434.32
1542,USA,1990,659885.538,718642.696,-58757.158
1543,USA,1991,703532.021,717568.177,-14036.157
1544,USA,1992,752267.606,767867.712,-15600.107
1545,USA,1993,776827.098,834262.486,-57435.388
1546,USA,1994,845467.973,933776.22,-88308.247
1547,USA,1995,932367.05,1008486.791,-76119.742
1548,USA,1996,1008602.475,1096188.937,-87586.463
1549,USA,1997,1128722.815,1243818.014,-115095.199
1550,USA,1998,1155086.764,1389204.304,-234117.54
1551,USA,1999,1212651.977,1550271.169,-337619.192
1552,USA,2000,1313437.357,1751801.941,-438364.584
1553,USA,2001,1240120.345,1708685.092,-468564.748
1554,USA,2002,1215790.702,1771385.758,-555595.057
1555,USA,2003,1241359.239,1862160.017,-620800.778
1556,USA,2004,1360991.271,2066652.024,-705660.754
1557,USA,2005,1455465.821,2200804.55,-745338.729
1558,USA,2006,1593232.068,2342101.902,-748869.834
1559,USA,2007,1732786.557,2402136.103,-669349.546
1560,USA,2008,1832971.087,2350561.029,-517589.942
1561,USA,2009,1680937.999,2054160.749,-373222.75
1562,USA,2010,1897489.944,2324765.378,-427275.435
1563,USA,2011,2033472.716,2436726.217,-403253.502
1564,USA,2012,2115086.222,2496377.306,-381291.084
1565,USA,2013,2177934.144,2526658.53,-348724.386
1566,USA,2014,2262517.565,2657045.734,-394528.17
1567,USA,2015,2268651.0,2794850.0,-526199.0
1568,USA,2016,2277844.954,2835422.08,-557577.126
1569,USA,2017,2375064.338,2963252.796,-588188.458
1570,USA,2018,2441609.87,3087859.958,-646250.088
1571,USA,2019,2453092.775,3123207.283,-670114.508
1572,USA,2020,2128424.131,2843437.698,-715013.566
1573,USA,2021,2257272.052,3245332.776,-988060.724
1574,ARG,2004,59096.447,35218.504,23877.944
1575,ARG,2005,66712.106,40800.014,25912.093
1576,ARG,2006,70422.102,45284.695,25137.407
1577,ARG,2007,76171.681,54178.738,21992.943
1578,ARG,2008,76735.256,61526.56,15208.696
1579,ARG,2009,69562.73,50195.558,19367.171
1580,ARG,2010,79229.802,67866.612,11363.19
1581,ARG,2011,82516.9,82816.688,-299.788
1582,ARG,2012,79126.849,78900.897,225.952
1583,ARG,2013,76341.393,81964.525,-5623.132
1584,ARG,2014,71013.4,72555.002,-1541.602
1585,ARG,2015,69041.093,75973.299,-6932.206
1586,ARG,2016,72712.252,80398.108,-7685.856
1587,ARG,2017,74613.962,92927.185,-18313.223
1588,ARG,2018,75095.965,88781.39,-13685.425
1589,ARG,2019,81931.34,71922.423,10008.917
1590,ARG,2020,67735.221,59073.441,8661.781
1591,ARG,2021,73823.898,71781.09,2042.808
1592,BRA,2000,112016.228,118978.152,-6961.923
1593,BRA,2001,122355.914,122941.79,-585.875
1594,BRA,2002,130280.69,106581.594,23699.096
1595,BRA,2003,144632.332,106066.274,38566.057
1596,BRA,2004,165566.098,117059.029,48507.069
1597,BRA,2005,181533.579,125793.192,55740.387
1598,BRA,2006,190315.136,148137.314,42177.822
1599,BRA,2007,202069.191,177109.418,24959.773
1600,BRA,2008,202896.16,207263.554,-4367.393
1601,BRA,2009,184134.218,191507.447,-7373.229
1602,BRA,2010,205717.919,255928.685,-50210.766
1603,BRA,2011,215616.955,279968.74,-64351.786
1604,BRA,2012,217142.75,283134.772,-65992.022
1605,BRA,2013,221117.103,302018.953,-80901.85
1606,BRA,2014,217646.271,295157.398,-77511.127
1607,BRA,2015,232488.798,253272.683,-20783.886
1608,BRA,2016,234495.468,227076.86,7418.608
1609,BRA,2017,246006.366,242329.478,3676.888
1610,BRA,2018,255977.21,261092.514,-5115.304
1611,BRA,2019,249420.556,264571.744,-15151.188
1612,CHL,1986,11481.269,5533.619,5947.65
1613,CHL,1987,12255.137,6563.413,5691.724
1614,CHL,1988,13671.304,7403.089,6268.215
1615,CHL,1989,15873.887,9256.706,6617.181
1616,CHL,1990,17241.769,9794.409,7447.36
1617,CHL,1991,19385.505,10475.357,8910.147
1618,CHL,1992,22085.288,12759.807,9325.481
1619,CHL,1993,22865.828,14569.325,8296.504
1620,CHL,1994,25524.576,16043.6,9480.976
1621,CHL,1995,28328.098,20051.458,8276.64
1622,CHL,1996,31666.556,22424.138,9242.418
1623,CHL,1997,35655.59,25363.466,10292.124
1624,CHL,1998,37947.62,27107.635,10839.985
1625,CHL,1999,40601.816,24425.723,16176.093
1626,CHL,2000,43067.045,27007.374,16059.671
1627,CHL,2001,46344.998,28356.953,17988.045
1628,CHL,2002,47847.997,28878.107,18969.891
1629,CHL,2003,51202.352,31151.665,20050.688
1630,CHL,2004,58890.14,37228.14,21662.0
1631,CHL,2005,60817.979,44067.03,16750.949
1632,CHL,2006,63995.7,49591.386,14404.314
1633,CHL,2007,68316.978,56412.254,11904.725
1634,CHL,2008,67972.524,62537.462,5435.062
1635,CHL,2009,65115.771,51467.738,13648.032
1636,CHL,2010,66332.638,64459.574,1873.064
1637,CHL,2011,69776.768,74669.296,-4892.528
1638,CHL,2012,70002.252,77518.435,-7516.183
1639,CHL,2013,72144.434,78958.786,-6814.352
1640,CHL,2014,72477.336,73762.264,-1284.928
1641,CHL,2015,70787.395,73132.21,-2344.815
1642,CHL,2016,71210.962,73987.445,-2776.483
1643,CHL,2017,70526.16,77283.286,-6757.126
1644,CHL,2018,73971.466,83932.906,-9961.44
1645,CHL,2019,72086.017,82476.849,-10390.832
1646,CHL,2020,71274.334,71999.22,-724.886
1647,CHL,2021,70190.671,94560.008,-24369.338
1648,COL,1975,6349.737,4691.385,1658.351
1649,COL,1976,6146.887,5268.629,878.258
1650,COL,1977,5870.471,5780.287,90.184
1651,COL,1978,7348.311,6976.423,371.888
1652,COL,1979,7963.044,7033.775,929.269
1653,COL,1980,8370.8,8345.955,24.845
1654,COL,1981,7381.739,8762.905,-1381.166
1655,COL,1982,7265.626,9464.961,-2199.334
1656,COL,1983,7199.49,8611.595,-1412.106
1657,COL,1984,7939.999,8279.423,-339.424
1658,COL,1985,9079.366,7731.055,1348.311
1659,COL,1986,10959.497,8053.224,2906.273
1660,COL,1987,11813.366,8485.238,3328.128
1661,COL,1988,11843.696,9048.195,2795.501
1662,COL,1989,12839.126,8798.527,4040.598
1663,COL,1990,15098.302,9502.248,5596.054
1664,COL,1991,16212.396,9685.401,6526.995
1665,COL,1992,17222.659,13098.404,4124.254
1666,COL,1993,17364.575,18560.9,-1196.324
1667,COL,1994,17563.03,21448.794,-3885.764
1668,COL,1995,18327.714,23132.355,-4804.641
1669,COL,1996,19953.976,23805.97,-3851.994
1670,COL,1997,20595.657,25366.052,-4770.395
1671,COL,1998,22573.969,24368.019,-1794.05
1672,COL,1999,23838.612,18479.221,5359.391
1673,COL,2000,25695.799,19713.324,5982.475
1674,COL,2001,26418.174,21436.187,4981.986
1675,COL,2002,25790.255,21506.934,4283.322
1676,COL,2003,27688.372,23263.951,4424.421
1677,COL,2004,30404.337,25653.831,4750.506
1678,COL,2005,32141.509,28706.881,3434.628
1679,COL,2006,35200.834,33782.778,1418.056
1680,COL,2007,37390.286,38464.405,-1074.119
1681,COL,2008,38151.834,43276.969,-5125.135
1682,COL,2009,36165.535,39534.512,-3368.977
1683,COL,2010,36911.4,43816.034,-6904.634
1684,COL,2011,41435.83,52679.614,-11243.784
1685,COL,2012,43289.37,57618.373,-14329.004
1686,COL,2013,45313.966,62529.778,-17215.813
1687,COL,2014,45183.029,67382.098,-22199.069
1688,COL,2015,45932.177,66653.739,-20721.562
1689,COL,2016,45836.254,64293.595,-18457.341
1690,COL,2017,47013.955,64948.643,-17934.688
1691,COL,2018,47315.948,68719.184,-21403.236
1692,COL,2019,48775.219,73765.903,-24990.684
1693,COL,2020,37702.856,58642.89,-20940.034
1694,COL,2021,43292.543,75472.713,-32180.17
1695,EST,1993,4226.406,3305.387,921.019
1696,EST,1994,4375.123,3709.107,666.015
1697,EST,1995,4611.885,3907.237,704.648
1698,EST,1996,4730.555,4214.061,516.494
1699,EST,1997,5933.403,5453.122,480.281
1700,EST,1998,6714.294,6161.588,552.707
1701,EST,1999,6746.132,5808.569,937.563
1702,EST,2000,6277.271,5497.684,779.587
1703,EST,2001,6674.799,6177.497,497.302
1704,EST,2002,6863.073,6998.243,-135.17
1705,EST,2003,7561.222,7978.196,-416.974
1706,EST,2004,8868.732,9265.541,-396.809
1707,EST,2005,10635.596,10812.826,-177.23
1708,EST,2006,11649.109,13051.378,-1402.27
1709,EST,2007,13118.694,14745.702,-1627.007
1710,EST,2008,13236.484,13837.686,-601.202
1711,EST,2009,10548.347,9602.585,945.762
1712,EST,2010,13102.863,11643.799,1459.064
1713,EST,2011,16270.221,14809.553,1460.668
1714,EST,2012,17055.467,16244.325,811.141
1715,EST,2013,17533.023,16641.658,891.365
1716,EST,2014,17995.978,17148.708,847.269
1717,EST,2015,17725.576,16825.097,900.479
1718,EST,2016,18580.396,17918.266,662.131
1719,EST,2017,19478.21,18633.375,844.835
1720,EST,2018,20042.9,19737.853,305.047
1721,EST,2019,21267.493,20491.99,775.503
1722,EST,2020,20146.082,20580.785,-434.703
1723,EST,2021,24163.232,24904.932,-741.7
1724,IDN,1993,56232.551,56185.604,46.947
1725,IDN,1994,61822.735,67588.594,-5765.859
1726,IDN,1995,66596.239,81740.975,-15144.736
1727,IDN,1996,71630.859,87352.296,-15721.437
1728,IDN,1997,77218.047,100207.038,-22988.991
1729,IDN,1998,85853.476,94905.952,-9052.476
1730,IDN,1999,58547.794,56302.73,2245.064
1731,IDN,2000,74054.13,70904.263,3149.867
1732,IDN,2001,74531.765,73867.963,663.801
1733,IDN,2002,73624.765,70728.978,2895.786
1734,IDN,2003,77958.598,71834.991,6123.607
1735,IDN,2004,88505.087,90981.381,-2476.294
1736,IDN,2005,103198.093,107147.825,-3949.732
1737,IDN,2006,112904.421,116343.968,-3439.548
1738,IDN,2007,122549.826,126889.681,-4339.855
1739,IDN,2008,134233.075,139581.896,-5348.82
1740,IDN,2009,131487.252,126636.611,4850.641
1741,IDN,2010,151573.997,147638.856,3935.142
1742,IDN,2011,173961.354,169827.326,4134.028
1743,IDN,2012,176759.956,183410.814,-6650.858
1744,IDN,2013,184125.468,186825.734,-2700.266
1745,IDN,2014,186104.153,190785.883,-4681.73
1746,IDN,2015,182158.299,178863.652,3294.646
1747,IDN,2016,179133.545,174561.779,4571.765
1748,IDN,2017,195071.579,188645.33,6426.25
1749,IDN,2018,207778.83,211539.357,-3760.528
1750,IDN,2019,206787.676,196463.073,10324.603
1751,IDN,2020,189380.671,161875.834,27504.837
1752,IDN,2021,223376.579,202127.126,21249.452
1753,IDN,2022,259752.871,231940.864,27812.007
1754,ISR,1970,6103.313,9847.064,-3743.751
1755,ISR,1971,7573.817,10925.718,-3351.901
1756,ISR,1972,8603.039,10914.119,-2311.08
1757,ISR,1973,9074.439,15043.159,-5968.721
1758,ISR,1974,9611.31,14787.994,-5176.684
1759,ISR,1975,9768.443,15611.482,-5843.039
1760,ISR,1976,11132.897,15252.639,-4119.742
1761,ISR,1977,12427.824,14839.426,-2411.602
1762,ISR,1978,13070.942,16173.307,-3102.365
1763,ISR,1979,13483.754,16100.814,-2617.059
1764,ISR,1980,14496.231,15328.757,-832.526
1765,ISR,1981,15248.755,16799.645,-1550.89
1766,ISR,1982,14704.814,17260.076,-2555.262
1767,ISR,1983,14943.998,18285.075,-3341.077
1768,ISR,1984,16968.006,18349.738,-1381.732
1769,ISR,1985,18670.396,18148.997,521.399
1770,ISR,1986,19662.104,19679.874,-17.77
1771,ISR,1987,21701.378,23599.598,-1898.219
1772,ISR,1988,21362.276,22973.223,-1610.947
1773,ISR,1989,22211.78,21924.124,287.656
1774,ISR,1990,22623.131,23778.562,-1155.431
1775,ISR,1991,21979.298,26869.552,-4890.254
1776,ISR,1992,25065.906,28752.884,-3686.978
1777,ISR,1993,27535.192,33055.525,-5520.332
1778,ISR,1994,31081.32,36481.216,-5399.896
1779,ISR,1995,34203.906,39308.209,-5104.303
1780,ISR,1996,36290.878,42135.173,-5844.295
1781,ISR,1997,39585.081,43902.365,-4317.284
1782,ISR,1998,42046.841,44832.761,-2785.92
1783,ISR,1999,48120.924,51803.359,-3682.435
1784,ISR,2000,59380.287,57998.636,1381.65
1785,ISR,2001,52449.348,54842.693,-2393.344
1786,ISR,2002,51358.239,54159.846,-2801.607
1787,ISR,2003,55518.308,53734.892,1783.416
1788,ISR,2004,65244.749,60100.591,5144.159
1789,ISR,2005,68293.545,62196.31,6097.235
1790,ISR,2006,71764.728,64323.356,7441.373
1791,ISR,2007,79102.6,71479.67,7622.93
1792,ISR,2008,83578.423,73245.99,10332.433
1793,ISR,2009,73510.207,63164.104,10346.103
1794,ISR,2010,84432.383,72658.989,11773.394
1795,ISR,2011,91405.594,80834.884,10570.71
1796,ISR,2012,90985.073,82564.984,8420.089
1797,ISR,2013,95408.986,83363.768,12045.218
1798,ISR,2014,96254.376,85261.477,10992.899
1799,ISR,2015,94578.02,85080.552,9497.467
1800,ISR,2016,96827.151,93586.467,3240.684
1801,ISR,2017,101600.817,97697.711,3903.106
1802,ISR,2018,107411.49,104684.905,2726.585
1803,ISR,2019,111366.316,107993.545,3372.772
1804,ISR,2020,108319.59,99193.572,9126.018
1805,ISR,2021,124096.913,119669.248,4427.665
1806,LVA,1995,3892.34,4466.666,-574.326
1807,LVA,1996,4616.341,5660.594,-1044.252
1808,LVA,1997,5204.829,5917.282,-712.453
1809,LVA,1998,5450.429,6909.467,-1459.038
1810,LVA,1999,5104.373,6549.843,-1445.47
1811,LVA,2000,5840.363,6725.021,-884.658
1812,LVA,2001,6368.196,7776.767,-1408.571
1813,LVA,2002,6688.541,7987.587,-1299.047
1814,LVA,2003,6954.754,8935.33,-1980.576
1815,LVA,2004,7911.207,10780.99,-2869.783
1816,LVA,2005,9770.701,12619.711,-2849.009
1817,LVA,2006,10507.65,15380.729,-4873.079
1818,LVA,2007,11963.977,18064.07,-6100.093
1819,LVA,2008,12241.4,16051.786,-3810.386
1820,LVA,2009,10665.41,11092.679,-427.269
1821,LVA,2010,12099.265,12513.202,-413.937
1822,LVA,2011,13624.215,15363.756,-1739.541
1823,LVA,2012,14918.235,16169.896,-1251.66
1824,LVA,2013,15016.592,16149.304,-1132.712
1825,LVA,2014,15958.385,16622.266,-663.881
1826,LVA,2015,16432.932,16896.888,-463.956
1827,LVA,2016,17082.947,17499.046,-416.1
1828,LVA,2017,18168.055,18995.544,-827.489
1829,LVA,2018,18968.373,20200.085,-1231.711
1830,LVA,2019,19375.434,20825.091,-1449.657
1831,LVA,2020,19308.611,20756.66,-1448.049
1832,LVA,2021,20451.213,23922.054,-3470.841
1833,LTU,1995,5085.084,4998.184,86.9
1834,LTU,1996,6400.694,6472.688,-71.994
1835,LTU,1997,7932.569,8362.422,-429.853
1836,LTU,1998,8233.459,8899.626,-666.166
1837,LTU,1999,6682.21,7605.57,-923.36
1838,LTU,2000,7625.481,8106.875,-481.394
1839,LTU,2001,9461.125,9705.345,-244.22
1840,LTU,2002,11371.286,11658.835,-287.55
1841,LTU,2003,12403.022,12777.736,-374.714
1842,LTU,2004,13300.999,15135.266,-1834.267
1843,LTU,2005,15940.316,18110.76,-2170.444
1844,LTU,2006,17981.832,20701.033,-2719.201
1845,LTU,2007,18556.028,22905.196,-4349.167
1846,LTU,2008,20711.798,25383.608,-4671.81
1847,LTU,2009,17879.277,18110.251,-230.973
1848,LTU,2010,20808.213,21154.714,-346.5
1849,LTU,2011,23835.156,24162.37,-327.214
1850,LTU,2012,26420.682,25411.492,1009.19
1851,LTU,2013,28341.401,26888.252,1453.149
1852,LTU,2014,27824.828,26438.673,1386.155
1853,LTU,2015,28498.382,28911.509,-413.127
1854,LTU,2016,29902.547,30079.99,-177.444
1855,LTU,2017,33945.709,33431.09,514.62
1856,LTU,2018,36256.039,35445.301,810.737
1857,LTU,2019,39905.991,37573.794,2332.197
1858,LTU,2020,40066.668,35899.673,4166.995
1859,LTU,2021,46880.41,43042.841,3837.569
1860,RUS,1995,153057.356,91089.689,87037.638
1861,RUS,1996,158720.477,92273.854,95320.325
1862,RUS,1997,157926.876,92642.948,92920.689
1863,RUS,1998,160927.486,76523.076,136089.636
1864,RUS,1999,178951.362,63514.154,201301.564
1865,RUS,2000,195951.739,84092.741,186745.141
1866,RUS,2001,204181.714,99818.086,166353.069
1867,RUS,2002,225212.433,114391.527,173548.396
1868,RUS,2003,253678.982,134157.133,183196.456
1869,RUS,2004,283633.361,165360.73,169254.952
1870,RUS,2005,301952.401,192863.792,141231.217
1871,RUS,2006,324068.017,233893.821,89275.229
1872,RUS,2007,344382.301,295185.19,-13105.055
1873,RUS,2008,346417.625,338786.194,-110106.028
1874,RUS,2009,330010.381,235728.661,96594.821
1875,RUS,2010,353268.38,296578.399,967.907
1876,RUS,2011,354373.956,356744.57,-136201.67
1877,RUS,2012,359194.724,391281.404,-206790.888
1878,RUS,2013,375581.108,405129.846,-206958.165
1879,RUS,2014,377498.903,375714.978,-135111.072
1880,RUS,2015,391365.533,281640.128,109725.404
1881,RUS,2016,403765.52,271298.32,157812.932
1882,RUS,2017,424010.361,318273.903,88447.354
1883,RUS,2018,447560.373,326730.797,114710.736
1884,RUS,2019,450765.86,337879.61,95134.669
1885,SVN,1990,14592.838,12077.859,2514.979
1886,SVN,1991,11652.933,9378.312,2274.621
1887,SVN,1992,8915.097,7227.548,1687.549
1888,SVN,1993,8967.4,8497.098,470.302
1889,SVN,1994,10072.875,9613.631,459.244
1890,SVN,1995,10182.668,10699.533,-516.864
1891,SVN,1996,10485.281,10956.023,-470.742
1892,SVN,1997,11705.205,12236.843,-531.639
1893,SVN,1998,12620.768,13467.67,-846.902
1894,SVN,1999,12873.752,14600.234,-1726.483
1895,SVN,2000,14494.881,15566.746,-1071.865
1896,SVN,2001,15535.983,16130.748,-594.766
1897,SVN,2002,16745.042,17038.164,-293.121
1898,SVN,2003,17274.269,18139.594,-865.324
1899,SVN,2004,19527.261,20673.362,-1146.101
1900,SVN,2005,21746.32,22190.144,-443.824
1901,SVN,2006,24817.453,24939.183,-121.731
1902,SVN,2007,28256.606,29193.127,-936.52
1903,SVN,2008,29438.677,30387.179,-948.502
1904,SVN,2009,24563.494,24800.385,-236.891
1905,SVN,2010,27059.282,26445.328,613.955
1906,SVN,2011,28917.89,27850.597,1067.292
1907,SVN,2012,29061.304,26865.993,2195.311
1908,SVN,2013,29951.194,27433.261,2517.933
1909,SVN,2014,31751.451,28573.664,3177.787
1910,SVN,2015,33256.871,29807.624,3449.247
1911,SVN,2016,35306.614,31682.206,3624.408
1912,SVN,2017,39215.5,35063.24,4152.259
1913,SVN,2018,41629.349,37548.083,4081.265
1914,SVN,2019,43495.111,39301.183,4193.929
1915,SVN,2020,39754.344,35530.429,4223.915
1916,SVN,2021,45518.756,41778.451,3740.306
1917,ZAF,1960,21318.883,11706.701,9612.181
1918,ZAF,1961,22827.126,10625.679,12201.447
1919,ZAF,1962,24760.239,10759.955,14000.283
1920,ZAF,1963,26648.135,12863.494,13784.641
1921,ZAF,1964,27963.253,15899.501,12063.751
1922,ZAF,1965,28819.589,17455.401,11364.189
1923,ZAF,1966,29214.314,15576.92,13637.394
1924,ZAF,1967,30620.811,18130.565,12490.246
1925,ZAF,1968,31891.649,17922.762,13968.888
1926,ZAF,1969,32135.643,20276.853,11858.79
1927,ZAF,1970,33015.536,23330.126,9685.409
1928,ZAF,1971,34032.96,25683.463,8349.497
1929,ZAF,1972,35054.152,22459.151,12595.001
1930,ZAF,1973,33237.858,24982.793,8255.065
1931,ZAF,1974,31611.859,29732.238,1879.622
1932,ZAF,1975,31245.395,28754.745,2490.649
1933,ZAF,1976,32588.783,25878.519,6710.264
1934,ZAF,1977,34088.543,22339.121,11749.422
1935,ZAF,1978,35212.419,22359.384,12853.034
1936,ZAF,1979,35860.557,22144.83,13715.727
1937,ZAF,1980,35859.484,26369.142,9490.342
1938,ZAF,1981,33939.896,29991.051,3948.845
1939,ZAF,1982,33042.217,24782.496,8259.721
1940,ZAF,1983,32603.234,20794.491,11808.743
1941,ZAF,1984,33472.548,24911.52,8561.028
1942,ZAF,1985,36845.606,21414.892,15430.714
1943,ZAF,1986,35485.799,20889.76,14596.039
1944,ZAF,1987,37135.564,21619.697,15515.866
1945,ZAF,1988,40169.523,26356.343,13813.18
1946,ZAF,1989,41045.699,26440.188,14605.512
1947,ZAF,1990,40867.593,24896.963,15970.629
1948,ZAF,1991,40236.031,25430.418,14805.613
1949,ZAF,1992,42445.302,26790.29,15655.012
1950,ZAF,1993,46850.741,28670.259,18180.482
1951,ZAF,1994,48015.075,33284.218,14730.858
1952,ZAF,1995,53267.021,38872.784,14394.236
1953,ZAF,1996,57104.375,42258.863,14845.512
1954,ZAF,1997,60128.145,44534.537,15593.608
1955,ZAF,1998,62080.108,45431.286,16648.822
1956,ZAF,1999,62862.969,41632.517,21230.452
1957,ZAF,2000,68089.191,43854.669,24234.522
1958,ZAF,2001,69718.495,43964.226,25754.269
1959,ZAF,2002,70408.102,46312.559,24095.544
1960,ZAF,2003,70485.189,50056.741,20428.447
1961,ZAF,2004,72482.273,57819.665,14662.608
1962,ZAF,2005,78692.322,64109.946,14582.377
1963,ZAF,2006,84564.851,75817.112,8747.739
1964,ZAF,2007,91184.856,82918.405,8266.451
1965,ZAF,2008,92598.068,85247.664,7350.404
1966,ZAF,2009,76834.339,70192.981,6641.357
1967,ZAF,2010,82764.419,77769.43,4994.989
1968,ZAF,2011,85658.029,87033.309,-1375.28
1969,ZAF,2012,86338.053,90705.905,-4367.853
1970,ZAF,2013,89778.86,95254.129,-5475.268
1971,ZAF,2014,92989.817,94716.516,-1726.699
1972,ZAF,2015,95709.959,99872.264,-4162.305
1973,ZAF,2016,96046.857,96016.517,30.341
1974,ZAF,2017,95347.117,96948.013,-1600.896
1975,ZAF,2018,97862.014,100143.762,-2281.747
1976,ZAF,2019,95404.657,99656.7,-4252.043
1977,ZAF,2020,85597.41,83099.044,2498.366
1978,OECD,1995,5065113.848,4960256.261,104857.587
1979,OECD,1996,5387518.525,5318579.897,68938.628
1980,OECD,1997,5995042.88,5861784.217,133258.663
1981,OECD,1998,6313577.271,6294175.701,19401.57
1982,OECD,1999,6657043.438,6813343.836,-156300.398
1983,OECD,2000,7441229.182,7624099.549,-182870.368
1984,OECD,2001,7448131.269,7653767.085,-205635.815
1985,OECD,2002,7589375.322,7854498.427,-265123.106
1986,OECD,2003,7781900.533,8185417.575,-403517.043
1987,OECD,2004,8491474.564,8898798.79,-407324.226
1988,OECD,2005,9000485.618,9499955.559,-499469.941
1989,OECD,2006,9788338.699,10267803.938,-479465.239
1990,OECD,2007,10424861.932,10834272.778,-409410.846
1991,OECD,2008,10638572.986,10862891.279,-224318.293
1992,OECD,2009,9485061.373,9639076.406,-154015.033
1993,OECD,2010,10582545.408,10729419.495,-146874.088
1994,OECD,2011,11266231.096,11344177.816,-77946.72
1995,OECD,2012,11578454.453,11461978.471,116475.983
1996,OECD,2013,11872958.79,11708924.836,164033.954
1997,OECD,2014,12380301.297,12226844.523,153456.774
1998,OECD,2015,12929783.653,12863144.41,66639.242
1999,OECD,2016,13261844.62,13269527.566,-7682.946
2000,OECD,2017,13922100.662,13930522.243,-8421.581
2001,OECD,2018,14428980.003,14441433.883,-12453.88
2002,OECD,2019,14690328.99,14777025.433,-86696.444
2003,OECD,2020,13330726.959,13536198.466,-205471.507
2004,OECD,2021,14506601.094,14859338.596,-352737.502
2005,OECDE,1995,3057818.452,2816017.107,241801.344
2006,OECDE,1996,3227539.961,2968928.413,258611.549
2007,OECDE,1997,3592737.027,3279478.115,313258.912
2008,OECDE,1998,3829039.257,3602849.994,226189.263
2009,OECDE,1999,4022692.72,3855628.688,167064.032
2010,OECDE,2000,4534911.914,4305862.388,229049.526
2011,OECDE,2001,4698715.695,4406107.459,292608.236
2012,OECDE,2002,4788950.553,4479719.564,309230.99
2013,OECDE,2003,4859281.4,4631257.427,228023.973
2014,OECDE,2004,5248002.972,4981637.259,266365.713
2015,OECDE,2005,5559862.575,5320847.231,239015.344
2016,OECDE,2006,6064906.04,5798764.002,266142.038
2017,OECDE,2007,6427769.104,6156032.039,271737.066
2018,OECDE,2008,6524275.837,6195083.791,329192.045
