,LOCATION,TIME,IMPVAL,EXPVAL,NTRVAL
916,MEX,1970,12989.603,21905.247,-8915.644
917,MEX,1971,13501.181,20899.641,-7398.459
918,MEX,1972,15719.455,23035.295,-7315.84
919,MEX,1973,17869.631,26879.637,-9010.005
920,MEX,1974,17904.378,32330.751,-14426.373
921,MEX,1975,16309.958,32469.701,-16159.743
922,MEX,1976,19019.74,32790.974,-13771.235
923,MEX,1977,21807.502,29448.542,-7641.039
924,MEX,1978,24333.666,35883.704,-11550.038
925,MEX,1979,27287.504,46608.105,-19320.602
926,MEX,1980,28954.057,61468.339,-32514.282
927,MEX,1981,32303.732,72360.095,-40056.363
928,MEX,1982,39342.931,44969.975,-5627.044
929,MEX,1983,44682.094,29772.39,14909.703
930,MEX,1984,47231.363,35075.875,12155.488
931,MEX,1985,45128.43,38928.821,6199.61
932,MEX,1986,47656.1,35976.446,11679.653
933,MEX,1987,52178.944,37827.828,14351.116
934,MEX,1988,55185.804,51716.049,3469.755
935,MEX,1989,58310.203,61008.058,-2697.855
936,MEX,1990,61403.665,73053.62,-11649.955
937,MEX,1991,64516.985,84141.427,-19624.441
938,MEX,1992,67732.733,100646.85,-32914.117
939,MEX,1993,101873.734,114012.075,-12138.341
940,MEX,1994,110833.704,134243.038,-23409.334
941,MEX,1995,133219.856,112841.697,20378.159
942,MEX,1996,153799.569,132564.121,21235.448
943,MEX,1997,168234.0,163203.847,5030.153
944,MEX,1998,180676.082,187364.994,-6688.912
945,MEX,1999,190487.202,208937.082,-18449.881
946,MEX,2000,212520.06,251344.063,-38824.003
947,MEX,2001,211412.181,249230.205,-37818.024
948,MEX,2002,212249.633,252240.416,-39990.783
949,MEX,2003,216296.561,258573.256,-42276.695
950,MEX,2004,237645.537,275337.123,-37691.586
951,MEX,2005,252651.856,290147.898,-37496.042
952,MEX,2006,272387.646,315348.981,-42961.335
953,MEX,2007,277764.738,330569.057,-52804.319
954,MEX,2008,274938.647,341416.603,-66477.956
955,MEX,2009,245094.202,286964.119,-41869.917
956,MEX,2010,299903.17,335906.741,-36003.572
957,MEX,2011,323036.129,354778.082,-31741.954
958,MEX,2012,344112.74,373994.868,-29882.127
959,MEX,2013,348828.882,381917.233,-33088.351
960,MEX,2014,373185.497,404529.641,-31344.143
961,MEX,2015,404586.805,428484.967,-23898.162
962,MEX,2016,419080.519,440710.647,-21630.129
963,MEX,2017,436522.74,468741.679,-32218.94
964,MEX,2018,462730.193,498881.102,-36150.908
965,MEX,2019,469527.68,495248.297,-25720.617
966,MEX,2020,435260.998,427255.705,8005.293
967,MEX,2021,466129.897,494059.203,-27929.306
968,NLD,1969,62977.514,64582.685,-1605.172
969,NLD,1970,70150.911,73751.701,-3600.789
970,NLD,1971,77620.571,78144.537,-523.966
971,NLD,1972,85293.75,82174.009,3119.74
972,NLD,1973,95227.534,90759.894,4467.64
973,NLD,1974,97947.99,89493.738,8454.251
974,NLD,1975,95043.337,87022.612,8020.725
975,NLD,1976,103784.345,95851.988,7932.357
976,NLD,1977,102373.882,99103.536,3270.346
977,NLD,1978,106687.71,105735.245,952.465
978,NLD,1979,115006.224,111760.099,3246.125
979,NLD,1980,117943.863,112855.723,5088.139
980,NLD,1981,121321.271,109898.897,11422.374
981,NLD,1982,120050.419,108715.545,11334.874
982,NLD,1983,122785.031,112739.337,10045.694
983,NLD,1984,132288.917,119000.399,13288.518
984,NLD,1985,138184.749,125231.674,12953.075
985,NLD,1986,141013.477,128761.601,12251.875
986,NLD,1987,146351.632,133327.454,13024.178
987,NLD,1988,159378.41,144724.4,14654.01
988,NLD,1989,173103.537,156014.769,17088.768
989,NLD,1990,182898.734,162214.777,20683.957
990,NLD,1991,194984.815,172493.079,22491.735
991,NLD,1992,200724.001,177412.053,23311.948
992,NLD,1993,208689.769,178111.368,30578.402
993,NLD,1994,226782.327,194201.865,32580.462
994,NLD,1995,247666.307,213930.3,33736.007
995,NLD,1996,257933.092,225278.384,32654.708
996,NLD,1997,282892.381,249890.874,33001.508
997,NLD,1998,301842.803,270731.211,31111.592
998,NLD,1999,329047.563,297215.8,31831.763
999,NLD,2000,369944.599,330675.201,39269.398
1000,NLD,2001,375393.218,338854.368,36538.849
1001,NLD,2002,377822.629,339807.401,38015.228
1002,NLD,2003,384779.28,346734.536,38044.744
1003,NLD,2004,416380.251,368808.64,47571.611
1004,NLD,2005,440364.484,388825.73,51538.754
1005,NLD,2006,471951.327,418571.117,53380.21
1006,NLD,2007,497223.903,451274.596,45949.307
1007,NLD,2008,505263.098,448112.64,57150.458
1008,NLD,2009,461599.573,413130.575,48468.998
1009,NLD,2010,506502.154,448336.415,58165.739
1010,NLD,2011,532633.486,465693.859,66939.627
1011,NLD,2012,549990.898,475867.684,74123.214
1012,NLD,2013,563621.747,486501.902,77119.846
1013,NLD,2014,589246.308,502394.147,86852.161
1014,NLD,2015,632814.006,575386.728,57427.278
1015,NLD,2016,643371.021,564009.783,79361.238
1016,NLD,2017,685188.419,598921.272,86267.146
1017,NLD,2018,714859.921,627209.465,87650.456
1018,NLD,2019,729013.393,647488.252,81525.14
1019,NLD,2020,697436.938,616700.318,80736.62
1020,NLD,2021,734021.142,641498.709,92522.433
1021,NLD,2022,772318.939,668767.99,103550.95
1022,NZL,1970,8431.561,7022.498,1409.063
1023,NZL,1971,9046.849,6886.884,2159.965
1024,NZL,1972,9233.727,7530.025,1703.702
1025,NZL,1973,9053.901,9135.481,-81.58
1026,NZL,1974,8807.962,10348.476,-1540.514
1027,NZL,1975,9931.876,8113.578,1818.298
1028,NZL,1976,11032.871,7991.662,3041.21
1029,NZL,1977,11027.582,8087.551,2940.032
1030,NZL,1978,11292.914,8219.741,3073.174
1031,NZL,1979,11790.081,9249.862,2540.219
1032,NZL,1980,12163.838,8612.201,3551.637
1033,NZL,1981,12444.155,9557.392,2886.763
1034,NZL,1982,12638.086,9696.431,2941.654
1035,NZL,1983,13407.636,9619.72,3787.916
1036,NZL,1984,14664.657,10729.292,3935.365
1037,NZL,1985,14907.952,10892.989,4014.963
1038,NZL,1986,15592.878,11114.218,4478.66
1039,NZL,1987,16732.427,12077.217,4655.21
1040,NZL,1988,17088.059,12100.11,4987.949
1041,NZL,1989,16750.134,14012.031,2738.104
1042,NZL,1990,18309.899,14191.253,4118.646
1043,NZL,1991,20000.997,13666.014,6334.983
1044,NZL,1992,20918.116,14680.516,6237.599
1045,NZL,1993,22412.952,15726.415,6686.537
1046,NZL,1994,24317.282,17974.541,6342.741
1047,NZL,1995,25235.876,19106.126,6129.75
1048,NZL,1996,26296.132,20314.894,5981.238
1049,NZL,1997,27193.329,20504.582,6688.747
1050,NZL,1998,28122.252,21148.211,6974.041
1051,NZL,1999,30457.473,23103.302,7354.17
1052,NZL,2000,32302.777,23361.67,8941.107
1053,NZL,2001,33364.509,24359.82,9004.689
1054,NZL,2002,35877.545,26152.041,9725.505
1055,NZL,2003,36839.671,29595.199,7244.472
1056,NZL,2004,38008.388,33550.514,4457.874
1057,NZL,2005,37840.164,35184.444,2655.72
1058,NZL,2006,39152.757,34596.412,4556.345
1059,NZL,2007,40688.911,38244.956,2443.955
1060,NZL,2008,39596.19,37034.226,2561.965
1061,NZL,2009,41194.322,33568.174,7626.148
1062,NZL,2010,42356.399,37426.683,4929.716
1063,NZL,2011,43328.116,39886.735,3441.381
1064,NZL,2012,44645.874,40415.899,4229.976
1065,NZL,2013,44706.376,43700.766,1005.61
1066,NZL,2014,46785.571,46943.116,-157.546
1067,NZL,2015,49705.887,48010.6,1695.288
1068,NZL,2016,50479.13,50503.357,-24.228
1069,NZL,2017,52272.048,54153.209,-1881.162
1070,NZL,2018,53752.865,56286.214,-2533.349
1071,NZL,2019,53619.319,56869.013,-3249.695
1072,NZL,2020,44165.549,47821.566,-3656.017
1073,NZL,2021,44780.896,56110.263,-11329.366
1074,NOR,1970,27405.312,26414.757,990.555
1075,NOR,1971,27832.262,28202.294,-370.032
1076,NOR,1972,31611.078,27969.536,3641.542
1077,NOR,1973,34058.82,32213.62,1845.2
1078,NOR,1974,34333.492,33624.181,709.311
1079,NOR,1975,35621.164,35018.621,602.542
1080,NOR,1976,39971.024,39560.194,410.83
1081,NOR,1977,40984.644,40400.703,583.941
1082,NOR,1978,45078.185,34020.502,11057.683
1083,NOR,1979,46150.212,34329.152,11821.06
1084,NOR,1980,48289.553,35254.108,13035.445
1085,NOR,1981,49130.309,35787.331,13342.978
1086,NOR,1982,49195.412,37627.571,11567.841
1087,NOR,1983,52669.546,36508.918,16160.628
1088,NOR,1984,56805.374,38608.949,18196.425
1089,NOR,1985,60908.835,42025.421,18883.414
1090,NOR,1986,62285.667,46951.783,15333.884
1091,NOR,1987,62990.638,43958.541,19032.097
1092,NOR,1988,66931.28,42899.287,24031.993
1093,NOR,1989,74213.0,43803.162,30409.838
1094,NOR,1990,80562.075,44900.734,35661.341
1095,NOR,1991,85432.634,45091.206,40341.428
1096,NOR,1992,89543.288,45856.071,43687.217
1097,NOR,1993,92360.69,48065.103,44295.587
1098,NOR,1994,100147.112,50859.936,49287.176
1099,NOR,1995,105155.565,53827.137,51328.428
1100,NOR,1996,115698.378,58556.205,57142.172
1101,NOR,1997,124675.871,65852.806,58823.065
1102,NOR,1998,125513.155,71623.272,53889.883
1103,NOR,1999,129084.758,70508.339,58576.418
1104,NOR,2000,133182.515,71928.945,61253.57
1105,NOR,2001,138966.994,73179.415,65787.579
1106,NOR,2002,138588.405,73906.831,64681.575
1107,NOR,2003,138431.415,74816.906,63614.509
1108,NOR,2004,139855.492,81555.11,58300.382
1109,NOR,2005,140488.664,88010.582,52478.082
1110,NOR,2006,139356.371,95998.512,43357.859
1111,NOR,2007,141252.537,105617.609,35634.928
1112,NOR,2008,141439.413,108998.615,32440.798
1113,NOR,2009,135639.682,97757.032,37882.65
1114,NOR,2010,136394.13,105984.789,30409.342
1115,NOR,2011,135283.29,110166.002,25117.288
1116,NOR,2012,137609.879,113313.63,24296.249
1117,NOR,2013,135167.097,118948.93,16218.167
1118,NOR,2014,139770.797,121330.578,18440.219
1119,NOR,2015,145839.992,123677.751,22162.24
1120,NOR,2016,147394.275,126983.363,20410.912
1121,NOR,2017,149899.184,129368.854,20530.33
1122,NOR,2018,148064.772,131175.736,16889.036
1123,NOR,2019,149749.261,137869.918,11879.343
1124,NOR,2020,147915.098,121414.157,26500.94
1125,NOR,2021,154880.107,124183.693,30696.414
1126,POL,1990,31238.721,21785.532,9453.189
1127,POL,1991,30702.636,28250.766,2451.87
1128,POL,1992,34016.523,28745.614,5270.909
1129,POL,1993,35088.692,32524.352,2564.34
1130,POL,1994,39669.755,36213.163,3456.591
1131,POL,1995,48734.315,44985.277,3749.038
1132,POL,1996,54256.533,57332.803,-3076.27
1133,POL,1997,60876.509,69479.772,-8603.263
1134,POL,1998,69547.42,82396.87,-12849.45
1135,POL,1999,67798.382,83327.232,-15528.85
1136,POL,2000,83803.687,96194.721,-12391.033
1137,POL,2001,86364.239,91173.365,-4809.126
1138,POL,2002,90531.901,93644.515,-3112.614
1139,POL,2003,103278.684,102382.544,896.14
1140,POL,2004,108210.107,111144.979,-2934.872
1141,POL,2005,118998.541,118155.458,843.083
1142,POL,2006,137292.214,139263.828,-1971.614
1143,POL,2007,151101.472,161262.767,-10161.295
1144,POL,2008,161755.936,176514.657,-14758.721
1145,POL,2009,152156.254,154296.591,-2140.337
1146,POL,2010,171111.023,176349.914,-5238.891
1147,POL,2011,184269.266,185378.697,-1109.431
1148,POL,2012,191586.417,184135.296,7451.121
1149,POL,2013,201296.193,187461.998,13834.196
1150,POL,2014,212395.543,205022.417,7373.126
1151,POL,2015,226390.768,216458.151,9932.617
1152,POL,2016,246776.23,233163.55,13612.681
1153,POL,2017,269099.615,256188.089,12911.527
1154,POL,2018,287286.908,275462.528,11824.38
1155,POL,2019,302620.241,284256.267,18363.974
1156,POL,2020,299328.028,277398.859,21929.168
1157,POL,2021,336600.345,322131.582,14468.762
1158,PRT,1970,8632.8,9114.007,-481.208
1159,PRT,1971,9486.117,10436.655,-950.537
1160,PRT,1972,11245.75,11692.842,-447.093
1161,PRT,1973,11715.597,13172.038,-1456.442
1162,PRT,1974,9875.193,13799.077,-3923.884
1163,PRT,1975,8335.706,10318.927,-1983.221
1164,PRT,1976,8335.706,10669.79,-2334.084
1165,PRT,1977,8827.465,11950.241,-3122.775
1166,PRT,1978,9630.159,11971.452,-2341.293
1167,PRT,1979,12804.862,13477.355,-672.493
1168,PRT,1980,13088.567,14409.539,-1320.972
1169,PRT,1981,12507.047,14745.549,-2238.503
1170,PRT,1982,13090.977,15315.907,-2224.93
1171,PRT,1983,14872.028,14375.129,496.899
1172,PRT,1984,16602.41,13736.428,2865.981
1173,PRT,1985,17709.113,13930.1,3779.013
1174,PRT,1986,18905.479,16281.947,2623.532
1175,PRT,1987,21025.355,20036.609,988.746
1176,PRT,1988,22745.909,23639.987,-894.078
1177,PRT,1989,25521.924,25035.389,486.536
1178,PRT,1990,27943.478,28667.521,-724.044
1179,PRT,1991,28268.191,30743.716,-2475.526
1180,PRT,1992,29183.375,34035.107,-4851.732
1181,PRT,1993,28228.081,32912.787,-4684.706
1182,PRT,1994,30596.036,35817.636,-5221.6
1183,PRT,1995,33300.116,38475.414,-5175.297
1184,PRT,1996,35198.335,40751.786,-5553.451
1185,PRT,1997,37769.839,44938.464,-7168.626
1186,PRT,1998,40836.037,51515.769,-10679.733
1187,PRT,1999,42276.119,56161.34,-13885.221
1188,PRT,2000,45880.522,59271.403,-13390.881
1189,PRT,2001,46935.192,59870.069,-12934.876
1190,PRT,2002,48488.917,59699.761,-11210.844
1191,PRT,2003,50889.413,59570.54,-8681.126
1192,PRT,2004,52697.163,63990.385,-11293.222
1193,PRT,2005,52832.982,65388.607,-12555.625
1194,PRT,2006,59408.731,70331.592,-10922.861
1195,PRT,2007,63236.833,74269.089,-11032.256
1196,PRT,2008,62973.12,75926.173,-12953.053
1197,PRT,2009,56647.031,68716.678,-12069.646
1198,PRT,2010,61863.66,74077.346,-12213.686
1199,PRT,2011,66121.686,69498.779,-3377.093
1200,PRT,2012,68158.606,65136.72,3021.887
1201,PRT,2013,73067.599,68185.507,4882.092
1202,PRT,2014,76212.084,73586.319,2625.765
1203,PRT,2015,80984.13,79509.937,1474.193
1204,PRT,2016,84572.254,83495.142,1077.111
1205,PRT,2017,91681.08,90260.092,1420.989
1206,PRT,2018,95470.644,94745.047,725.596
1207,PRT,2019,99361.347,99427.911,-66.564
1208,PRT,2020,80848.321,87684.785,-6836.463
1209,PRT,2021,91727.362,99362.89,-7635.528
1210,SVK,1992,13383.486,17933.876,-4550.391
1211,SVK,1993,13349.499,17826.871,-4477.372
1212,SVK,1994,15319.722,16983.09,-1663.368
1213,SVK,1995,16016.472,18959.714,-2943.241
1214,SVK,1996,15651.324,22091.934,-6440.61
1215,SVK,1997,17803.193,24193.764,-6390.571
1216,SVK,1998,17395.657,23747.096,-6351.44
1217,SVK,1999,19176.143,22860.462,-3684.32
1218,SVK,2000,20770.731,24304.955,-3534.224
1219,SVK,2001,23065.069,28891.543,-5826.474
1220,SVK,2002,24775.228,30476.187,-5700.959
1221,SVK,2003,29666.014,32946.382,-3280.368
1222,SVK,2004,35938.711,40382.55,-4443.839
1223,SVK,2005,40478.809,46408.191,-5929.382
1224,SVK,2006,49722.029,55297.865,-5575.836
1225,SVK,2007,56911.064,60649.741,-3738.678
1226,SVK,2008,58624.259,63141.255,-4516.996
1227,SVK,2009,49029.265,51202.515,-2173.251
1228,SVK,2010,57528.806,59694.243,-2165.437
1229,SVK,2011,63644.204,64351.454,-707.25
1230,SVK,2012,69463.798,65699.552,3764.247
1231,SVK,2013,73638.777,69428.777,4210.0
1232,SVK,2014,76360.064,72573.106,3786.958
1233,SVK,2015,81433.631,78755.121,2678.509
1234,SVK,2016,85530.459,82556.61,2973.85
1235,SVK,2017,88680.13,85923.246,2756.884
1236,SVK,2018,93222.066,90021.936,3200.13
1237,SVK,2019,93957.134,91985.048,1972.086
1238,SVK,2020,87989.568,84481.087,3508.481
1239,SVK,2021,97338.649,94694.089,2644.559
1240,ESP,1970,29556.027,26626.702,2929.325
1241,ESP,1971,33753.459,26813.224,6940.235
1242,ESP,1972,38276.324,33328.966,4947.358
1243,ESP,1973,42104.488,38894.388,3210.1
1244,ESP,1974,41683.416,42005.855,-322.439
1245,ESP,1975,41516.05,41627.603,-111.552
1246,ESP,1976,43592.185,45707.106,-2114.921
1247,ESP,1977,48866.869,43193.757,5673.112
1248,ESP,1978,54095.062,42761.319,11333.743
1249,ESP,1979,57124.917,47636.924,9487.992
1250,ESP,1980,58435.95,49172.86,9263.09
1251,ESP,1981,65034.304,47398.369,17635.935
1252,ESP,1982,68653.891,49734.808,18919.083
1253,ESP,1983,75253.844,49138.035,26115.809
1254,ESP,1984,84313.198,48482.692,35830.506
1255,ESP,1985,84875.712,52142.48,32733.232
1256,ESP,1986,85073.87,61101.995,23971.875
1257,ESP,1987,89553.209,76250.858,13302.351
1258,ESP,1988,92971.441,88512.414,4459.027
1259,ESP,1989,94302.618,104194.731,-9892.113
1260,ESP,1990,98727.623,114219.574,-15491.952
1261,ESP,1991,106869.695,126033.154,-19163.459
1262,ESP,1992,114893.512,134628.591,-19735.079
1263,ESP,1993,123896.934,127593.946,-3697.012
1264,ESP,1994,144550.152,142196.69,2353.462
1265,ESP,1995,158139.982,157939.16,200.822
1266,ESP,1996,173909.489,169479.204,4430.285
1267,ESP,1997,198935.661,191322.184,7613.477
1268,ESP,1998,215142.316,218189.038,-3046.722
1269,ESP,1999,232506.193,248058.235,-15552.042
1270,ESP,2000,256775.678,271799.592,-15023.914
1271,ESP,2001,266897.764,281734.17,-14836.406
1272,ESP,2002,270694.517,292094.802,-21400.285
1273,ESP,2003,280353.936,309716.085,-29362.149
1274,ESP,2004,292420.998,339658.51,-47237.511
1275,ESP,2005,297949.701,363298.901,-65349.2
1276,ESP,2006,312040.515,393137.031,-81096.516
1277,ESP,2007,335746.367,425531.479,-89785.112
1278,ESP,2008,332702.973,402094.129,-69391.155
1279,ESP,2009,296644.914,328500.139,-31855.225
1280,ESP,2010,323530.63,348863.029,-25332.398
1281,ESP,2011,349974.761,346802.663,3172.097
1282,ESP,2012,353247.824,326566.258,26681.566
1283,ESP,2013,368714.433,325866.155,42848.278
1284,ESP,2014,385403.726,348024.237,37379.489
1285,ESP,2015,402038.653,365693.23,36345.423
1286,ESP,2016,423633.102,375381.496,48251.606
1287,ESP,2017,446980.582,400859.241,46121.341
1288,ESP,2018,454702.792,416576.6,38126.191
1289,ESP,2019,464770.512,421942.205,42828.307
1290,ESP,2020,372085.133,359270.26,12814.874
1291,ESP,2021,425585.845,409297.086,16288.759
1292,ESP,2022,489165.372,440927.08,48238.292
1293,SWE,1950,8145.584,9970.096,-1824.512
1294,SWE,1951,8691.29,11435.745,-2744.455
1295,SWE,1952,8013.322,10772.503,-2759.181
1296,SWE,1953,8317.852,10772.503,-2454.651
1297,SWE,1954,9207.843,12560.7,-3352.857
1298,SWE,1955,9686.661,13766.548,-4079.887
1299,SWE,1956,10597.222,14757.704,-4160.482
1300,SWE,1957,11550.946,15775.953,-4225.007
1301,SWE,1958,11562.557,16186.166,-4623.61
1302,SWE,1959,12267.911,16752.669,-4484.759
1303,SWE,1960,13776.806,19466.593,-5689.788
1304,SWE,1961,14493.266,19505.57,-5012.304
1305,SWE,1962,15667.215,20617.362,-4950.147
1306,SWE,1963,16810.875,22081.223,-5270.347
1307,SWE,1964,18828.12,24223.148,-5395.028
1308,SWE,1965,19882.554,26960.331,-7077.776
1309,SWE,1966,20856.849,28119.662,-7262.813
1310,SWE,1967,22003.917,28822.647,-6818.73
1311,SWE,1968,23676.246,31214.918,-7538.672
1312,SWE,1969,26398.971,35241.652,-8842.681
1313,SWE,1970,28669.254,38906.733,-10237.479
1314,SWE,1971,30045.382,37622.805,-7577.422
1315,SWE,1972,31818.044,39127.686,-7309.643
1316,SWE,1973,36177.129,41827.553,-5650.424
1317,SWE,1974,38094.546,45968.533,-7873.987
1318,SWE,1975,34551.748,44359.629,-9807.88
1319,SWE,1976,36037.421,48351.986,-12314.565
1320,SWE,1977,36577.953,46514.589,-9936.636
1321,SWE,1978,39431.047,43956.316,-4525.27
1322,SWE,1979,41836.368,49055.227,-7218.859
1323,SWE,1980,41585.349,49251.388,-7666.04
1324,SWE,1981,42875.153,47354.951,-4479.798
1325,SWE,1982,45774.69,49597.194,-3822.504
1326,SWE,1983,50126.077,50102.101,23.976
1327,SWE,1984,53676.321,52759.157,917.164
1328,SWE,1985,54358.075,56912.278,-2554.203
1329,SWE,1986,56249.62,58941.107,-2691.487
1330,SWE,1987,58520.03,63266.62,-4746.589
1331,SWE,1988,60472.784,66442.257,-5969.472
1332,SWE,1989,62394.24,71563.915,-9169.675
1333,SWE,1990,63834.354,72372.84,-8538.486
1334,SWE,1991,62579.507,68826.732,-6247.225
1335,SWE,1992,63929.512,69957.694,-6028.182
1336,SWE,1993,68919.617,68048.35,871.267
1337,SWE,1994,78298.336,76804.65,1493.686
1338,SWE,1995,87133.357,82348.442,4784.915
1339,SWE,1996,90978.954,85174.458,5804.496
1340,SWE,1997,103655.661,95665.824,7989.837
1341,SWE,1998,112897.447,106121.623,6775.824
1342,SWE,1999,121025.639,111861.743,9163.896
1343,SWE,2000,135598.646,125560.401,10038.245
1344,SWE,2001,136399.491,123753.373,12646.119
1345,SWE,2002,138716.666,122476.881,16239.785
1346,SWE,2003,144692.594,126329.829,18362.765
1347,SWE,2004,160984.306,134966.625,26017.681
1348,SWE,2005,171285.627,144198.216,27087.411
1349,SWE,2006,186040.144,156209.587,29830.557
1350,SWE,2007,194589.445,168747.938,25841.507
1351,SWE,2008,198194.137,173904.408,24289.729
1352,SWE,2009,169539.18,148626.871,20912.309
1353,SWE,2010,187590.38,165694.294,21896.086
1354,SWE,2011,200196.072,177432.038,22764.034
1355,SWE,2012,202439.86,179231.005,23208.855
1356,SWE,2013,200207.453,178872.848,21334.605
1357,SWE,2014,208948.46,190291.32,18657.139
1358,SWE,2015,221067.598,201824.555,19243.042
1359,SWE,2016,226372.736,210845.709,15527.027
1360,SWE,2017,235725.61,220816.141,14909.469
1361,SWE,2018,245736.824,229259.809,16477.015
1362,SWE,2019,260417.125,234140.873,26276.252
1363,SWE,2020,246213.182,219978.069,26235.113
1364,SWE,2021,265560.553,241084.573,24475.981
1365,CHE,1970,73411.632,59573.109,13838.523
1366,CHE,1971,76265.568,63280.939,12984.629
1367,CHE,1972,81120.965,67884.749,13236.217
1368,CHE,1973,87495.991,72297.925,15198.066
1369,CHE,1974,88397.884,71592.579,16805.305
1370,CHE,1975,82591.175,60602.532,21988.643
1371,CHE,1976,90275.799,68513.841,21761.958
1372,CHE,1977,99047.636,74852.42,24195.217
1373,CHE,1978,102729.337,83030.616,19698.721
1374,CHE,1979,105262.051,88721.039,16541.011
1375,CHE,1980,110599.281,95107.277,15492.005
1376,CHE,1981,127361.845,102162.08,25199.765
1377,CHE,1982,124806.233,104391.839,20414.394
1378,CHE,1983,121329.691,105458.825,15870.866
1379,CHE,1984,140418.245,111681.158,28737.086
1380,CHE,1985,151658.833,118459.594,33199.239
1381,CHE,1986,153956.412,132029.441,21926.971
1382,CHE,1987,150399.445,130196.02,20203.425
1383,CHE,1988,161877.076,137557.355,24319.721
1384,CHE,1989,171308.033,147464.177,23843.856
1385,CHE,1990,174667.394,158142.126,16525.269
1386,CHE,1991,171940.463,153083.37,18857.093
1387,CHE,1992,178725.873,154977.638,23748.234
1388,CHE,1993,177645.553,152950.172,24695.381
1389,CHE,1994,180020.567,159843.942,20176.625
1390,CHE,1995,185018.059,169203.199,15814.861
1391,CHE,1996,190603.001,175869.162,14733.839
1392,CHE,1997,218793.023,194083.439,24709.584
1393,CHE,1998,224541.092,204412.189,20128.903
1394,CHE,1999,231994.085,212556.39,19437.695
1395,CHE,2000,260143.865,229850.796,30293.069
1396,CHE,2001,260405.491,233105.336,27300.155
1397,CHE,2002,255825.395,228637.764,27187.631
1398,CHE,2003,252814.192,230020.263,22793.929
1399,CHE,2004,277693.096,241361.235,36331.861
1400,CHE,2005,295669.471,264576.839,31092.632
1401,CHE,2006,314685.201,272097.576,42587.625
1402,CHE,2007,350193.36,288052.839,62140.522
1403,CHE,2008,364774.212,300724.246,64049.966
1404,CHE,2009,333004.944,292481.369,40523.576
1405,CHE,2010,374982.853,315851.022,59131.832
1406,CHE,2011,390134.411,344077.05,46057.362
1407,CHE,2012,392818.638,336826.178,55992.46
1408,CHE,2013,448488.742,378150.391,70338.35
1409,CHE,2014,425910.693,352573.231,73337.462
1410,CHE,2015,443048.39,370031.119,73017.271
1411,CHE,2016,469532.418,389590.449,79941.969
1412,CHE,2017,467762.504,388081.909,79680.595
1413,CHE,2018,483539.499,390994.708,92544.791
1414,CHE,2019,480260.187,392083.162,88177.025
1415,CHE,2020,455409.206,379641.153,75768.054
1416,CHE,2021,511867.392,398477.436,113389.956
1417,TUR,1970,4877.873,6734.807,-7568.728
1418,TUR,1971,5632.703,7388.009,-6823.011
1419,TUR,1972,6453.362,8792.606,-9434.49
1420,TUR,1973,7581.219,10534.477,-12094.525
1421,TUR,1974,6861.497,11001.964,-18178.717
1422,TUR,1975,7324.489,12342.522,-22353.257
1423,TUR,1976,9055.772,14073.719,-21791.184
1424,TUR,1977,6168.106,13631.848,-34781.134
1425,TUR,1978,7848.921,9554.674,-5859.839
1426,TUR,1979,7315.712,8858.78,-5231.086
1427,TUR,1980,6986.571,14993.752,-37193.743
1428,TUR,1981,11421.2,16867.971,-23137.092
1429,TUR,1982,15307.26,18259.76,-9584.345
1430,TUR,1983,17315.022,21350.727,-14271.157
1431,TUR,1984,21718.931,25562.383,-11895.017
1432,TUR,1985,21299.825,23871.743,-5764.723
1433,TUR,1986,20213.659,23028.558,-7314.529
1434,TUR,1987,25546.402,28323.886,-5400.12
1435,TUR,1988,30251.134,27045.453,25611.873
1436,TUR,1989,30172.675,28909.727,16012.417
1437,TUR,1990,30942.784,38453.918,-26977.413
1438,TUR,1991,32095.309,36447.742,-11037.078
1439,TUR,1992,35626.134,40426.051,-12096.879
1440,TUR,1993,38363.935,54892.823,-69010.386
1441,TUR,1994,44187.723,42884.629,20756.949
1442,TUR,1995,47715.757,55571.757,-23235.554
1443,TUR,1996,58193.725,66977.336,-24407.709
1444,TUR,1997,69323.15,82005.876,-40012.435
1445,TUR,1998,77639.331,83920.068,-5764.822
1446,TUR,1999,69574.02,81060.056,-34033.625
1447,TUR,2000,82657.21,98657.576,-52036.375
1448,TUR,2001,86733.723,74949.887,86209.789
1449,TUR,2002,93794.919,90786.861,45252.522
1450,TUR,2003,101024.86,111894.177,-20791.245
1451,TUR,2004,113313.381,135650.952,-73321.514
1452,TUR,2005,122754.132,152121.848,-104904.145
1453,TUR,2006,129752.409,163134.202,-122415.624
1454,TUR,2007,138805.159,178862.606,-152377.151
1455,TUR,2008,144195.781,173925.612,-99732.691
1456,TUR,2009,138980.355,148425.159,-1457.757
1457,TUR,2010,141372.923,177167.937,-130538.382
1458,TUR,2011,159639.795,203703.597,-165361.85
1459,TUR,2012,182783.98,204963.662,-50006.117
1460,TUR,2013,191800.08,227347.218,-112957.491
1461,TUR,2014,205375.555,228027.702,-45005.44
1462,TUR,2015,212027.255,229538.16,-17510.905
1463,TUR,2016,208333.976,236414.964,-70799.625
1464,TUR,2017,234186.746,261557.876,-58914.334
1465,TUR,2018,254827.225,245388.543,129184.65
1466,TUR,2019,265585.408,233010.54,246692.499
1467,TUR,2020,227452.759,248641.134,-30629.628
1468,TUR,2021,284074.711,254565.383,237583.379
1469,GBR,1970,139575.026,114585.904,24989.122
1470,GBR,1971,149232.017,120749.492,28482.525
