,LOCATION,TIME,GDPMLNUSD
1928,ZAF,2011,633011.149
1929,ZAF,2012,637033.795
1930,ZAF,2013,668457.699
1931,ZAF,2014,682954.739
1932,ZAF,2015,695228.551
1933,ZAF,2016,707743.902
1934,ZAF,2017,724100.729
1935,ZAF,2018,746947.775
1936,ZAF,2019,757983.881
1937,ZAF,2020,713818.72
1938,DEW,1970,276730.633
1939,DEW,1971,299905.269
1940,DEW,1972,326366.453
1941,DEW,1973,360571.134
1942,DEW,1974,396464.788
1943,DEW,1975,429433.161
1944,DEW,1976,475429.982
1945,DEW,1977,521828.014
1946,DEW,1978,575265.783
1947,DEW,1979,648588.426
1948,DEW,1980,717053.748
1949,DEW,1981,788133.178
1950,DEW,1982,833736.023
1951,DEW,1983,880268.751
1952,DEW,1984,937246.114
1953,DEW,1985,989736.455
1954,DEW,1986,1032794.151
1955,DEW,1987,1074006.333
1956,DEW,1988,1152817.388
1957,DEW,1989,1244310.092
1958,DEW,1990,1358156.873
1959,DEW,1991,1475016.799
1960,OECD,1970,3239319.476
1961,OECD,1971,3532329.187
1962,OECD,1972,3888283.781
1963,OECD,1973,4357721.678
1964,OECD,1974,4802268.102
1965,OECD,1975,5269509.4
1966,OECD,1976,5831625.56
1967,OECD,1977,6421012.032
1968,OECD,1978,7180633.577
1969,OECD,1979,8079437.354
1970,OECD,1980,8925904.864
1971,OECD,1981,9993892.772
1972,OECD,1982,10624647.137
1973,OECD,1983,11370383.931
1974,OECD,1984,12339316.714
1975,OECD,1985,13204130.006
1976,OECD,1986,13871258.258
1977,OECD,1987,14739859.703
1978,OECD,1988,15953624.244
1979,OECD,1989,17205274.364
1980,OECD,1990,18391666.088
1981,OECD,1991,19304062.33
1982,OECD,1992,20197366.147
1983,OECD,1993,20977017.411
1984,OECD,1994,22078694.517
1985,OECD,1995,23115992.684
1986,OECD,1996,24317038.003
1987,OECD,1997,25613982.117
1988,OECD,1998,26491042.904
1989,OECD,1999,27722607.35
1990,OECD,2000,29639067.221
1991,OECD,2001,30792033.277
1992,OECD,2002,31978007.767
1993,OECD,2003,33179408.633
1994,OECD,2004,35192509.177
1995,OECD,2005,37114348.424
1996,OECD,2006,39871060.022
1997,OECD,2007,42132115.118
1998,OECD,2008,43560071.425
1999,OECD,2009,42647898.279
2000,OECD,2010,44614086.949
2001,OECD,2011,46678422.555
2002,OECD,2012,48204879.812
2003,OECD,2013,50238467.897
2004,OECD,2014,52013279.332
2005,OECD,2015,53833593.972
2006,OECD,2016,56062623.717
2007,OECD,2017,58543510.642
2008,OECD,2018,61182250.474
2009,OECD,2019,63587134.635
2010,OECD,2020,62080031.294
2011,OECD,2021,67210885.196
2012,OECDE,1994,9003318.371
2013,OECDE,1995,9458633.478
2014,OECDE,1996,9872747.453
2015,OECDE,1997,10347862.819
2016,OECDE,1998,10628440.609
2017,OECDE,1999,11035925.953
2018,OECDE,2000,11834654.687
2019,OECDE,2001,12385545.326
2020,OECDE,2002,12928891.46
2021,OECDE,2003,13292211.015
2022,OECDE,2004,14034147.778
2023,OECDE,2005,14634515.839
2024,OECDE,2006,15956891.489
2025,OECDE,2007,16989688.192
2026,OECDE,2008,17844115.582
2027,OECDE,2009,17448728.341
2028,OECDE,2010,18211502.486
2029,OECDE,2011,19165416.318
2030,OECDE,2012,19595472.367
2031,OECDE,2013,20430740.301
2032,OECDE,2014,21168495.898
2033,OECDE,2015,21956110.3
2034,OECDE,2016,23208984.117
2035,OECDE,2017,24434979.993
2036,OECDE,2018,25477586.724
2037,OECDE,2019,26861754.02
2038,OECDE,2020,25936364.717
2039,OECDE,2021,27868161.817
2040,LVA,1994,14835.391
2041,LVA,1995,13712.399
2042,LVA,1996,14274.143
2043,LVA,1997,15783.347
2044,LVA,1998,17035.302
2045,LVA,1999,17703.515
2046,LVA,2000,19036.49
2047,LVA,2001,21141.928
2048,LVA,2002,23289.29
2049,LVA,2003,25308.173
2050,LVA,2004,27788.249
2051,LVA,2005,31150.315
2052,LVA,2006,35176.485
2053,LVA,2007,40130.888
2054,LVA,2008,42617.048
2055,LVA,2009,36461.114
2056,LVA,2010,37140.929
2057,LVA,2011,39646.372
2058,LVA,2012,43311.605
2059,LVA,2013,45564.445
2060,LVA,2014,47483.528
2061,LVA,2015,49384.341
2062,LVA,2016,52362.25
2063,LVA,2017,55691.224
2064,LVA,2018,59505.492
2065,LVA,2019,63017.7
2066,LVA,2020,62744.115
2067,LVA,2021,66188.009
2068,BRA,1995,1309440.382
2069,BRA,1996,1362869.158
2070,BRA,1997,1433436.058
2071,BRA,1998,1454470.82
2072,BRA,1999,1481869.627
2073,BRA,2000,1581938.975
2074,BRA,2001,1640061.943
2075,BRA,2002,1716481.967
2076,BRA,2003,1770327.052
2077,BRA,2004,1922557.353
2078,BRA,2005,2046338.703
2079,BRA,2006,2193057.5
2080,BRA,2007,2389038.767
2081,BRA,2008,2558895.378
2082,BRA,2009,2572056.669
2083,BRA,2010,2798924.733
2084,BRA,2011,2970630.763
2085,BRA,2012,2998534.425
2086,BRA,2013,3133893.65
2087,BRA,2014,3187155.079
2088,BRA,2015,3014754.849
2089,BRA,2016,2939094.21
2090,BRA,2017,3018705.989
2091,BRA,2018,3145953.19
2092,BRA,2019,3241317.4
2093,LTU,1995,21523.635
2094,LTU,1996,22998.859
2095,LTU,1997,25275.086
2096,LTU,1998,27553.142
2097,LTU,1999,27562.02
2098,LTU,2000,29560.652
2099,LTU,2001,32755.919
2100,LTU,2002,36085.771
2101,LTU,2003,41215.623
2102,LTU,2004,44005.046
2103,LTU,2005,48211.86
2104,LTU,2006,53892.771
2105,LTU,2007,61707.148
2106,LTU,2008,66270.635
2107,LTU,2009,57304.636
2108,LTU,2010,62244.934
2109,LTU,2011,69298.245
2110,LTU,2012,73809.042
2111,LTU,2013,79034.188
2112,LTU,2014,82647.295
2113,LTU,2015,83761.504
2114,LTU,2016,88700.479
2115,LTU,2017,95492.278
2116,LTU,2018,101910.429
2117,LTU,2019,111627.898
2118,LTU,2020,112143.289
2119,LTU,2021,122692.544
2120,SAU,1970,54232.043
2121,SAU,1971,68344.741
2122,SAU,1972,88049.976
2123,SAU,1973,116667.456
2124,SAU,1974,162127.277
2125,SAU,1975,186404.749
2126,SAU,1976,221676.57
2127,SAU,1977,251940.24
2128,SAU,1978,267033.13
2129,SAU,1979,317602.118
2130,SAU,1980,368866.715
2131,SAU,1981,422710.092
2132,SAU,1982,399014.603
2133,SAU,1983,380573.704
2134,SAU,1984,382126.332
2135,SAU,1985,377164.537
2136,SAU,1986,404345.685
2137,SAU,1987,397836.551
2138,SAU,1988,445742.19
2139,SAU,1989,463506.168
2140,SAU,1990,520331.755
2141,SAU,1991,618659.747
2142,SAU,1992,657989.091
2143,SAU,1993,664400.612
2144,SAU,1994,682378.694
2145,SAU,1995,698165.665
2146,SAU,1996,729699.479
2147,SAU,1997,750476.099
2148,SAU,1998,780880.809
2149,SAU,1999,762085.071
2150,SAU,2000,823191.702
2151,SAU,2001,831546.819
2152,SAU,2002,820698.401
2153,SAU,2003,930980.027
2154,SAU,2004,1032051.752
2155,SAU,2005,1123743.981
2156,SAU,2006,1190719.394
2157,SAU,2007,1245487.434
2158,SAU,2008,1348708.101
2159,SAU,2009,1329401.44
2160,SAU,2010,1413178.186
2161,SAU,2011,1586748.761
2162,SAU,2012,1672470.749
2163,SAU,2013,1680157.97
2164,SAU,2014,1722861.782
2165,SAU,2015,1541831.733
2166,SAU,2016,1475672.107
2167,SAU,2017,1565891.582
2168,SAU,2018,1643610.545
2169,SAU,2019,1678594.247
2170,SAU,2020,1628533.458
2171,SAU,2021,1751177.858
2172,EA19,1995,6484710.808
2173,EA19,1996,6700628.129
2174,EA19,1997,6983683.553
2175,EA19,1998,7332449.346
2176,EA19,1999,7632235.921
2177,EA19,2000,8131923.536
2178,EA19,2001,8543841.024
2179,EA19,2002,8920888.895
2180,EA19,2003,9116388.844
2181,EA19,2004,9524901.492
2182,EA19,2005,9903083.567
2183,EA19,2006,10760408.206
2184,EA19,2007,11445915.289
2185,EA19,2008,11933269.728
2186,EA19,2009,11663572.585
2187,EA19,2010,12023196.718
2188,EA19,2011,12553985.384
2189,EA19,2012,12707300.052
2190,EA19,2013,13151205.465
2191,EA19,2014,13522902.012
2192,EA19,2015,13933564.76
2193,EA19,2016,14824003.857
2194,EA19,2017,15565737.664
2195,EA19,2018,16259655.284
2196,EA19,2019,17236455.23
2197,EA19,2020,16544946.691
2198,EA19,2021,17603984.874
2199,ARG,2004,470302.946
2200,ARG,2005,527985.869
2201,ARG,2006,588076.13
2202,ARG,2007,658372.467
2203,ARG,2008,698223.628
2204,ARG,2009,661109.513
2205,ARG,2010,736799.121
2206,ARG,2011,797263.882
2207,ARG,2012,819697.902
2208,ARG,2013,849616.0
2209,ARG,2014,839896.688
2210,ARG,2015,867176.759
2211,ARG,2016,885227.529
2212,ARG,2017,1039330.592
2213,ARG,2018,1036307.018
2214,ARG,2019,1033473.165
2215,ARG,2020,942431.46
2216,ARG,2021,1082341.328
2217,CRI,1991,17045.94
2218,CRI,1992,19038.56
2219,CRI,1993,20873.069
2220,CRI,1994,22282.201
2221,CRI,1995,23694.437
2222,CRI,1996,24454.118
2223,CRI,1997,26238.045
2224,CRI,1998,28431.912
2225,CRI,1999,30047.819
2226,CRI,2000,31917.39
2227,CRI,2001,33775.851
2228,CRI,2002,35474.31
2229,CRI,2003,37736.191
2230,CRI,2004,40463.66
2231,CRI,2005,43392.076
2232,CRI,2006,48008.272
2233,CRI,2007,53356.257
2234,CRI,2008,56956.205
2235,CRI,2009,56820.586
2236,CRI,2010,60585.846
2237,CRI,2011,64567.752
2238,CRI,2012,69073.803
2239,CRI,2013,73210.057
2240,CRI,2014,79269.13
2241,CRI,2015,85240.084
2242,CRI,2016,93454.856
2243,CRI,2017,100716.907
2244,CRI,2018,106583.345
2245,CRI,2019,114948.091
2246,CRI,2020,111177.771
2247,CRI,2021,117157.151
2248,BGR,1995,65092.001
2249,BGR,1996,57276.776
2250,BGR,1997,47798.854
2251,BGR,1998,51010.118
2252,BGR,1999,47685.653
2253,BGR,2000,52475.709
2254,BGR,2001,55744.337
2255,BGR,2002,61023.358
2256,BGR,2003,65448.101
2257,BGR,2004,71006.946
2258,BGR,2005,78822.024
2259,BGR,2006,86700.397
2260,BGR,2007,96677.227
2261,BGR,2008,107410.952
2262,BGR,2009,105576.224
2263,BGR,2010,110611.259
2264,BGR,2011,115714.883
2265,BGR,2012,119289.705
2266,BGR,2013,120942.775
2267,BGR,2014,127262.827
2268,BGR,2015,132016.884
2269,BGR,2016,143086.483
2270,BGR,2017,151919.87
2271,BGR,2018,161687.529
2272,BGR,2019,175579.25
2273,BGR,2020,174510.474
2274,BGR,2021,184588.811
2275,HRV,1995,37211.971
2276,HRV,1996,40122.18
2277,HRV,1997,43237.325
2278,HRV,1998,44811.559
2279,HRV,1999,44855.041
2280,HRV,2000,47674.298
2281,HRV,2001,50092.732
2282,HRV,2002,54959.264
2283,HRV,2003,58945.143
2284,HRV,2004,63253.511
2285,HRV,2005,66614.055
2286,HRV,2006,75927.612
2287,HRV,2007,84167.582
2288,HRV,2008,90410.796
2289,HRV,2009,87082.208
2290,HRV,2010,86116.247
2291,HRV,2011,90295.751
2292,HRV,2012,91597.876
2293,HRV,2013,94198.785
2294,HRV,2014,94773.754
2295,HRV,2015,98104.634
2296,HRV,2016,105445.408
2297,HRV,2017,112215.476
2298,HRV,2018,118176.489
2299,HRV,2019,128412.794
2300,HRV,2020,120163.984
2301,HRV,2021,134651.558
2302,CYP,1995,11127.968
2303,CYP,1996,11454.061
2304,CYP,1997,11926.814
2305,CYP,1998,12738.553
2306,CYP,1999,13502.013
2307,CYP,2000,14776.774
2308,CYP,2001,16041.185
2309,CYP,2002,16716.202
2310,CYP,2003,17441.165
2311,CYP,2004,18887.345
2312,CYP,2005,20504.268
2313,CYP,2006,22537.131
2314,CYP,2007,25227.215
2315,CYP,2008,27398.547
2316,CYP,2009,27381.554
2317,CYP,2010,27722.797
2318,CYP,2011,28345.89
2319,CYP,2012,27503.368
2320,CYP,2013,26181.601
2321,CYP,2014,25643.442
2322,CYP,2015,26968.719
2323,CYP,2016,30417.001
2324,CYP,2017,32909.265
2325,CYP,2018,35289.18
2326,CYP,2019,38561.465
2327,CYP,2020,36480.943
2328,CYP,2021,39001.275
2329,MLT,1995,5280.792
2330,MLT,1996,5570.024
2331,MLT,1997,5930.053
2332,MLT,1998,6249.812
2333,MLT,1999,6564.667
2334,MLT,2000,7161.221
2335,MLT,2001,7276.343
2336,MLT,2002,7760.932
2337,MLT,2003,8342.514
2338,MLT,2004,8645.518
2339,MLT,2005,9008.194
2340,MLT,2006,9450.759
2341,MLT,2007,10193.326
2342,MLT,2008,10858.15
2343,MLT,2009,10992.903
2344,MLT,2010,11905.695
2345,MLT,2011,12060.668
2346,MLT,2012,12703.272
2347,MLT,2013,13757.007
2348,MLT,2014,14924.391
2349,MLT,2015,16669.533
2350,MLT,2016,18080.342
2351,MLT,2017,20362.315
2352,MLT,2018,22080.012
2353,MLT,2019,24566.963
2354,MLT,2020,22961.327
2355,MLT,2021,25359.372
2356,ROU,1995,123162.557
2357,ROU,1996,129961.017
2358,ROU,1997,125494.583
2359,ROU,1998,124793.648
2360,ROU,1999,125763.734
2361,ROU,2000,131266.35
2362,ROU,2001,144294.072
2363,ROU,2002,155641.018
2364,ROU,2003,163108.708
2365,ROU,2004,192859.101
2366,ROU,2005,204714.62
2367,ROU,2006,244891.715
2368,ROU,2007,286131.809
2369,ROU,2008,344669.395
2370,ROU,2009,338766.406
2371,ROU,2010,343713.627
2372,ROU,2011,360567.227
2373,ROU,2012,378486.681
2374,ROU,2013,395317.278
2375,ROU,2014,411271.547
2376,ROU,2015,428134.235
2377,ROU,2016,478203.117
2378,ROU,2017,531673.299
2379,ROU,2018,571405.832
2380,ROU,2019,637650.488
2381,ROU,2020,637436.537
2382,ROU,2021,690237.569
2383,MKD,2000,12467.434
2384,MKD,2001,12312.833
2385,MKD,2002,12919.276
2386,MKD,2003,13368.156
2387,MKD,2004,14577.486
2388,MKD,2005,15987.118
2389,MKD,2006,17727.332
2390,MKD,2007,19111.372
2391,MKD,2008,21537.175
2392,MKD,2009,22579.031
2393,MKD,2010,23346.758
2394,MKD,2011,24064.243
2395,MKD,2012,24558.756
2396,MKD,2013,26269.669
2397,MKD,2014,27775.93
2398,MKD,2015,28751.905
2399,MKD,2016,31373.363
2400,MKD,2017,32583.005
2401,MKD,2018,34872.76
2402,MKD,2019,37395.328
2403,MKD,2020,35186.555
2404,MKD,2021,38021.445
2405,ZMB,2006,28842.396
2406,ZMB,2007,32096.058
2407,ZMB,2008,35254.59
2408,ZMB,2009,38751.964
2409,ZMB,2010,43256.427
2410,ZMB,2011,46613.602
2411,ZMB,2012,49509.495
2412,ZMB,2013,53419.843
2413,ZMB,2014,54506.588
2414,ZMB,2015,54472.595
2415,ZMB,2016,55712.209
2416,ZMB,2017,58735.191
2417,ZMB,2018,62564.66
2418,ZMB,2019,64601.642
2419,HKG,1990,104107.737
2420,HKG,1991,113765.31
2421,HKG,1992,123612.599
2422,HKG,1993,134389.677
2423,HKG,1994,145544.459
2424,HKG,1995,152123.793
2425,HKG,1996,161506.046
2426,HKG,1997,172669.634
2427,HKG,1998,164341.216
2428,HKG,1999,170834.978
2429,HKG,2000,188093.782
2430,HKG,2001,193410.223
2431,HKG,2002,199678.485
2432,HKG,2003,209842.63
2433,HKG,2004,234222.14
2434,HKG,2005,259414.244
2435,HKG,2006,286225.276
2436,HKG,2007,312964.485
2437,HKG,2008,325754.169
2438,HKG,2009,319779.941
2439,HKG,2010,345524.753
2440,HKG,2011,369685.332
2441,HKG,2012,373482.559
2442,HKG,2013,385448.332
2443,HKG,2014,396043.918
2444,HKG,2015,411294.477
2445,HKG,2016,419837.595
2446,HKG,2017,442425.449
2447,HKG,2018,465891.503
2448,HKG,2019,466266.217
2449,HKG,2020,441294.444
2450,HKG,2021,490438.997
2451,MDG,2007,30579.05
2452,MDG,2008,33364.839
2453,MDG,2009,32219.617
2454,MDG,2010,32812.667
2455,MDG,2011,34048.44
2456,MDG,2012,34613.437
2457,MDG,2013,35664.458
2458,MDG,2014,37112.146
2459,MDG,2015,37860.94
2460,MDG,2016,40431.499
2461,MDG,2017,40952.508
2462,MDG,2018,43633.375
2463,MDG,2019,45634.03
2464,MDG,2020,42655.075
2465,MAR,2007,174689.135
2466,MAR,2008,188585.333
2467,MAR,2009,197848.48
2468,MAR,2010,207866.274
2469,MAR,2011,223315.73
2470,MAR,2012,226123.984
2471,MAR,2013,236669.86
2472,MAR,2014,229401.964
2473,MAR,2015,247207.18
2474,MAR,2016,253685.437
2475,MAR,2017,264212.938
2476,MAR,2018,279042.501
2477,MAR,2019,291441.196
2478,MAR,2020,276391.56
2479,SGP,1990,72561.281
2480,SGP,1991,80032.441
2481,SGP,1992,87291.409
2482,SGP,1993,99600.914
2483,SGP,1994,113015.218
2484,SGP,1995,123664.374
2485,SGP,1996,135337.249
2486,SGP,1997,149120.059
2487,SGP,1998,147494.438
2488,SGP,1999,158126.117
2489,SGP,2000,176324.268
2490,SGP,2001,178366.039
2491,SGP,2002,188252.938
2492,SGP,2003,200699.505
2493,SGP,2004,226572.121
2494,SGP,2005,250890.427
2495,SGP,2006,281926.226
2496,SGP,2007,315666.748
2497,SGP,2008,327716.243
2498,SGP,2009,330238.767
2499,SGP,2010,382733.648
2500,SGP,2011,414966.621
2501,SGP,2012,435964.936
2502,SGP,2013,448140.098
2503,SGP,2014,461771.556
2504,SGP,2015,481405.402
2505,SGP,2016,501388.381
2506,SGP,2017,535130.769
2507,SGP,2018,566206.118
2508,SGP,2019,582533.634
2509,SGP,2020,558073.358
2510,EU27_2020,1995,7567554.622
2511,EU27_2020,1996,7832107.698
2512,EU27_2020,1997,8150543.039
2513,EU27_2020,1998,8546800.685
2514,EU27_2020,1999,8893418.459
2515,EU27_2020,2000,9475038.403
2516,EU27_2020,2001,9957950.761
2517,EU27_2020,2002,10418107.521
2518,EU27_2020,2003,10680325.99
2519,EU27_2020,2004,11222067.918
2520,EU27_2020,2005,11675872.903
2521,EU27_2020,2006,12721179.722
2522,EU27_2020,2007,13603372.253
2523,EU27_2020,2008,14287383.626
2524,EU27_2020,2009,14023755.42
2525,EU27_2020,2010,14509947.109
2526,EU27_2020,2011,15204175.101
2527,EU27_2020,2012,15434693.191
2528,EU27_2020,2013,15958633.288
2529,EU27_2020,2014,16441422.93
2530,EU27_2020,2015,16992246.856
2531,EU27_2020,2016,18066710.601
2532,EU27_2020,2017,19036893.416
2533,EU27_2020,2018,19958432.341
2534,EU27_2020,2019,21247301.273
2535,EU27_2020,2020,20548038.2
2536,EU27_2020,2021,21902892.568
2537,ALB,1997,8556.079
2538,ALB,1998,9451.895
2539,ALB,1999,10792.583
2540,ALB,2000,11927.776
2541,ALB,2001,13159.431
2542,ALB,2002,14221.925
2543,ALB,2003,15199.009
2544,ALB,2004,16429.452
2545,ALB,2005,17663.32
2546,ALB,2006,19647.843
2547,ALB,2007,21634.141
2548,ALB,2008,24251.46
2549,ALB,2009,25801.628
2550,ALB,2010,28048.431
2551,ALB,2011,29655.579
2552,ALB,2012,30530.397
2553,ALB,2013,30603.995
2554,ALB,2014,32529.046
2555,ALB,2015,33585.806
2556,ALB,2016,34740.019
2557,ALB,2017,36696.774
2558,ALB,2018,38690.695
2559,ALB,2019,41121.413
2560,ALB,2020,39826.28
2561,SRB,2000,45247.811
2562,SRB,2001,48644.884
2563,SRB,2002,54159.251
2564,SRB,2003,57197.759
2565,SRB,2004,63344.407
2566,SRB,2005,68319.08
2567,SRB,2006,75654.761
2568,SRB,2007,82950.661
2569,SRB,2008,92848.287
2570,SRB,2009,91763.439
2571,SRB,2010,93316.964
2572,SRB,2011,99446.681
2573,SRB,2012,100310.888
2574,SRB,2013,104804.573
2575,SRB,2014,104530.725
2576,SRB,2015,105922.988
2577,SRB,2016,111931.491
2578,SRB,2017,116623.419
2579,SRB,2018,123717.018
2580,SRB,2019,134771.47
2581,SRB,2020,134862.222
2582,SRB,2021,147874.29
2583,GEO,2010,28645.899
2584,GEO,2011,31404.993
2585,GEO,2012,36640.15
2586,GEO,2013,39450.982
2587,GEO,2014,43054.384
2588,GEO,2015,45035.513
2589,GEO,2016,47930.085
2590,GEO,2017,50662.562
2591,GEO,2018,54384.905
2592,GEO,2019,58115.885
2593,GEO,2020,54840.076
2594,CMR,1993,21094.528
2595,CMR,1994,21201.219
2596,CMR,1995,22620.476
2597,CMR,1996,24005.577
2598,CMR,1997,25525.086
2599,CMR,1998,27032.152
2600,CMR,1999,29608.125
2601,CMR,2000,31439.326
2602,CMR,2001,33537.786
2603,CMR,2002,35585.38
2604,CMR,2003,38266.517
2605,CMR,2004,42063.508
2606,CMR,2005,44349.226
2607,CMR,2006,47459.311
2608,CMR,2007,50851.261
2609,CMR,2008,53302.407
2610,CMR,2009,55027.667
2611,CMR,2010,57303.422
2612,CMR,2011,60470.66
2613,CMR,2012,63568.301
2614,CMR,2013,69098.828
2615,CMR,2014,75134.547
2616,CMR,2015,79112.64
2617,CMR,2016,84392.895
2618,CMR,2017,90037.542
2619,CMR,2018,95835.08
2620,CMR,2019,100939.193
2621,CMR,2020,102658.266
2622,SEN,1999,18530.338
2623,SEN,2000,19677.172
2624,SEN,2001,20973.417
2625,SEN,2002,21305.032
2626,SEN,2003,22948.596
2627,SEN,2004,24679.79
2628,SEN,2005,26547.082
2629,SEN,2006,27950.486
2630,SEN,2007,29437.139
2631,SEN,2008,31087.211
2632,SEN,2009,32147.503
2633,SEN,2010,33637.035
2634,SEN,2011,34793.989
2635,SEN,2012,36713.666
2636,SEN,2013,37797.219
2637,SEN,2014,40124.398
2638,SEN,2015,43317.631
2639,SEN,2016,46119.11
2640,SEN,2017,49402.166
2641,SEN,2018,53722.712
2642,SEN,2019,57219.726
2643,SEN,2020,58676.63
