,LOCATION,TIME,GDPMLNUSD
0,AUS,1960,25071.833
1,AUS,1961,25363.455
2,AUS,1962,27953.904
3,AUS,1963,30431.547
4,AUS,1964,32742.466
5,AUS,1965,34538.087
6,AUS,1966,38340.322
7,AUS,1967,41063.061
8,AUS,1968,46555.241
9,AUS,1969,52208.329
10,AUS,1970,58911.123
11,AUS,1971,64192.384
12,AUS,1972,69871.924
13,AUS,1973,78914.75
14,AUS,1974,86394.431
15,AUS,1975,96933.513
16,AUS,1976,104370.768
17,AUS,1977,110361.996
18,AUS,1978,123440.344
19,AUS,1979,138091.009
20,AUS,1980,155157.89
21,AUS,1981,178430.317
22,AUS,1982,182041.004
23,AUS,1983,196746.258
24,AUS,1984,212020.678
25,AUS,1985,229153.081
26,AUS,1986,240014.679
27,AUS,1987,261085.322
28,AUS,1988,283190.956
29,AUS,1989,299886.891
30,AUS,1990,304408.929
31,AUS,1991,314181.011
32,AUS,1992,334849.617
33,AUS,1993,355957.486
34,AUS,1994,381621.283
35,AUS,1995,404071.671
36,AUS,1996,424444.69
37,AUS,1997,450947.394
38,AUS,1998,478369.09
39,AUS,1999,510551.679
40,AUS,2000,538759.875
41,AUS,2001,569497.649
42,AUS,2002,600598.648
43,AUS,2003,638782.462
44,AUS,2004,677715.434
45,AUS,2005,719487.043
46,AUS,2006,775886.237
47,AUS,2007,826594.305
48,AUS,2008,852737.657
49,AUS,2009,903956.83
50,AUS,2010,943323.281
51,AUS,2011,992802.546
52,AUS,2012,997651.363
53,AUS,2013,1104672.434
54,AUS,2014,1117601.897
55,AUS,2015,1124752.51
56,AUS,2016,1212854.276
57,AUS,2017,1247085.553
58,AUS,2018,1323863.624
59,AUS,2019,1337585.758
60,AUS,2020,1430883.479
61,AUS,2021,1595175.273
62,AUT,1970,28594.811
63,AUT,1971,31580.537
64,AUT,1972,34990.906
65,AUT,1973,38712.19
66,AUT,1974,43859.878
67,AUT,1975,47748.823
68,AUT,1976,52682.365
69,AUT,1977,58798.255
70,AUT,1978,62801.45
71,AUT,1979,71654.997
72,AUT,1980,79480.416
73,AUT,1981,86875.431
74,AUT,1982,94098.066
75,AUT,1983,100690.88
76,AUT,1984,104377.002
77,AUT,1985,110368.393
78,AUT,1986,115182.267
79,AUT,1987,119632.378
80,AUT,1988,127934.34
81,AUT,1989,138117.669
82,AUT,1990,149514.647
83,AUT,1991,159890.629
84,AUT,1992,166958.028
85,AUT,1993,171815.897
86,AUT,1994,179700.252
87,AUT,1995,188363.294
88,AUT,1996,195482.669
89,AUT,1997,202605.185
90,AUT,1998,212790.79
91,AUT,1999,220639.939
92,AUT,2000,235380.058
93,AUT,2001,238916.116
94,AUT,2002,251984.784
95,AUT,2003,261068.357
96,AUT,2004,275999.929
97,AUT,2005,288086.722
98,AUT,2006,311369.604
99,AUT,2007,327132.558
100,AUT,2008,343812.976
101,AUT,2009,341411.367
102,AUT,2010,351336.723
103,AUT,2011,373031.477
104,AUT,2012,391635.176
105,AUT,2013,406370.245
106,AUT,2014,417059.519
107,AUT,2015,430975.924
108,AUT,2016,460282.647
109,AUT,2017,476590.588
110,AUT,2018,503361.417
111,AUT,2019,530166.548
112,AUT,2020,510518.807
113,AUT,2021,536878.733
114,BEL,1970,37311.211
115,BEL,1971,40673.861
116,BEL,1972,44662.171
117,BEL,1973,49993.81
118,BEL,1974,56781.09
119,BEL,1975,61217.223
120,BEL,1976,68237.142
121,BEL,1977,72930.772
122,BEL,1978,80279.011
123,BEL,1979,88974.71
124,BEL,1980,101357.51
125,BEL,1981,110638.245
126,BEL,1982,118172.725
127,BEL,1983,123184.244
128,BEL,1984,130776.172
129,BEL,1985,137140.365
130,BEL,1986,142452.322
131,BEL,1987,149342.039
132,BEL,1988,161912.514
133,BEL,1989,174097.271
134,BEL,1990,186280.902
135,BEL,1991,196110.621
136,BEL,1992,203649.993
137,BEL,1993,206471.902
138,BEL,1994,217686.021
139,BEL,1995,227550.818
140,BEL,1996,231014.866
141,BEL,1997,241628.901
142,BEL,1998,248647.584
143,BEL,1999,260168.781
144,BEL,2000,284865.587
145,BEL,2001,296177.192
146,BEL,2002,312900.475
147,BEL,2003,320977.395
148,BEL,2004,334135.545
149,BEL,2005,347658.439
150,BEL,2006,371858.383
151,BEL,2007,390975.533
152,BEL,2008,405729.43
153,BEL,2009,407584.371
154,BEL,2010,434074.826
155,BEL,2011,451932.625
156,BEL,2012,469720.336
157,BEL,2013,487343.796
158,BEL,2014,503619.623
159,BEL,2015,520877.807
160,BEL,2016,550677.566
161,BEL,2017,573788.528
162,BEL,2018,600269.926
163,BEL,2019,641095.69
164,BEL,2020,629598.591
165,BEL,2021,681680.534
166,CAN,1961,44299.933
167,CAN,1962,48574.474
168,CAN,1963,51906.612
169,CAN,1964,56381.698
170,CAN,1965,61782.956
171,CAN,1966,68222.013
172,CAN,1967,72368.942
173,CAN,1968,80018.55
174,CAN,1969,88693.465
175,CAN,1970,99264.297
176,CAN,1971,108487.491
177,CAN,1972,119424.079
178,CAN,1973,134444.357
179,CAN,1974,151463.161
180,CAN,1975,168050.057
181,CAN,1976,187740.084
182,CAN,1977,206453.435
183,CAN,1978,229230.414
184,CAN,1979,257496.378
185,CAN,1980,286868.679
186,CAN,1981,324813.802
187,CAN,1982,333889.388
188,CAN,1983,355992.913
189,CAN,1984,390628.604
190,CAN,1985,422072.898
191,CAN,1986,439808.702
192,CAN,1987,469040.522
193,CAN,1988,507000.423
194,CAN,1989,539084.222
195,CAN,1990,560184.877
196,CAN,1991,567047.864
197,CAN,1992,585191.62
198,CAN,1993,615002.847
199,CAN,1994,656367.112
200,CAN,1995,688183.628
201,CAN,1996,712130.958
202,CAN,1997,755416.033
203,CAN,1998,793682.05
204,CAN,1999,846421.343
205,CAN,2000,901003.29
206,CAN,2001,937793.044
207,CAN,2002,971009.088
208,CAN,2003,1023686.549
209,CAN,2004,1083615.23
210,CAN,2005,1171340.162
211,CAN,2006,1241618.911
212,CAN,2007,1301593.852
213,CAN,2008,1342396.613
214,CAN,2009,1307000.658
215,CAN,2010,1363578.975
216,CAN,2011,1430807.125
217,CAN,2012,1468094.965
218,CAN,2013,1554122.745
219,CAN,2014,1621396.709
220,CAN,2015,1594850.842
221,CAN,2016,1678093.396
222,CAN,2017,1765763.154
223,CAN,2018,1852987.755
224,CAN,2019,1873755.698
225,CAN,2020,1796435.239
226,CAN,2021,2029877.312
227,CZE,1990,131496.969
228,CZE,1991,120154.08
229,CZE,1992,122269.784
230,CZE,1993,125245.477
231,CZE,1994,131641.586
232,CZE,1995,143139.202
233,CZE,1996,151531.592
234,CZE,1997,152758.275
235,CZE,1998,154193.291
236,CZE,1999,158333.514
237,CZE,2000,166518.688
238,CZE,2001,180055.685
239,CZE,2002,186119.946
240,CZE,2003,199179.664
241,CZE,2004,213447.642
242,CZE,2005,225620.781
243,CZE,2006,244916.876
244,CZE,2007,270707.675
245,CZE,2008,290503.947
246,CZE,2009,289955.029
247,CZE,2010,292042.96
248,CZE,2011,304400.914
249,CZE,2012,307490.199
250,CZE,2013,324029.978
251,CZE,2014,342099.837
252,CZE,2015,357503.881
253,CZE,2016,381420.335
254,CZE,2017,411327.86
255,CZE,2018,437355.916
256,CZE,2019,471830.456
257,CZE,2020,458113.668
258,CZE,2021,479257.498
259,DNK,1966,16625.045
260,DNK,1967,17777.523
261,DNK,1968,19448.084
262,DNK,1969,21893.14
263,DNK,1970,20979.666
264,DNK,1971,22705.557
265,DNK,1972,24617.817
266,DNK,1973,27029.654
267,DNK,1974,29131.29
268,DNK,1975,31365.964
269,DNK,1976,35052.734
270,DNK,1977,37927.013
271,DNK,1978,41498.497
272,DNK,1979,46680.279
273,DNK,1980,50651.12
274,DNK,1981,55074.476
275,DNK,1982,60631.757
276,DNK,1983,64642.27
277,DNK,1984,69764.616
278,DNK,1985,74852.422
279,DNK,1986,80104.7
280,DNK,1987,82294.253
281,DNK,1988,85185.53
282,DNK,1989,89096.252
283,DNK,1990,93795.008
284,DNK,1991,98318.294
285,DNK,1992,102526.826
286,DNK,1993,104968.276
287,DNK,1994,112926.717
288,DNK,1995,118785.323
289,DNK,1996,124955.379
290,DNK,1997,131749.006
291,DNK,1998,136929.658
292,DNK,1999,141846.299
293,DNK,2000,153044.347
294,DNK,2001,157772.984
295,DNK,2002,164720.391
296,DNK,2003,166146.759
297,DNK,2004,178018.869
298,DNK,2005,185074.466
299,DNK,2006,202967.698
300,DNK,2007,213053.567
301,DNK,2008,226767.494
302,DNK,2009,222766.179
303,DNK,2010,238563.887
304,DNK,2011,247352.237
305,DNK,2012,250524.599
306,DNK,2013,262368.12
307,DNK,2014,270330.607
308,DNK,2015,278748.365
309,DNK,2016,297719.06
310,DNK,2017,319130.165
311,DNK,2018,333035.355
312,DNK,2019,348344.276
313,DNK,2020,354702.681
314,DNK,2021,379911.54
315,FIN,1970,15583.949
316,FIN,1971,16759.846
317,FIN,1972,18836.831
318,FIN,1973,21256.688
319,FIN,1974,23919.402
320,FIN,1975,26606.671
321,FIN,1976,28167.611
322,FIN,1977,29989.425
323,FIN,1978,33036.021
324,FIN,1979,38324.878
325,FIN,1980,44038.703
326,FIN,1981,48840.038
327,FIN,1982,53469.283
328,FIN,1983,57295.244
329,FIN,1984,61284.256
330,FIN,1985,65466.033
331,FIN,1986,68624.789
332,FIN,1987,72835.629
333,FIN,1988,79338.834
334,FIN,1989,86643.501
335,FIN,1990,90489.343
336,FIN,1991,88042.847
337,FIN,1992,87082.448
338,FIN,1993,88556.449
339,FIN,1994,94031.986
340,FIN,1995,100052.093
341,FIN,1996,102944.027
342,FIN,1997,112022.339
343,FIN,1998,121509.297
344,FIN,1999,127934.786
345,FIN,2000,138662.265
346,FIN,2001,144226.941
347,FIN,2002,148763.802
348,FIN,2003,151452.408
349,FIN,2004,163128.975
350,FIN,2005,168146.753
351,FIN,2006,181423.448
352,FIN,2007,200138.563
353,FIN,2008,212980.742
354,FIN,2009,202739.973
355,FIN,2010,208934.271
356,FIN,2011,220471.171
357,FIN,2012,221285.636
358,FIN,2013,225679.983
359,FIN,2014,228058.636
360,FIN,2015,232867.602
361,FIN,2016,246928.493
362,FIN,2017,262026.563
363,FIN,2018,273455.993
364,FIN,2019,286081.584
365,FIN,2020,289196.449
366,FIN,2021,304172.622
367,FRA,1960,84286.645
368,FRA,1961,89236.064
369,FRA,1962,97734.662
370,FRA,1963,104468.637
371,FRA,1964,113249.46
372,FRA,1965,122389.747
373,FRA,1966,133414.117
374,FRA,1967,143803.056
375,FRA,1968,157794.703
376,FRA,1969,179129.265
377,FRA,1970,191870.238
378,FRA,1971,212314.768
379,FRA,1972,231484.97
380,FRA,1973,259661.644
381,FRA,1974,295200.589
382,FRA,1975,319447.819
383,FRA,1976,351711.779
384,FRA,1977,386506.385
385,FRA,1978,430151.53
386,FRA,1979,482376.545
387,FRA,1980,534253.405
388,FRA,1981,591056.908
389,FRA,1982,643297.206
390,FRA,1983,676788.89
391,FRA,1984,711819.74
392,FRA,1985,746247.233
393,FRA,1986,779069.036
394,FRA,1987,818786.455
395,FRA,1988,887874.629
396,FRA,1989,962762.441
397,FRA,1990,1028006.134
398,FRA,1991,1073910.552
399,FRA,1992,1115950.951
400,FRA,1993,1135220.853
401,FRA,1994,1186806.737
402,FRA,1995,1237219.57
403,FRA,1996,1276280.703
404,FRA,1997,1333868.855
405,FRA,1998,1405982.072
406,FRA,1999,1470523.886
407,FRA,2000,1589463.355
408,FRA,2001,1686983.546
409,FRA,2002,1762925.935
410,FRA,2003,1753680.985
411,FRA,2004,1822242.907
412,FRA,2005,1926880.385
413,FRA,2006,2065393.542
414,FRA,2007,2184560.779
415,FRA,2008,2259255.844
416,FRA,2009,2244035.354
417,FRA,2010,2334643.567
418,FRA,2011,2446474.544
419,FRA,2012,2474005.287
420,FRA,2013,2608523.504
421,FRA,2014,2662032.873
422,FRA,2015,2718495.127
423,FRA,2016,2864105.631
424,FRA,2017,2983010.673
425,FRA,2018,3125379.86
426,FRA,2019,3403142.968
427,FRA,2020,3252217.827
428,FRA,2021,3478994.226
429,DEU,1970,314364.212
430,DEU,1971,340647.167
431,DEU,1972,370654.72
432,DEU,1973,409644.521
433,DEU,1974,450481.409
434,DEU,1975,487941.583
435,DEU,1976,540273.43
436,DEU,1977,593050.375
437,DEU,1978,653861.358
438,DEU,1979,737498.469
439,DEU,1980,815445.902
440,DEU,1981,897328.604
441,DEU,1982,949006.038
442,DEU,1983,1001683.315
443,DEU,1984,1067118.244
444,DEU,1985,1126492.734
445,DEU,1986,1175464.801
446,DEU,1987,1221421.184
447,DEU,1988,1311384.068
448,DEU,1989,1415896.888
449,DEU,1990,1546089.28
450,DEU,1991,1680023.462
451,DEU,1992,1751354.132
452,DEU,1993,1775353.543
453,DEU,1994,1856636.208
454,DEU,1995,1924838.349
455,DEU,1996,1972433.431
456,DEU,1997,2015854.493
457,DEU,1998,2079586.767
458,DEU,1999,2158515.841
459,DEU,2000,2236379.831
460,DEU,2001,2336513.968
461,DEU,2002,2406900.908
462,DEU,2003,2468551.215
463,DEU,2004,2585565.145
464,DEU,2005,2622039.802
465,DEU,2006,2813597.188
466,DEU,2007,2985570.442
467,DEU,2008,3103958.247
468,DEU,2009,3015463.491
469,DEU,2010,3185384.991
470,DEU,2011,3415019.966
471,DEU,2012,3487234.448
472,DEU,2013,3628559.337
473,DEU,2014,3807114.521
474,DEU,2015,3889081.896
475,DEU,2016,4165169.905
476,DEU,2017,4386729.188
477,DEU,2018,4576056.532
478,DEU,2019,4769305.921
479,DEU,2020,4696678.334
480,DEU,2021,4890605.217
481,GRC,1960,6847.866
482,GRC,1961,10059.651
483,GRC,1962,10327.582
484,GRC,1963,11720.06
485,GRC,1964,13052.841
486,GRC,1965,14862.216
487,GRC,1966,16379.735
488,GRC,1967,17805.334
489,GRC,1968,20016.157
490,GRC,1969,23485.907
491,GRC,1970,27533.176
492,GRC,1971,31197.253
493,GRC,1972,35852.539
494,GRC,1973,40877.534
495,GRC,1974,41687.342
496,GRC,1975,48448.678
497,GRC,1976,54617.345
498,GRC,1977,59717.02
499,GRC,1978,68549.428
500,GRC,1979,76673.186
501,GRC,1980,84165.207
502,GRC,1981,90697.612
503,GRC,1982,95210.397
504,GRC,1983,97872.402
505,GRC,1984,103442.14
506,GRC,1985,109391.477
507,GRC,1986,112172.198
508,GRC,1987,112349.529
509,GRC,1988,121299.893
510,GRC,1989,130845.368
511,GRC,1990,135743.342
512,GRC,1991,144684.211
513,GRC,1992,149017.304
514,GRC,1993,150108.728
515,GRC,1994,156380.469
516,GRC,1995,163012.016
517,GRC,1996,171334.944
518,GRC,1997,182907.387
519,GRC,1998,193340.361
520,GRC,1999,198711.939
521,GRC,2000,210917.115
522,GRC,2001,227649.46
523,GRC,2002,246559.281
524,GRC,2003,261154.948
525,GRC,2004,278924.483
526,GRC,2005,281028.396
527,GRC,2006,314576.116
528,GRC,2007,323980.102
529,GRC,2008,341817.829
530,GRC,2009,337217.77
531,GRC,2010,310426.722
532,GRC,2011,285079.561
533,GRC,2012,275143.683
534,GRC,2013,284949.076
535,GRC,2014,290011.379
536,GRC,2015,289570.644
537,GRC,2016,296466.614
538,GRC,2017,307636.013
539,GRC,2018,317881.481
540,GRC,2019,334038.972
541,GRC,2020,303987.433
542,GRC,2021,332930.393
543,HUN,1991,86366.345
544,HUN,1992,85627.832
545,HUN,1993,87152.497
546,HUN,1994,91636.941
547,HUN,1995,94952.053
548,HUN,1996,96435.774
549,HUN,1997,101104.402
550,HUN,1998,106757.71
551,HUN,1999,111315.201
552,HUN,2000,121049.042
553,HUN,2001,134577.889
554,HUN,2002,147567.884
555,HUN,2003,156794.468
556,HUN,2004,164432.471
557,HUN,2005,172572.944
558,HUN,2006,185122.569
559,HUN,2007,192029.257
560,HUN,2008,208006.337
561,HUN,2009,207707.278
562,HUN,2010,217423.952
563,HUN,2011,229643.36
564,HUN,2012,230821.511
565,HUN,2013,242855.184
566,HUN,2014,253484.632
567,HUN,2015,263781.873
568,HUN,2016,274222.712
569,HUN,2017,288707.448
570,HUN,2018,311925.167
571,HUN,2019,338459.348
572,HUN,2020,333034.28
573,HUN,2021,356137.471
574,ISL,1970,787.242
575,ISL,1971,935.183
576,ISL,1972,1035.871
577,ISL,1973,1167.002
578,ISL,1974,1344.602
579,ISL,1975,1478.642
580,ISL,1976,1652.982
581,ISL,1977,1910.578
582,ISL,1978,2168.007
583,ISL,1979,2461.997
584,ISL,1980,2838.688
585,ISL,1981,3239.814
586,ISL,1982,3514.096
587,ISL,1983,3573.18
588,ISL,1984,3854.954
589,ISL,1985,4107.817
590,ISL,1986,4453.314
591,ISL,1987,4953.425
592,ISL,1988,5123.552
593,ISL,1989,5338.173
594,ISL,1990,5602.758
595,ISL,1991,5779.283
596,ISL,1992,5711.557
597,ISL,1993,5923.737
598,ISL,1994,6268.578
599,ISL,1995,6407.485
600,ISL,1996,6662.741
601,ISL,1997,7286.189
602,ISL,1998,7871.294
603,ISL,1999,8198.7
604,ISL,2000,8375.177
605,ISL,2001,9085.077
606,ISL,2002,9375.293
607,ISL,2003,9467.526
608,ISL,2004,10402.621
609,ISL,2005,11074.926
610,ISL,2006,12058.49
611,ISL,2007,12920.026
612,ISL,2008,13879.916
613,ISL,2009,13334.419
614,ISL,2010,12649.994
615,ISL,2011,13059.434
616,ISL,2012,13471.498
617,ISL,2013,14378.252
618,ISL,2014,15058.764
619,ISL,2015,16276.45
620,ISL,2016,17939.411
621,ISL,2017,19106.258
622,ISL,2018,20177.371
623,ISL,2019,21633.925
624,ISL,2020,20029.178
625,ISL,2021,21715.675
626,IRL,1970,7253.283
627,IRL,1971,7885.403
628,IRL,1972,8760.139
629,IRL,1973,9676.452
630,IRL,1974,10996.542
631,IRL,1975,12694.761
632,IRL,1976,13580.215
633,IRL,1977,15608.402
634,IRL,1978,17906.905
635,IRL,1979,19988.502
636,IRL,1980,22465.19
637,IRL,1981,25408.579
638,IRL,1982,27594.432
639,IRL,1983,28605.193
640,IRL,1984,30927.698
641,IRL,1985,32890.259
642,IRL,1986,33408.92
643,IRL,1987,35831.47
644,IRL,1988,39030.818
645,IRL,1989,42919.144
646,IRL,1990,48295.533
647,IRL,1991,50892.219
648,IRL,1992,53792.249
649,IRL,1993,56550.054
650,IRL,1994,61082.067
651,IRL,1995,68371.203
652,IRL,1996,74501.891
653,IRL,1997,83171.156
654,IRL,1998,93165.156
655,IRL,1999,101534.479
656,IRL,2000,114953.476
657,IRL,2001,125932.875
658,IRL,2002,138490.842
659,IRL,2003,145012.031
660,IRL,2004,157656.072
661,IRL,2005,168336.081
662,IRL,2006,189003.591
663,IRL,2007,205776.585
664,IRL,2008,198299.13
665,IRL,2009,188097.008
666,IRL,2010,197043.539
667,IRL,2011,206494.885
668,IRL,2012,213365.684
669,IRL,2013,221217.164
670,IRL,2014,238187.305
671,IRL,2015,324787.369
672,IRL,2016,340185.299
673,IRL,2017,374825.508
674,IRL,2018,412301.576
675,IRL,2019,442688.127
676,IRL,2020,468294.581
677,IRL,2021,536251.052
678,ITA,1970,195500.673
679,ITA,1971,209145.514
680,ITA,1972,226238.476
681,ITA,1973,255640.963
682,ITA,1974,293971.207
683,ITA,1975,314487.008
684,ITA,1976,355436.069
685,ITA,1977,387187.043
686,ITA,1978,427848.936
687,ITA,1979,490957.164
688,ITA,1980,553666.779
689,ITA,1981,611172.021
690,ITA,1982,651615.744
691,ITA,1983,685055.274
692,ITA,1984,732666.182
693,ITA,1985,776985.293
694,ITA,1986,815302.091
695,ITA,1987,862130.616
696,ITA,1988,929978.15
697,ITA,1989,999183.103
698,ITA,1990,1057170.096
699,ITA,1991,1109735.083
700,ITA,1992,1144494.194
701,ITA,1993,1161630.916
702,ITA,1994,1211957.193
703,ITA,1995,1273091.606
704,ITA,1996,1311168.92
705,ITA,1997,1358332.327
706,ITA,1998,1423933.146
707,ITA,1999,1457193.11
708,ITA,2000,1541771.971
709,ITA,2001,1597447.689
710,ITA,2002,1639680.501
711,ITA,2003,1673442.225
712,ITA,2004,1704881.817
713,ITA,2005,1746658.11
714,ITA,2006,1886706.883
715,ITA,2007,1995375.59
716,ITA,2008,2089717.307
717,ITA,2009,2044982.158
718,ITA,2010,2084072.993
719,ITA,2011,2173169.961
720,ITA,2012,2172383.108
721,ITA,2013,2187376.607
722,ITA,2014,2200256.409
723,ITA,2015,2240922.483
724,ITA,2016,2420672.141
725,ITA,2017,2517184.468
726,ITA,2018,2600326.872
727,ITA,2019,2735564.524
728,ITA,2020,2563593.616
729,ITA,2021,2751334.768
730,JPN,1970,348114.148
731,JPN,1971,382947.706
732,JPN,1972,433113.832
733,JPN,1973,493544.739
734,JPN,1974,531366.049
735,JPN,1975,598533.619
736,JPN,1976,656574.202
737,JPN,1977,727986.461
738,JPN,1978,820270.312
739,JPN,1979,937040.621
740,JPN,1980,1050471.09
741,JPN,1981,1198859.753
742,JPN,1982,1314677.302
743,JPN,1983,1415765.104
744,JPN,1984,1531542.366
745,JPN,1985,1661500.325
746,JPN,1986,1750794.139
747,JPN,1987,1877492.604
748,JPN,1988,2073203.225
749,JPN,1989,2260605.047
750,JPN,1990,2458757.721
751,JPN,1991,2631467.512
752,JPN,1992,2715675.011
753,JPN,1993,2767279.211
754,JPN,1994,2856992.794
755,JPN,1995,2993644.743
756,JPN,1996,3143992.145
757,JPN,1997,3229588.927
758,JPN,1998,3224451.313
759,JPN,1999,3258971.755
760,JPN,2000,3461199.211
761,JPN,2001,3552841.441
762,JPN,2002,3647933.242
763,JPN,2003,3753919.246
764,JPN,2004,3938955.766
765,JPN,2005,4110440.486
766,JPN,2006,4300322.188
767,JPN,2007,4482081.29
768,JPN,2008,4517267.524
769,JPN,2009,4295628.986
770,JPN,2010,4525401.306
771,JPN,2011,4629400.467
772,JPN,2012,4799612.88
773,JPN,2013,5021591.104
774,JPN,2014,5034454.619
775,JPN,2015,5199915.223
776,JPN,2016,5158900.414
777,JPN,2017,5262254.967
778,JPN,2018,5340832.208
779,JPN,2019,5357737.979
780,JPN,2020,5241927.743
781,JPN,2021,5299927.76
782,KOR,1970,19360.946
783,KOR,1971,22487.595
784,KOR,1972,25152.141
785,KOR,1973,30483.038
786,KOR,1974,36386.53
787,KOR,1975,42873.785
788,KOR,1976,51213.792
789,KOR,1977,61106.159
790,KOR,1978,72567.984
791,KOR,1979,85403.228
792,KOR,1980,91585.339
793,KOR,1981,107515.66
794,KOR,1982,123676.871
795,KOR,1983,145712.222
796,KOR,1984,166898.807
797,KOR,1985,185673.604
798,KOR,1986,210868.183
799,KOR,1987,243576.231
800,KOR,1988,282397.397
801,KOR,1989,314225.056
802,KOR,1990,358187.125
803,KOR,1991,410211.322
804,KOR,1992,445566.679
805,KOR,1993,487498.211
806,KOR,1994,544057.83
807,KOR,1995,608871.842
808,KOR,1996,668944.044
809,KOR,1997,722468.659
810,KOR,1998,693124.625
811,KOR,1999,783492.526
812,KOR,2000,871475.638
813,KOR,2001,934349.292
814,KOR,2002,1019446.686
815,KOR,2003,1058222.737
816,KOR,2004,1143105.568
817,KOR,2005,1213618.157
818,KOR,2006,1302227.991
819,KOR,2007,1414985.951
820,KOR,2008,1468996.086
821,KOR,2009,1454994.406
822,KOR,2010,1572680.44
823,KOR,2011,1625275.456
824,KOR,2012,1684562.928
825,KOR,2013,1726902.753
826,KOR,2014,1792600.237
827,KOR,2015,1933588.947
828,KOR,2016,2026967.822
829,KOR,2017,2103651.26
830,KOR,2018,2220442.286
831,KOR,2019,2247126.39
832,KOR,2020,2316980.188
833,KOR,2021,2426254.697
834,LUX,1970,1860.229
835,LUX,1971,2006.659
836,LUX,1972,2231.528
837,LUX,1973,2549.478
838,LUX,1974,2895.958
839,LUX,1975,2956.268
840,LUX,1976,3198.008
841,LUX,1977,3450.033
842,LUX,1978,3843.179
843,LUX,1979,4259.655
844,LUX,1980,4683.487
845,LUX,1981,5098.401
846,LUX,1982,5474.635
847,LUX,1983,5859.115
848,LUX,1984,6446.073
849,LUX,1985,6835.572
850,LUX,1986,7669.437
851,LUX,1987,8169.599
852,LUX,1988,9173.58
853,LUX,1989,10467.287
854,LUX,1990,11436.809
855,LUX,1991,12845.628
856,LUX,1992,13377.441
857,LUX,1993,14269.79
858,LUX,1994,15131.392
859,LUX,1995,15669.938
860,LUX,1996,16453.939
861,LUX,1997,17820.941
862,LUX,1998,18801.25
863,LUX,1999,21456.896
864,LUX,2000,24050.965
865,LUX,2001,24784.582
866,LUX,2002,26135.007
867,LUX,2003,27187.733
868,LUX,2004,29635.497
869,LUX,2005,31997.214
870,LUX,2006,37275.47
871,LUX,2007,40856.686
872,LUX,2008,44452.835
873,LUX,2009,43247.639
874,LUX,2010,45808.5
875,LUX,2011,48970.83
876,LUX,2012,51308.749
877,LUX,2013,54838.627
878,LUX,2014,58578.312
879,LUX,2015,61437.294
880,LUX,2016,65980.114
881,LUX,2017,68570.173
882,LUX,2018,70825.278
883,LUX,2019,74115.623
884,LUX,2020,75649.421
885,LUX,2021,84154.154
886,MEX,1970,94115.627
887,MEX,1971,103008.445
888,MEX,1972,116581.758
889,MEX,1973,133312.675
890,MEX,1974,154188.025
891,MEX,1975,177927.73
892,MEX,1976,195675.708
893,MEX,1977,214986.945
894,MEX,1978,249093.53
895,MEX,1979,294455.119
896,MEX,1980,347776.417
897,MEX,1981,414159.161
898,MEX,1982,436639.425
899,MEX,1983,434249.765
900,MEX,1984,466111.234
901,MEX,1985,494181.871
902,MEX,1986,485209.517
903,MEX,1987,506434.857
904,MEX,1988,530828.672
905,MEX,1989,574798.441
906,MEX,1990,626538.133
907,MEX,1991,675074.828
908,MEX,1992,715513.58
909,MEX,1993,758505.079
910,MEX,1994,812981.04
911,MEX,1995,777809.434
912,MEX,1996,845698.562
913,MEX,1997,919184.017
914,MEX,1998,977530.109
915,MEX,1999,1018601.794
916,MEX,2000,1096748.815
917,MEX,2001,1116922.396
918,MEX,2002,1137595.967
919,MEX,2003,1184225.321
920,MEX,2004,1263689.079
921,MEX,2005,1341775.456
922,MEX,2006,1485717.873
923,MEX,2007,1560834.849
924,MEX,2008,1653898.19
925,MEX,2009,1636084.571
926,MEX,2010,1740490.338
927,MEX,2011,1911319.096
928,MEX,2012,2012767.781
929,MEX,2013,2064490.947
930,MEX,2014,2173227.412
931,MEX,2015,2230188.94
932,MEX,2016,2383253.082
933,MEX,2017,2460766.096
934,MEX,2018,2535949.668
935,MEX,2019,2529767.945
936,MEX,2020,2333909.441
937,MEX,2021,2481478.597
938,NLD,1969,52607.563
939,NLD,1970,57593.934
940,NLD,1971,63134.172
941,NLD,1972,67514.188
942,NLD,1973,75333.089
943,NLD,1974,85606.711
944,NLD,1975,93651.194
945,NLD,1976,103535.63
946,NLD,1977,112081.484
947,NLD,1978,122761.188
948,NLD,1979,135634.207
949,NLD,1980,152693.932
950,NLD,1981,165832.307
951,NLD,1982,173893.174
952,NLD,1983,184444.697
953,NLD,1984,196949.754
954,NLD,1985,208420.55
955,NLD,1986,218543.544
956,NLD,1987,228272.699
957,NLD,1988,244457.291
958,NLD,1989,265270.116
959,NLD,1990,286712.018
960,NLD,1991,303637.437
961,NLD,1992,315855.408
962,NLD,1993,327408.657
963,NLD,1994,344302.094
964,NLD,1995,362475.108
965,NLD,1996,380746.924
966,NLD,1997,406151.074
967,NLD,1998,435250.296
968,NLD,1999,462796.455
969,NLD,2000,507628.636
970,NLD,2001,532498.813
971,NLD,2002,556285.465
972,NLD,2003,554111.916
973,NLD,2004,583050.032
974,NLD,2005,614044.12
975,NLD,2006,670317.999
976,NLD,2007,719877.837
977,NLD,2008,763407.575
978,NLD,2009,736583.057
979,NLD,2010,748411.412
980,NLD,2011,777880.907
981,NLD,2012,792041.828
982,NLD,2013,827475.788
